conversation_id,example_id,input_text,target_text,split
dlg-007575c1-956d-4d70-bb73-fd6741982c4c,dlg-007575c1-956d-4d70-bb73-fd6741982c4c_14_18,Does it have a pool? Large Pool?,"Yes, it does have Olympic size pool. $389 per night.",train
dlg-007b5799-8ef8-4cc0-9ae3-605bf6d9e790,dlg-007b5799-8ef8-4cc0-9ae3-605bf6d9e790_1_21,"Hi, I'm looking to find a hotel in San Francisco, Califonia. I'm looking for a four-star rated hotel. I'm looking to be staying there from March 16th until the 21st, and I'm looking to spend upwards up to $500 a night. I'm hoping to find a room that has two beds and one balcony if that's possible. I'm also looking to see if a restaurant is available on the grounds of the hotel and if they have free breakfast. If not, that's okay.","There won't be any with free breakfast. The first is called Hyatt regency. It's a 4-star hotel. $299 per night. Luxury hotel with a 17-story atrium lobby & modern rooms offers cable cars & waterfront at its door. The second is called Hilton. It's a 4-star hotel. $256 per night. Upscale hotel with bay or city views, featuring a stylish bar, a wine bar & a fitness center. Hilton?",test
dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_1_15,"I'd like help find a hotel in Park City, Utah. January 20th - January 23rd. How about relaxed to contemporary? I'm bringing 4 people, I need a coffee maker, a mini fridge in a room and a fireplace.","Unfortunately, a majority of the hotels are full for those days, but I was able to find one Hotel Park City but it is $1399/night.",train
dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_16_17,"Okay, I guess I have no choice, how close is it to the ski area?",It's about 5-7 miles away from the slopes.,train
dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_18_19,That's okay. Does it have a pool?,It has an outdoor pool.,train
dlg-00ce819d-6592-4c8d-942e-83bb448e79d7,dlg-00ce819d-6592-4c8d-942e-83bb448e79d7_0_26,"I'd like to find a hotel in San Francisco. Great. I would like a limit of $200 a night. I would like a refrigerator in my room. And I would like a hotel that offers a tour of the Mission. I would like a free breakfast, if you have one. And see, I'd like the star rating to be at least three. I like it to start from April 15th till April 21st.","2 guests? The first is called Stanford Court hotel. It's a 4-star hotel and $202 per night. Elegant hotel featuring modern rooms, some with city views, plus a fitness center & a cafe. The second is called Handlery. The second is called Handlery. It's a 3-star hotel and $172 per night. Refined hotel dating from 1908, offering classic rooms with free WI-FI, plus a gym & eatery. Those are the two options. Which one do you want? Refined hotel dating from 1908, offering classic rooms with free Wi-Fi, plus a gym & eatery.",train
dlg-00ce819d-6592-4c8d-942e-83bb448e79d7,dlg-00ce819d-6592-4c8d-942e-83bb448e79d7_28_30,"I'd like the Handlery, please. The second one.",Alright. The Handlery. Enjoy your stay.,train
dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059,dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059_1_15,"I'm going to be traveling to Nashville, Tennessee in the next week for business purposes. I would like to find a hotel there. The next weekend. Between the 17th and the 19th. I'm looking at a cheaper price. I'd like a coffee maker in the room, too. I need a place with a hot tub to relax my muscles at the end of the day.","I have found 2 hotels with your requirements, Sheraton Music City Hotel and Hampton Inn & Sites Nashville-Green Hills.",train
dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059,dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059_16_22,"What was the second one? Green Hills, you said?","Hampton Inn & Sites Nashville-Green Hills. Here is the address 2324 Crestmoor Rd, Nashville, TN 37215. (615) 777-0001.",train
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_2_3,"Oh yes, I'm looking for a hotel in Nashville, Tennessee.",Okay I can help you with your search for a hotel in Nashville Tennessee.,validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_4_5,All right. I need the dates from February 14th until the 17th.,Okay check and dates from February 14th check out February 17.,validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_6_7,And I'd really like to not spend no more than $200 a night.,Okay hotels for less than $200 per night.,validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_9_11,"Yeah, four stars and above. Nothing below Nothing below three stars. I would also like it in downtown Tennessee or Nashville, if if that's available.",I found the Hutton Hotel this hotel is $189 per night.,validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_12_15,You know if that's for a single or double room?,The $189 per night price is for a 2 queen bedroom.,validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_16_22,All right. Does that hotel also have a lounge or bar on site?,Yes the Hutton Hotel not only has a bar but it also has a restaurant on the grounds. Great I will send your details to your email have a safe trip.,validation
dlg-0125be67-e5af-4621-8a03-3c54c7711291,dlg-0125be67-e5af-4621-8a03-3c54c7711291_1_17,"Hi, I'd like to find a hotel In Nashville, Tennessee. I would like to have valet parking and free breakfast. I would like to have a five-star hotel that's about $200 a night. I'd like it to have a balcony view. I'd like a kitchen. I need it from July 4th to 7th.","The first is called Holiday Inn Express. It's $200 per night. Straightforward property with complimentary buffet breakfast & Wi-Fi, as well as an outdoor pool. The second is called Fair Field Inn and Suites. It's $140 per night. Bright hotel with an indoor pool & fitness facilities, plus free WiFi & hot breakfast. Fair Field Inn and Suites.",train
dlg-0126a31b-77ca-458f-9c4a-dcc5127a837d,dlg-0126a31b-77ca-458f-9c4a-dcc5127a837d_0_16,"I like to find out more about the hotel I plan to stay at Ocracoke. Yeah, I have a date for next few weeks. Could you tell me the room available next week? Okay, uhm I choose from January 9th to January 14th. Because I'll took the train on 9th January and return on 14th. Let me have some recommendations about this hotel and hotel rooms, okay? And the location is downtown or near restaurants.",Near restaurants. Okay.,train
dlg-0126a31b-77ca-458f-9c4a-dcc5127a837d,dlg-0126a31b-77ca-458f-9c4a-dcc5127a837d_17_24,"The hotel have a full bar on the formal or casual. Good okay, and lets talk about hotel amenities. Could you tell me about any information about hotel amenities? And I need a spa and fitness center. Great. And also I need information about a room amenities like I need the mini fridge and the honor bar and the balcony or terrace if available. It would be better for me.",But you will not get the balcony,train
dlg-0126a31b-77ca-458f-9c4a-dcc5127a837d,dlg-0126a31b-77ca-458f-9c4a-dcc5127a837d_25_39,"Okay, mini fridge? Good. Coffee maker? Okay. And the room have a flat screen TV with cable channel? Good, okay. One more thing, and then let me talk about room pricing. We are 6 persons and we need 3 rooms and 3 check-ins. I need information about the room pricing. Could you tell me, please?",It starts at $415 per night.,train
dlg-0127439b-f3e8-4bd2-84ab-9c45847e3cd0,dlg-0127439b-f3e8-4bd2-84ab-9c45847e3cd0_0_21,"Hi, I need help finding a hotel in Salem, Oregon. A week from Friday through the following Sunday, so two nights. And there's four of us, me and my husband and two children. They're 10 and 13. So, if possible, we'd like a suite. Well, I need it under $300 per night, so maybe we could just go with a bedroom that has two queens. At least three. I need it to have a coffee maker. And I need parking to be free, as well. On a slightly different topic.",Would you like a free breakfast with your stay? Do you prefer free WiFi? I found the perfect hotel for you it's called Best Western West Towne Suites. The price is $210 a night.,test
dlg-0137b311-511a-4eca-8d74-6e71443c56e2,dlg-0137b311-511a-4eca-8d74-6e71443c56e2_3_10,"San Francisco, California. It'll be from May 17th to May 20th. They'll be one more guest. Yes, I'm looking for a room with two beds, a refrigerator, and possibly a balcony, and I'm looking to see if a free breakfast is available. If not, that's okay.",There are no hotels in San Francisco with a balcony with in that price range the two closest hotels that I have are the Payne Mansion hotel for $301 a night and the Serrano Hotel for $237 a night.,train
dlg-0137b311-511a-4eca-8d74-6e71443c56e2,dlg-0137b311-511a-4eca-8d74-6e71443c56e2_11_16,"What about the Sorano, the second one you mentioned because that one sounds like it fits my budget.","Serrano Hotel is Located in the Theater District, this refined, early 20th-century hotel is a 6-minute walk from Union Square and the Powell Street BART rail station. You got it I'll send an email confirmation with the reservations.",train
dlg-0140cb02-3be7-4a1a-a10f-bfb49344ba31,dlg-0140cb02-3be7-4a1a-a10f-bfb49344ba31_6_18,From 14th to 19th. The hotel needs to have a restaurant and a bar. The hotel should have four plus star ratings. The room need to have a ocean view and a balcony. A flat-screen TV.,I found a couple of places that meet your requirements. The Hilton Garden Inn and the Best Western Plus Beach View Lodge.,train
dlg-0140cb02-3be7-4a1a-a10f-bfb49344ba31,dlg-0140cb02-3be7-4a1a-a10f-bfb49344ba31_20_21,It should have a full bar in the hotel ground.,"Yes, the Hilton has a restaurant with a full bar.",train
dlg-0140cb02-3be7-4a1a-a10f-bfb49344ba31,dlg-0140cb02-3be7-4a1a-a10f-bfb49344ba31_23_29,Hotel should have a hot tub pool and a fitness center.,"Yes, there is a pool and fitness center. It is located at 6450 Carlsbad Blvd, Carlsbad, CA 92011. The contact number is 760-476-0800.",train
dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b,dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b_1_9,I like to find out more about the hotel Atlantis. Next week 19th December 2016 - 23rd December 2016.,It's located on park avenue. There is a restaurant inside the hotel. It's called rustic creek grill. There are also restaurants nearby.,train
dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b,dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b_10_11,How many restaurants does it have?,There is only 1 restaurant in the hotel.,train
dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b,dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b_13_14,Formal or casual?,It's casual.,train
dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b,dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b_15_16,What about fitness center and a spa?,"Yes, the hotel has a fitness center and a spa.",train
dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b,dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b_17_18,And also pool?,They have a pool and hot tub that are outdoors.,train
dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b,dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b_19_22,Do they have mini fridge?,"Yes, they have a mini fridge. And a coffee maker. No fire place unfortunately.",train
dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b,dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b_24_31,I need a free room.,"Its like around $200 per night per room. 2346 Park Ave, Park City, UT 84060. It's about a 1.5 mile drive.",train
dlg-017f06fd-b6de-450f-8ad0-da05a9f54e3e,dlg-017f06fd-b6de-450f-8ad0-da05a9f54e3e_0_13,"I'd like help in finding a hotel in Nashville, Tennessee, please. Sure. The dates for the hotel are going to be for March arriving on March 24th and leaving on March 26th. I would prefer the price limit to be less than $150 a night. Just one. I'd prefer an on-site gym.",Four Points by Sheraton Nashville - Brentwood.,train
dlg-017f06fd-b6de-450f-8ad0-da05a9f54e3e,dlg-017f06fd-b6de-450f-8ad0-da05a9f54e3e_14_16,By Sheraton Four Points Nashville Brentwood.,$121 per night.,train
dlg-01a3208b-6e52-4359-9d97-1d4bafa3a6ba,dlg-01a3208b-6e52-4359-9d97-1d4bafa3a6ba_1_12,Yes. I need to find a hotel in St. Louis the first weekend of August for myself and a friend. The Sunday evening or afternoon. A high rating but also good customer review. And a hotel with a view would be nice. And a hotel with a view would be nice. $400.,I found a spot for you. The Westin St. Louis. The Westin St. Louis.,train
dlg-01a3208b-6e52-4359-9d97-1d4bafa3a6ba,dlg-01a3208b-6e52-4359-9d97-1d4bafa3a6ba_13_15,Okay. Does that hotel have a restaurant?,Awesome. You are all set.,train
dlg-01ae76b4-fceb-41ad-9617-05fc181d23b9,dlg-01ae76b4-fceb-41ad-9617-05fc181d23b9_4_33,"I'll be going to the Carlsbad California. I'll be traveling June 16th to June 19th 2017. I'd like to find a hotel that's $300 a night or under it. I feel like something that has a beach front and I'd like a resort-style hotel. It should be rated at least 3 Stars. I'd like to have an ocean view room. I need to have a balcony. It should have a mini refrigerator in the room, a king size bed, a flat screen TV and also it should have coffee available in. A hotel restaurant, a full bar and a gym. I'd like to have on a hot tub and a pool there too.","The first is Staybridge Suites, Carlsbad. It's $145 per night. it's rated 4.5 stars. Warm suites with kitchens in a relaxed property featuring an outdoor pool, a gym & a BBQ area. The second is Park Hyatt Aviara resort, golf club and spa. It's $279 per night. it’s rated 4.8 stars. Resort offering an 18-hole golf course, an outdoor pool & tennis courts, plus a spa & fine dining.",test
dlg-01b701fb-7196-49bc-ae31-4f608cfe32a1,dlg-01b701fb-7196-49bc-ae31-4f608cfe32a1_0_13,"I'd like help finding a hotel in Nashville, Tennessee. It should be within 20 miles of the Country Music Hall of Fame and Museum. Yes. There should be a free breakfast. Rating should be at least four stars. Yes. I just need a room with one bed.",How does the Hampton Inn & Suites sound? They are $238 per night with free WiFi and free breakfast.,train
dlg-01b89aaf-d3b9-4124-adf3-f909a753282e,dlg-01b89aaf-d3b9-4124-adf3-f909a753282e_0_5,"Hi, I'd like to help finding a hotel in San Diego from February 5th to February 7th.","Where will you be going to San Diego, near the beach? Okay, I have plenty of room types available. Coming from 3 different hotels, they have standard rooms, condos, suites, cottages, apartments, motels and studios.",train
dlg-01b89aaf-d3b9-4124-adf3-f909a753282e,dlg-01b89aaf-d3b9-4124-adf3-f909a753282e_6_15,I would like a condo.,"Okay, sure thing. The ocean beach hotel has condos near this hotel. You can rent bicycles, fish and water ski. Okay, and a condo. Okay, it's $190 per night.",train
dlg-01bd59e9-6777-419f-b8ce-73b7f330388f,dlg-01bd59e9-6777-419f-b8ce-73b7f330388f_2_21,"Well, I need one in Sausalito, California. I'd like to know what's on the menu. Maybe Italian food would be good. Anywhere within 20 miles of Sausalito, California. Yeah, let's keep the pricing under $50 an item. Five stars or Four stars, maybe three stars.","Okay, Let me describe a couple of options you can choose from. The first is the Poggio Trattoria. It's rated as 4.1 stars. Northern Italian trattoria with dishes crafted from herbs and produce grown in an on-site garden. The second is the Angelino restaurant. It's rated as 3.8 stars. Family-friendly Italian eatery serving casual basics along with exotic dishes such as octopus salad. These are the two options. Which one do you want? Poggio Trattoria. Yes. The address is 777 Bridgeway, Sausalito, CA 94965. Phone: 415-332-7771.",train
dlg-01ea9d83-70ba-4197-ab4e-b19e8b6246d0,dlg-01ea9d83-70ba-4197-ab4e-b19e8b6246d0_3_32,"I'm looking to be in California, Specifically Carlsbad. I like to have it at a beachfront or very close to the beach, Less than a 5-minute walk, If possible. Also, Is it possible for me to have it at the dates between June 16th and June 19th, 2017? I like it to be about $300 per night or less, Because I need to save some money. No, also I'd like to have a hotel that feels upscale, Something like a resort. It has to have four stars on Google because people are also looking it up, As well. In the room it has to have an ocean view with a balcony, The mini refrigerator, A king bed, in-room coffee and a flat screen TV, So I could watch the game. I'd like a restaurant with full bar on hotel grounds. I must have a pool with a hot tub and also a fitness center.","The first is park Hyatt Aviara resort, golf club and spa. It's $279 per night. It’s rated 4.8 stars. Resort offering an 18-hole golf course, An outdoor pool & tennis courts, plus a spa & fine dining. The second is Staybridge suites, Carlsbad. It's $145 per night. It's rated 4.5 stars. Warm suites with kitchens in a relaxed property featuring an outdoor pool, a gym & a BBQ area.",train
dlg-020abc49-c57e-4f82-9228-166d8da113de,dlg-020abc49-c57e-4f82-9228-166d8da113de_1_14,"Hello. I need help booking a hotel next summer, in June, in Naples, Florida, and I'm looking for a beachfront stay. Well, I'm going to be staying there from June 16th to 19th, so I'm trying to stay at a place that's about $300 per night or less. I'm looking for something that feels upscale and has a resort kind of feel to it. And one that's rated four stars and up. Some of the amenities that I'm looking for would be a good view of the ocean from a top of a balcony. I'm wondering if there could be a way to have all my, like, have a lot of cold drinks in a refrigerator and looking for a good-sized king bed. I'm wondering if there's the possibility of a restaurant on the grounds of the hotel in the area. Alright, cool. And I'm also looking forward to possibly having a pool and a hot tub available for me to use, and a place for me to exercise in the morning.","Hold one moment. I found a room at Naples Grande Beach Resort, it is Set on 23 acres of waterfront property, this upscale resort is 10 minutes walk from the high-end Waterside Shops mall and 4 miles from Naples Zoo. It has Contemporary rooms with balconies or terraces feature flat-screen TVs, iPod dock and Wi-Fi, as well as minifridges, Keurig coffeemakers and 24-hour room service. Suites add separate living rooms, and some have microwaves. There's a fine-dining restaurant, a sea food eatery and a beach side bar serving Greek food. Other amenities include a golf course, 15 tennis courts and a fitness center, plus a spa, 3 outdoor pools (1 with a water slide) and a private beach. How does that sound?",train
dlg-020ad110-9e8d-4e15-bcb1-4a4f63365fb1,dlg-020ad110-9e8d-4e15-bcb1-4a4f63365fb1_4_13,"Naples, Florida. 19 June. It should be below $300. It should have four-star rating. Mini refrigerator and flat screen TV.","Okay, I have located a few locations, The Inn on 5th and the Ramada Naples hotel.",train
dlg-026fa406-2c2b-48ea-bdcf-389186e46532,dlg-026fa406-2c2b-48ea-bdcf-389186e46532_1_6,"I'm looking to find a hotel for the dates May 3rd to May 8th. That'll be for 2 people. St. Louis, Missouri. Hotel star ratings three and above.","Okay, I'll take that 3-stars rating. Anything else?",validation
dlg-026fa406-2c2b-48ea-bdcf-389186e46532,dlg-026fa406-2c2b-48ea-bdcf-389186e46532_7_14,King-size beds. Preferably $129. Free breakfast.,"Okay, let me see what I can find. Here is a list of hotels I was able to find for you. Drury Inn & Suites, St. Louis and Forest Park. Okay, I will book your stay at the Drury Inn and Suites, St. Louis. Enjoy your stay.",validation
dlg-027a4a74-8cb8-4359-8385-d98a5bad4bd2,dlg-027a4a74-8cb8-4359-8385-d98a5bad4bd2_1_13,"I would like help finding the hotel in West Palm Beach, Florida. Yes, hotel should be in the center of the city. And it should be three star and up rating hotel. Hotel should be three star and up rating. I would like to have king-size bed in my room and mini-refrigerator with pool.",I found SpringHill Suites in West Palm Beach. $179 per night.,train
dlg-027b0a30-01b2-490f-b1d3-e89795430e76,dlg-027b0a30-01b2-490f-b1d3-e89795430e76_3_9,"I would like to stay in Sausalito, California during October 3rd to 20th. I would like a room that has a balcony and a king bed as well as a flat screen TV. I would like to do it for less than $250 a night.",Travelodge Mill valley Sausalito is $122 a night and has all the amenities you're looking for.,train
dlg-0280c9a0-babe-4b2a-b2f4-79164c576582,dlg-0280c9a0-babe-4b2a-b2f4-79164c576582_3_6,"Well, it's going to have to be the 13th of March. I only need 1 day.",Hotel rooms.,train
dlg-0280c9a0-babe-4b2a-b2f4-79164c576582,dlg-0280c9a0-babe-4b2a-b2f4-79164c576582_7_16,"Well, I need something at least four stars. Yeah, I need something at least four stars. Like a four-star hotel. Like I need one of those. I need something with valet. I need free breakfast.",I have found for hotels that meet your specifications would you like the one that's closest to the Mississippi River and the arch.,train
dlg-0280c9a0-babe-4b2a-b2f4-79164c576582,dlg-0280c9a0-babe-4b2a-b2f4-79164c576582_17_19,"No, can you list them up. What are the three most cheap?",The cheapest is Pear Tree Inn st. Louis near Union Station it is a hundred and $10 and night.,train
dlg-0280c9a0-babe-4b2a-b2f4-79164c576582,dlg-0280c9a0-babe-4b2a-b2f4-79164c576582_20_21,Dispensationalism Union $10 a night.,The next one is $130 it's the Jury Inn and Suites.,train
dlg-0280c9a0-babe-4b2a-b2f4-79164c576582,dlg-0280c9a0-babe-4b2a-b2f4-79164c576582_22_26,Do they have a twin room in the Jury Inn?,Do you mean a suite with two separate bedrooms? Their suites do not have to separate bedrooms however they are Deluxe two-room Suite featuring a quiet bedroom separated by a door from the living area the living area includes a pull-out Queen sofa sleeper.,train
dlg-0280c9a0-babe-4b2a-b2f4-79164c576582,dlg-0280c9a0-babe-4b2a-b2f4-79164c576582_27_30,Okay. Can you make the reservation for the 13th for that kind of room?,Did you say there would be two adults?,train
dlg-0280c9a0-babe-4b2a-b2f4-79164c576582,dlg-0280c9a0-babe-4b2a-b2f4-79164c576582_31_33,"No, just all just one adult, but I want like the double room.",The price is $124.99 a night.,train
dlg-0280c9a0-babe-4b2a-b2f4-79164c576582,dlg-0280c9a0-babe-4b2a-b2f4-79164c576582_34_35,$124.99 a night.,You've got it and I'll email you the information now.,train
dlg-02997f5e-5128-47bd-808d-8e69dc5b82a3,dlg-02997f5e-5128-47bd-808d-8e69dc5b82a3_3_15,"I'm looking for a five-star hotel in St. Louis, Missouri. July 26th to July 29th. Two people. One room with king-size bed. Yes, free breakfast.","Unfortunately no five star hotels with free breakfast. Would you like me to look for one with the restaurant? Okay, I found two five star hotels for you, one is the Four Seasons Hotel St. Louis for $359 a night and the other one is the Ritz-Carlton St. Louis for $452 a night.",train
dlg-02997f5e-5128-47bd-808d-8e69dc5b82a3,dlg-02997f5e-5128-47bd-808d-8e69dc5b82a3_17_20,"The Ritz-Carlton, please.","Okay, the Ritz-Carlton. Would you like to book it or do you want to hear a brief description? You've got it.",train
dlg-02b461d7-6364-4987-9eb6-db6788254fa7,dlg-02b461d7-6364-4987-9eb6-db6788254fa7_0_1,I'd like help finding a hotel in New Orleans.,Okay. Hotel in New Orleans. What else can you tell me?,train
dlg-02b461d7-6364-4987-9eb6-db6788254fa7,dlg-02b461d7-6364-4987-9eb6-db6788254fa7_2_14,I'd like a five-star hotel. Free breakfast. Room service? Great reviews. Good. Parking cost?,How much for parking?,train
dlg-02b461d7-6364-4987-9eb6-db6788254fa7,dlg-02b461d7-6364-4987-9eb6-db6788254fa7_17_27,Okay. What else the dollar in 200? June 29th. July 1st.,Okay.June 29 to July 1 for 2 nights. Looks like there aren't any 5-star hotels under $200 per night.,train
