conversation_id,example_id,input_text,target_text,split
dlg-005d7a68-35ec-4ed0-a0ab-715a499b48b7,dlg-005d7a68-35ec-4ed0-a0ab-715a499b48b7_0_7,"Hi assistant, need help finding a flight from Houston to London. Need to fly out on July 2nd in the afternoon. I need to fly back July 7th. I need something cheap.","Okay, the cheapest flight currently is $3,200. All right you're all set, is that it?",train
dlg-006d8337-fc53-4aac-8895-b2f0caa14baa,dlg-006d8337-fc53-4aac-8895-b2f0caa14baa_1_2,"Hello. I need to take a trip to Albany, New York.",Okay. I see that you're in Seattle right now. Is that where you want to fly out from to Albany?,test
dlg-006d8337-fc53-4aac-8895-b2f0caa14baa,dlg-006d8337-fc53-4aac-8895-b2f0caa14baa_5_6,I'd like to leave this Friday and return exactly in one week.,Do you want to return on next Thursday or Friday?,test
dlg-006d8337-fc53-4aac-8895-b2f0caa14baa,dlg-006d8337-fc53-4aac-8895-b2f0caa14baa_7_8,Friday morning.,"Okay, I will find a return flight on 19th morning.",test
dlg-006d8337-fc53-4aac-8895-b2f0caa14baa,dlg-006d8337-fc53-4aac-8895-b2f0caa14baa_9_16,"Thank you. United Airlines, preferable. Just one, direct flight, no layovers, please. First.",There are no direct flights. Do you want to check in business? There are no direct flights in any class. I will look for the shortest layover for you.,test
dlg-006d8337-fc53-4aac-8895-b2f0caa14baa,dlg-006d8337-fc53-4aac-8895-b2f0caa14baa_19_28,"I'll definitely need Wi-Fi on the flight, please. I'd like morning flights.","I found you a 6 am flight with United Airlines. The cost of the ticket is $1,430. It has Wi-Fi, first class and has one stop for an hour and a half. The total flight time is 7 hours and 24 minutes. How does that sound? The return flight leaves at 10:20 am has one stop for 15 minutes and arrives back in Seattle at 3:36 pm. How does that work for you? Great. You're welcome. It's booked.",test
dlg-00754a9a-1b01-465d-adb9-5215a32d174d,dlg-00754a9a-1b01-465d-adb9-5215a32d174d_1_2,I like to make a round-trip from Miami to Madrid.,Miami to where?,train
dlg-00754a9a-1b01-465d-adb9-5215a32d174d,dlg-00754a9a-1b01-465d-adb9-5215a32d174d_3_4,M a d r i d.,"Oh, Madrid.",train
dlg-00754a9a-1b01-465d-adb9-5215a32d174d,dlg-00754a9a-1b01-465d-adb9-5215a32d174d_6_7,I'd like to leave today evening and return in 5 days.,"I have a 7:10 p.m, 7:45 p.m, 9 p.m.",train
dlg-00754a9a-1b01-465d-adb9-5215a32d174d,dlg-00754a9a-1b01-465d-adb9-5215a32d174d_8_9,How about the 7:00 p.m?,"The return flights are at 12 p.m, 4:05 p.m, 11:35 p.m.",train
dlg-00754a9a-1b01-465d-adb9-5215a32d174d,dlg-00754a9a-1b01-465d-adb9-5215a32d174d_10_15,"Let's do the 4:05 p.m return on the flight. That would be nice. Is that a Non-Stop? And also, I'd like that to have a window seat with that, please.","Okay, Flight has been booked.",train
dlg-0078b72c-401a-4a11-a62c-0bc3297d3266,dlg-0078b72c-401a-4a11-a62c-0bc3297d3266_6_7,I'm trying to fly to Seattle.,"Alright, from New York city to Seattle.",train
dlg-0078b72c-401a-4a11-a62c-0bc3297d3266,dlg-0078b72c-401a-4a11-a62c-0bc3297d3266_9_13,I would like to take the flight from John F Kennedy International Airport.,"Okay, from JFK. There are 3 airports in Seattle. Tacoma international. Kenmore air harbor.",train
dlg-0078b72c-401a-4a11-a62c-0bc3297d3266,dlg-0078b72c-401a-4a11-a62c-0bc3297d3266_15_27,And the other one is Stepside and boeing field. Tacoma international. I'd like to fly out on March 5th. And I would like to fly during the nighttime and a red-eye. I would like it to be under $500.,There is no flight under $500 for a one way ticket to Seattle. On March 5th.,train
dlg-0078b72c-401a-4a11-a62c-0bc3297d3266,dlg-0078b72c-401a-4a11-a62c-0bc3297d3266_30_32,"Can I have it under $800, then?",Under $800?,train
dlg-0078b72c-401a-4a11-a62c-0bc3297d3266,dlg-0078b72c-401a-4a11-a62c-0bc3297d3266_35_37,Can it be a non-stop flight?,There are no non-stop flights going from JFK to Tacoma.,train
dlg-0078b72c-401a-4a11-a62c-0bc3297d3266,dlg-0078b72c-401a-4a11-a62c-0bc3297d3266_38_40,"Can I have a layover, then?",These layover are around 8 hours to 18 hours.,train
dlg-0078b72c-401a-4a11-a62c-0bc3297d3266,dlg-0078b72c-401a-4a11-a62c-0bc3297d3266_45_47,I would like to fly with United Airlines.,United Airlines.,train
dlg-0078b72c-401a-4a11-a62c-0bc3297d3266,dlg-0078b72c-401a-4a11-a62c-0bc3297d3266_48_52,I want to be in business class.,"There are no business class flights under $800. Only economy. Alright, economy it is.",train
dlg-0078b72c-401a-4a11-a62c-0bc3297d3266,dlg-0078b72c-401a-4a11-a62c-0bc3297d3266_54_64,And I would prefer a flight without Wi-Fi.,A flight with Wi-Fi or without? No Wi-Fi. You'll leave at 8:05 PM. There will be a 12 hour layover in Chicago. And you will arrive in Seattle at 12:30 PM the next day.,train
dlg-009c3fa1-6f6e-48dd-84c8-c52dbde6a4ae,dlg-009c3fa1-6f6e-48dd-84c8-c52dbde6a4ae_1_6,"Hi, I would like to book a round trip commercial airline flight from Los Angeles to Boston. Yes, I would like to be today for the departure, and return in four days from now? The cheapest economy class.",Did you want to leave in the morning or afternoon flight?,train
dlg-009c3fa1-6f6e-48dd-84c8-c52dbde6a4ae,dlg-009c3fa1-6f6e-48dd-84c8-c52dbde6a4ae_7_8,Earliest possible in the morning.,Do you prefer non-stop or layover?,train
dlg-009c3fa1-6f6e-48dd-84c8-c52dbde6a4ae,dlg-009c3fa1-6f6e-48dd-84c8-c52dbde6a4ae_9_12,Non-stop.,"Ok, one moment, hold. I found a flight for you is United Airlines that departs at 10:47 p.m and arrives at 7:14 a.m. The total price is $555. You are all set.",train
dlg-00bc0a97-460f-441d-9dd7-269fc89e572c,dlg-00bc0a97-460f-441d-9dd7-269fc89e572c_2_3,"Hi, I need to book a round-trip flight from Sacramento to Houston.","Okay, Sacramento to Houston. Any preferences for this flight?",test
dlg-00bc0a97-460f-441d-9dd7-269fc89e572c,dlg-00bc0a97-460f-441d-9dd7-269fc89e572c_4_11,"Yeah, I need to leave today as early as possible and return on the 20th in the morning. Yeah, I need non-stop. And can I get a business-class?","Unfortunately, I don't see any non-stop flights for business, they all have one-stop. And the earliest flight leaves at 4:50 PM. I found a flight for $1,089 leaving at 4:51 PM with Delta Airlines with one-stop. Will this work?",test
dlg-00bc0a97-460f-441d-9dd7-269fc89e572c,dlg-00bc0a97-460f-441d-9dd7-269fc89e572c_14_19,I need to leave in the morning. Same preferences.,"There is a 9:34 AM non-stop flight for $1463. Will that work? There's also a $1089 flight leaving at 6:35 AM with one-stop. Okay, I'll book that one then.",test
dlg-00e32998-0b0f-47f1-a4f0-2ce90f1718d0,dlg-00e32998-0b0f-47f1-a4f0-2ce90f1718d0_0_7,"Hi. I'm looking for a round-trip commercial airline flight. I got to get to a funeral. I'm going from San Francisco to Chicago. Well, thank you. It's very kind. I need to leave today, and I want to get back in 3 days. And optimally, I would leave in the morning for both the departure and the return.","Okay, for leaving as early as possible you could leave in two hours at 7:52 p.m. Is that too early?",train
dlg-00e32998-0b0f-47f1-a4f0-2ce90f1718d0,dlg-00e32998-0b0f-47f1-a4f0-2ce90f1718d0_8_9,Is that the cheapest?,"That is the cheapest at $1,474.",train
dlg-00e32998-0b0f-47f1-a4f0-2ce90f1718d0,dlg-00e32998-0b0f-47f1-a4f0-2ce90f1718d0_10_15,And does that have Wi-Fi?,Yes. That does have Wi-Fi. It come with extended seating and full meals as well. The return flight will come back at 6 p.m.,train
dlg-00e32998-0b0f-47f1-a4f0-2ce90f1718d0,dlg-00e32998-0b0f-47f1-a4f0-2ce90f1718d0_16_17,What time does it leave from Chicago?,The plane leaves in Chicago at 7 a.m. for San Francisco.,train
dlg-011f951c-2231-4dca-a55b-4ef97e599e7e,dlg-011f951c-2231-4dca-a55b-4ef97e599e7e_1_18,"I'm looking for a flight to JFK. Seattle, Washington. I want to fly out on March 1st and return on March 7th. If there's a morning flight, that would be best. Coach is fine.","Hello, the flight for $355 round trip and it leaves at 7:45 a.m. and you arrive at 4:07 p.m. nonstop. Okay, great booked!",train
dlg-01503495-899d-4862-a428-ea75e46177f0,dlg-01503495-899d-4862-a428-ea75e46177f0_1_2,"I'm trying to find a flight to New York City on May 16th, and coming back May 19th.","Okay, I see that you're in Seattle, is that where you want to fly out from?",train
dlg-01503495-899d-4862-a428-ea75e46177f0,dlg-01503495-899d-4862-a428-ea75e46177f0_5_17,One. I would like business class and non-stop. I would prefer to leave in the afternoon or night.,"I found you a business class ticket with United Airlines leaving at 4:34 pm and arriving at 12:45 am and the return trip leaves at 6:35 am and arrives back in Seattle at 9:39 am. The price is $1189. Yes, it's done. Please look in your email for the itinerary.",train
dlg-019cbf4f-e4f4-40e5-b37d-e0d25be5d76a,dlg-019cbf4f-e4f4-40e5-b37d-e0d25be5d76a_0_3,"Hi, I need to book a flight ticket from Los Angels to Las Vegas on April 1st and I will be coming back on April 3rd. Great. I need to go to Las Vegas on April 1st.","Okay, So you want to go from Los Angeles to Las Vegas on April 1st and return on April 3rd. Is that correct?",train
dlg-019cbf4f-e4f4-40e5-b37d-e0d25be5d76a,dlg-019cbf4f-e4f4-40e5-b37d-e0d25be5d76a_6_18,Two tickets. And I'd like to have a nonstop flight. I would like to travel in the evening and I prefer coach class.,"Hold on just a second. I found tickets that cost $79 and will be leaving at 7:50 PM and arrive at 8:53 PM This is Spirit Airlines and it is a nonstop flight. Okay, Is it for two adults? The total ticket price is $157. Shall I book this for you now? Aright. The return trip will be leaving at 7:58 PM. Enjoy your flight.",train
dlg-01af92d0-3ba7-42ac-b2d1-3af8ac82df2c,dlg-01af92d0-3ba7-42ac-b2d1-3af8ac82df2c_0_19,"Hello, I need a round trip flight to San Francisco. Yes. I need to be sure if it has Wi-Fi and also if I could leave in the afternoon that would be great. May 7th through 21st. Yeah, no more than $1,700 please. First class is okay. I prefer first for that longer trip.","I found a flight for you, it's Virgin Airlines. Departs at 5:29 PM and arrives at 8:57 PM. This airline has free Wi-fi. For first class $2997 round trip.",test
dlg-01af92d0-3ba7-42ac-b2d1-3af8ac82df2c,dlg-01af92d0-3ba7-42ac-b2d1-3af8ac82df2c_21_22,Okay. How much is that same flight from coach?,For coach about $1195.,test
dlg-01be55cd-1f5a-4b88-a5db-469b61813622,dlg-01be55cd-1f5a-4b88-a5db-469b61813622_0_4,"Hi, I need help in finding a flight to Copenhagen. From March 26th to March 28th.",Do u want to leave in the morning or afternoon flight?,train
dlg-01be55cd-1f5a-4b88-a5db-469b61813622,dlg-01be55cd-1f5a-4b88-a5db-469b61813622_5_17,"I want afternoon flights for both. I'm looking for a fairly cheap flight, so probably the cheapest available. Just coach, and I don't care if I have a bunch of layovers. Does it have any snacks or drinks on board?",Yes it does have snacks and drinks. Turkish airlines. The price is $1651.,train
dlg-01c15d77-d5ee-45f7-b149-386d4e04d26a,dlg-01c15d77-d5ee-45f7-b149-386d4e04d26a_2_6,"I'm looking to find a round trip commercial airline flight from Seattle to Chicago. I want to leave on September 13th and depart and return in 3 days, afternoon would be a good time of the day. I'd like to get cheapest seat. And I'd like to get be able to watch a movie during the flight.",Do you prefer non stop or layover?,train
dlg-01c15d77-d5ee-45f7-b149-386d4e04d26a,dlg-01c15d77-d5ee-45f7-b149-386d4e04d26a_7_10,Non-stop.,"I found a flight at Delta Airline departs at 5:12 PM, arrives at 11:11 PM. Your return flight departs at 2:10 PM, arrives at 4:30 PM.",train
dlg-01d9b972-93b3-4e89-9eee-a460fa64d241,dlg-01d9b972-93b3-4e89-9eee-a460fa64d241_3_4,Help me find a flight to San Francisco.,"Okay, from which airport in New York?",train
dlg-01d9b972-93b3-4e89-9eee-a460fa64d241,dlg-01d9b972-93b3-4e89-9eee-a460fa64d241_5_20,JFK. I'll be leaving April the 14th. I'd like to leave in the morning before 10:00 A.M. I'd like a non-stop flight. And I'd like to sit in coach. And a flight with WiFi would be good.,"Alright, up to how much for a non-stop flight?",train
dlg-01d9b972-93b3-4e89-9eee-a460fa64d241,dlg-01d9b972-93b3-4e89-9eee-a460fa64d241_21_23,$900.,"There are flights with Delta, Virgin America, Jet blue and America. There are 3 times to fly with Delta 7 A.M, 8:10 A.M or 9:30 A.M.",train
dlg-01d9b972-93b3-4e89-9eee-a460fa64d241,dlg-01d9b972-93b3-4e89-9eee-a460fa64d241_24_27,How about 7:00 A.M?,You will arrive in at 10:40 A.M. Total for this one way non-stop flight with delta is $209.,train
dlg-01ef3e7d-d895-409e-8d5c-eb5c1c285a80,dlg-01ef3e7d-d895-409e-8d5c-eb5c1c285a80_1_2,I would like help finding a flight to London.,"Okay, what dates will you be traveling to London?",train
dlg-01ef3e7d-d895-409e-8d5c-eb5c1c285a80,dlg-01ef3e7d-d895-409e-8d5c-eb5c1c285a80_3_8,August 1st through September 27th. Business class.,What time would you like to leave LAX?,train
dlg-01ef3e7d-d895-409e-8d5c-eb5c1c285a80,dlg-01ef3e7d-d895-409e-8d5c-eb5c1c285a80_9_14,4:00 p.m.,I found a flight at 3:45 p.m. is that okay? What time would you like to a return flight on September 27th?,train
dlg-01ef3e7d-d895-409e-8d5c-eb5c1c285a80,dlg-01ef3e7d-d895-409e-8d5c-eb5c1c285a80_15_20,10:00 a.m.,"I found a flight departing at 10:10 a.m. is that okay? Pricing for this flight is $3,707.",train
dlg-01ff0557-678d-4110-8768-ee7afbdcb2f2,dlg-01ff0557-678d-4110-8768-ee7afbdcb2f2_2_18,"Hi Assistant. I need to find a round-trip, commercial, airline flight from Los Angeles to Chicago. Can you help me? Oh, I would like to leave today and return in 5 days and I would like to leave as early as possible. Economy class is fine and nonstop if possible.","Sure, there is a nonstop flight leaving Los Angeles at 4:35 p.m. and arriving in Chicago at 10:43 p.m. Did you say you would prefer an early morning flight? There is a nonstop flight leaving Chicago at 6 a.m. and arriving in LA at 8:27 a.m. Okay, great. I will book these flights for you.",test
dlg-01ff0a9f-8602-462a-affc-28039002fe80,dlg-01ff0a9f-8602-462a-affc-28039002fe80_2_8,London. I'm leaving on February 21st. February 28th.,February 21st to February 30th?,train
dlg-01ff0a9f-8602-462a-affc-28039002fe80,dlg-01ff0a9f-8602-462a-affc-28039002fe80_9_15,"No, February 21st to February 28th.","Sorry, February 21st to February 28th. Economy, business or first-class?",train
dlg-01ff0a9f-8602-462a-affc-28039002fe80,dlg-01ff0a9f-8602-462a-affc-28039002fe80_16_20,First class.,First class starts at $8000. Do you want a non-stop flight?,train
dlg-01ff0a9f-8602-462a-affc-28039002fe80,dlg-01ff0a9f-8602-462a-affc-28039002fe80_23_31,I need a fruit tray. Between noon and 6:00 PM.,There are two different flights between noon and 6 PM. One with British Airways at 4:35 PM and the cost is $8291 for a round trip. And one at 4:50 PM with United Airlines at $8391 for a round trip.,train
dlg-01ff0a9f-8602-462a-affc-28039002fe80,dlg-01ff0a9f-8602-462a-affc-28039002fe80_33_35,British.,What time did you want to leave London?,train
dlg-01ff0a9f-8602-462a-affc-28039002fe80,dlg-01ff0a9f-8602-462a-affc-28039002fe80_36_48,Between 8:00 AM and noon.,There is one flight with British Airways again at 10:20 AM. You will arrive in Los Angeles at 1:30 PM. Your total for this trip will be $8291. It's AA 6185.,train
dlg-0202ef4d-5de8-441c-b66c-29521cea52b3,dlg-0202ef4d-5de8-441c-b66c-29521cea52b3_1_2,"I'd like help finding a flight to Seattle, Washington.","Okay, a flight to Seattle, Washington. Which New York airport will you be departing from?",train
dlg-0202ef4d-5de8-441c-b66c-29521cea52b3,dlg-0202ef4d-5de8-441c-b66c-29521cea52b3_3_4,I would like to leave from New York airport.,Okay. JFK International Airport departure is set.,train
dlg-0202ef4d-5de8-441c-b66c-29521cea52b3,dlg-0202ef4d-5de8-441c-b66c-29521cea52b3_5_8,Okay. I'd like to leave on 15th of March and be back on 20th of March.,"That was departure on March 15th and return date is March 20th, correct? I have found few flights from JFK to Seattle Washington. Do you have any preferred time to depart?",train
dlg-0202ef4d-5de8-441c-b66c-29521cea52b3,dlg-0202ef4d-5de8-441c-b66c-29521cea52b3_9_10,I'd prefer to leave sometime in the morning.,"Okay, morning flight departure is set.",train
dlg-0202ef4d-5de8-441c-b66c-29521cea52b3,dlg-0202ef4d-5de8-441c-b66c-29521cea52b3_11_12,"I'd also like the price to be under $1,000.","Okay price point is less than $1,000 is set.",train
dlg-0202ef4d-5de8-441c-b66c-29521cea52b3,dlg-0202ef4d-5de8-441c-b66c-29521cea52b3_13_14,And I like economy seating.,"Okay, economy class is set.",train
dlg-0202ef4d-5de8-441c-b66c-29521cea52b3,dlg-0202ef4d-5de8-441c-b66c-29521cea52b3_15_26,I'd also like there to be less than two layovers.,"I have found two non-stop flights. Would you like the price for those? One flight departs at 7:15 a.m. lands in Seattle at 10:25 a.m. for $406 round trip. The other flight departs at 8:00 a.m. lands in Seattle at 11:34 a.m. This round trip prices for hundred and $416. Okay, departing flight booked. The return flight departs Seattle at 10:35 p.m. lands in New York City at 7:01 a.m. I will send you flight details to your email have a safe flight.",train
dlg-020b769d-4904-4070-94de-60f7ce617348,dlg-020b769d-4904-4070-94de-60f7ce617348_0_9,"I'd like to book a round-trip flight from Sacramento to Chicago, leaving today and returning in 4 days. I'd like evening departure times. Also, I would prefer cheapest and business class. 4 days from today. The 14th, I believe.",Status of flight that departs from Sacramento at 5:12 p.m today. The price is $902.,train
dlg-020b769d-4904-4070-94de-60f7ce617348,dlg-020b769d-4904-4070-94de-60f7ce617348_10_19,That's the cheapest business class ticket?,"Yes, it is the cheapest. Departure flight has been booked and the details have been emailed to you. The returning flight is at 5:25 p.m on August 14th, is that okay with you? The details have been emailed to you and the booking has been done.",train
dlg-02329aef-3c98-40bc-ae70-c11eeeca2235,dlg-02329aef-3c98-40bc-ae70-c11eeeca2235_2_22,"Hi. I need help finding a flight to Paris, France. I'd like to leave on Wednesday, April 12th. Wednesday, April 26th. I'd like a nonstop flight. And I'm mainly price sensitive. I'd like to keep it under $1,000. I prefer either a US airline or Air France, please.","Just to confirm you are looking for flights out from Houston to Paris. Okay, I found a flight departing at 3:40 p.m. with their friends. The ticket price is $893 round trip. Return departs at 10:10 a.m. with Air France.",train
dlg-02329aef-3c98-40bc-ae70-c11eeeca2235,dlg-02329aef-3c98-40bc-ae70-c11eeeca2235_27_28,Okay. What time does the 10:10 flight return flight arrive?,1:45 p.m.,train
dlg-02329aef-3c98-40bc-ae70-c11eeeca2235,dlg-02329aef-3c98-40bc-ae70-c11eeeca2235_29_30,"And the outbound flight that left at 3:40 p.m., when does that arrive?",8:15 in the morning.,train
dlg-0255be42-6aa3-4b83-995c-73a21bf5de8a,dlg-0255be42-6aa3-4b83-995c-73a21bf5de8a_3_6,"All right, today I need your help finding up a flight, a round trip flight from Los Angeles to Chicago. The days are going to be on the 25th until the 28th.",Are layovers okay?,train
dlg-0255be42-6aa3-4b83-995c-73a21bf5de8a,dlg-0255be42-6aa3-4b83-995c-73a21bf5de8a_7_14,Layovers are okay. And I'm looking to get business class tickets. I'd like to leave in the morning for both flights.,"The Earliest flight is at 5:48 AM for departure. For the return flight, I have a 6 AM and a 9:22 AM.",train
dlg-029578d0-2b26-4bb3-8b7c-cbbd5008cd7d,dlg-029578d0-2b26-4bb3-8b7c-cbbd5008cd7d_0_8,"Hello. I'd like to see about booking a flight from Seattle, Washington to Myrtle Beach, South Carolina. The dates would be from April 4th to April 18th. April 4th to April 18th. Yeah, I'd like it to be economy with only one layover. And I would prefer it to be under $900.",Do you want to leave in the morning or afternoon flight?,train
dlg-029578d0-2b26-4bb3-8b7c-cbbd5008cd7d,dlg-029578d0-2b26-4bb3-8b7c-cbbd5008cd7d_9_10,In the morning.,I do not have any flights for under $900.,train
dlg-029578d0-2b26-4bb3-8b7c-cbbd5008cd7d,dlg-029578d0-2b26-4bb3-8b7c-cbbd5008cd7d_11_15,"Under $1,500?",Departs at 12:00 PM.,train
dlg-029578d0-2b26-4bb3-8b7c-cbbd5008cd7d,dlg-029578d0-2b26-4bb3-8b7c-cbbd5008cd7d_16_17,And alright. Is there a layover on that?,Layover in Atlanta for 1 hour and 46 minutes.,train
dlg-02a3add6-906b-4598-89f9-614ff412bc5a,dlg-02a3add6-906b-4598-89f9-614ff412bc5a_1_2,"Hi assistant. Yes, I'm trying to schedule an airplane flight to France.","Okay, where in France?",train
dlg-02a3add6-906b-4598-89f9-614ff412bc5a,dlg-02a3add6-906b-4598-89f9-614ff412bc5a_3_4,Paris.,"Okay, round trip or one way?",train
dlg-02a3add6-906b-4598-89f9-614ff412bc5a,dlg-02a3add6-906b-4598-89f9-614ff412bc5a_5_26,Round trip. Economy class. I would like to leave on June 5th and return on June 10th. I would like it to be non-stop. And I would like there to be Wi-Fi.,"There is one flight for two thousand nine hundred one dollars. There is one non stop for $3,387. Okay, I booked your flight and emailed you the Details.",train
dlg-02d3cc76-c1bb-4b86-9c08-48b01dbeaaf2,dlg-02d3cc76-c1bb-4b86-9c08-48b01dbeaaf2_2_7,"I need a flight from LA to Miami. I want to leave today latest time possible and I want to come back in 4 days. This time, it's just me.","Would you like to travel by economy, business class, premium economy or first class?",train
dlg-02d3cc76-c1bb-4b86-9c08-48b01dbeaaf2,dlg-02d3cc76-c1bb-4b86-9c08-48b01dbeaaf2_8_20,"Business class would be great, but alternately I need the cheapest. I want the fastest route.","I have found a non-stop flight, departing Los Angeles at 11:15 PM, arrives in Miami at 7:15 AM. It's an overnight flight. The cost is $2390. I have found a non-stop flight departing Miami at 6:55 AM arriving Los Angeles at 10:20 AM. The booking has been done and the details have been emailed to you. Enjoy your trip.",train
dlg-02d7d49e-d5b7-4c8a-b982-e936506ddcf6,dlg-02d7d49e-d5b7-4c8a-b982-e936506ddcf6_5_14,"Paris, France. I would like a kosher meal. I would like to watch a movie. And, can I go in first class?","Sure thing, first class starts at $10000.",train
dlg-02d7d49e-d5b7-4c8a-b982-e936506ddcf6,dlg-02d7d49e-d5b7-4c8a-b982-e936506ddcf6_19_31,"I have a price point of $50,000. On February 15th. On February 25th.","Do you want nonstop? Okay, there is actually one nonstop flight. It's with air France.",train
dlg-02d7d49e-d5b7-4c8a-b982-e936506ddcf6,dlg-02d7d49e-d5b7-4c8a-b982-e936506ddcf6_33_34,Air France sounds good.,It's $12091.,train
dlg-02d7d49e-d5b7-4c8a-b982-e936506ddcf6,dlg-02d7d49e-d5b7-4c8a-b982-e936506ddcf6_36_39,"$12,091, that's absolutely fine. I've got all the money.","So, you will leave Los Angeles at 3:30 p.m. And arrive in Paris at 11:15 A.M.",train
dlg-02d7d49e-d5b7-4c8a-b982-e936506ddcf6,dlg-02d7d49e-d5b7-4c8a-b982-e936506ddcf6_40_45,"Okay. At 3:00 p.m, you said?",3:30 P.M. On your return you will leave at 1:10 P.M in Paris. And arrive in Los Angeles at 3:55 P.M.,train
dlg-02dafcc7-b934-409c-a658-585e4fe988ef,dlg-02dafcc7-b934-409c-a658-585e4fe988ef_1_6,I'd like help getting a flight from Los Angeles to Chicago. I would like to leave today and return in 5 days. I would like for my departure and return to be in the evening.,The rest will be 415. I have a $313 7:42 p.m. one stop flight if not that 415$ AND UP.,train
dlg-02dafcc7-b934-409c-a658-585e4fe988ef,dlg-02dafcc7-b934-409c-a658-585e4fe988ef_7_14,I would like a nonstop flight.,"$415 leaving at 4:42 p.m. with United Non-Stop, how's that sound? How about $329 leaving at 3 p.m. Non-Stop? Okay, you're all set. Enjoy your flight.",train
dlg-032d1836-0f6e-4826-bdd2-51ae123dcdd7,dlg-032d1836-0f6e-4826-bdd2-51ae123dcdd7_1_4,"Hi. I need a flight today from Sacramento to Denver. Today, and then I'll be back on Wednesday.",Do you want to leave in the afternoon or evening flight?,train
dlg-032d1836-0f6e-4826-bdd2-51ae123dcdd7,dlg-032d1836-0f6e-4826-bdd2-51ae123dcdd7_5_9,"I need a evening flight. I would like Standard, But whatever is the cheapest.",Do you prefer non stop or layover?,train
dlg-032d1836-0f6e-4826-bdd2-51ae123dcdd7,dlg-032d1836-0f6e-4826-bdd2-51ae123dcdd7_10_15,"Whatever one's the cheapest, So a layover's fine.",Ok. I found a flight at United. departs at 5:55 P.M. – arrives at 9:18 P.M. your return flight at departs at 7:21 P.M. – arrives at 8:55 P.M. I found a flight at United. departs at 5:55 PM – arrives at 9:18 PM. your return flight at departs at 7:21 PM – arrives at 8:55 PM. Ok.,train
dlg-0331ef03-09fb-4272-9b2e-c1ef16f4be4d,dlg-0331ef03-09fb-4272-9b2e-c1ef16f4be4d_0_5,Yes. I'm looking for a flight. I'm going to Seattle.,"I can help you book a flight. I see that you're in New York, is that where you want to fly out from? Do you have a preference, which New York airport?",validation
