conversation_id,example_id,input_text,target_text,split
dlg-00d6ada5-4318-47aa-b0bc-78f3ad80020a,dlg-00d6ada5-4318-47aa-b0bc-78f3ad80020a_7_8,"Oh, Yeah. I've actually been hearing good thing about that one. Did Tim Burton direct that movie?",The director of this movie is Matt Reeves.,validation
dlg-00d6ada5-4318-47aa-b0bc-78f3ad80020a,dlg-00d6ada5-4318-47aa-b0bc-78f3ad80020a_9_10,"Oh, Okay. Cool. I've never seen his work I don't think. So, when is it playing near me?",Is playing at the ArcLight La Jolla.,validation
dlg-00d6ada5-4318-47aa-b0bc-78f3ad80020a,dlg-00d6ada5-4318-47aa-b0bc-78f3ad80020a_11_12,And what What time? Can I see it around like 7:00 or 8:00 p.m.?,"7:00p.m, 9:15p.m, 11:00p.m.",validation
dlg-00d6ada5-4318-47aa-b0bc-78f3ad80020a,dlg-00d6ada5-4318-47aa-b0bc-78f3ad80020a_13_16,7:00 sounds great. How much will the ticket cost there?,$8.50 per person. I can book the ticket for you.,validation
dlg-00eed9c5-5fe7-4754-967b-b19f20cbb98f,dlg-00eed9c5-5fe7-4754-967b-b19f20cbb98f_1_3,"Hi. I'm looking to watch a movie at home, preferably a drama film like Saving Private Ryan featuring Tom Hanks or Steven Spielberg.","These are the options for you, Captain Phillips, The Terminal, Catch Me If You Can and Road To Perdition.",train
dlg-0115f9c1-8c39-479c-ba29-f4d4df3d0ebf,dlg-0115f9c1-8c39-479c-ba29-f4d4df3d0ebf_4_7,"I was thinking a comedy movie. I really love Seth Rogen and director Judy Apatow. And one of my favorite movies of all time is Superbad. So, if you have something similar, that would be great.",I was able to find Pineapple Express and knocked up.,validation
dlg-0115f9c1-8c39-479c-ba29-f4d4df3d0ebf,dlg-0115f9c1-8c39-479c-ba29-f4d4df3d0ebf_8_11,Tell me more about Pineapple Express.,"A lazy stoner (Seth Rogen) is the sole witness to a murder by an evil drug lord (Gary Cole) and a corrupt cop (Rosie Perez). Marked for death, he runs for his life, dragging his dazed dealer (James Franco) and his supplier (Danny McBride) with him on a hilarious pot-fueled adventure.",validation
dlg-0115f9c1-8c39-479c-ba29-f4d4df3d0ebf,dlg-0115f9c1-8c39-479c-ba29-f4d4df3d0ebf_12_15,"Alright, that sounds pretty funny. I'll check it out. It's available on Amazon, right?",It is available on Amazon for purchase at $12.99.,validation
dlg-01599c67-f4dd-4138-b61d-4c8bbe6647ea,dlg-01599c67-f4dd-4138-b61d-4c8bbe6647ea_3_9,I want an action movie with Tom Cruise. It should be three out of five stars.,There is an upcoming movie with Tom Cruise on June 9th. It is The Mummy.,train
dlg-016fa80d-7457-455c-be8e-275192159c17,dlg-016fa80d-7457-455c-be8e-275192159c17_2_6,"I'm in Las Vegas near the MGM Grand hotel. Yeah, I'd like to see an action film tonight.","Okay, how about The Mummy or Wonder Woman?",train
dlg-016fa80d-7457-455c-be8e-275192159c17,dlg-016fa80d-7457-455c-be8e-275192159c17_7_8,The Mummy.,Okay. The Mummy is playing at 6:55 p.m.,train
dlg-016fa80d-7457-455c-be8e-275192159c17,dlg-016fa80d-7457-455c-be8e-275192159c17_9_10,At 6:55 p.m? Is there one later?,9:45 p.m. in 3D.,train
dlg-016fa80d-7457-455c-be8e-275192159c17,dlg-016fa80d-7457-455c-be8e-275192159c17_11_14,"Yeah. 3D, that's good. 9:45 p.m. And how much is the ticket for two?","It's $32.90. Okay. You're all set for ""The Mummy"" at 9:45 p.m. at UA showcase Theatre 8.",train
dlg-0173cb08-d869-4f1c-bcc9-8575c2646aef,dlg-0173cb08-d869-4f1c-bcc9-8575c2646aef_1_6,"Hi. I am in Chicago, Illinois near Navy Pier. I'd like to watch movie. Yes, I'd like to go see Wonder Woman. 3D.",Do you want to see it 3D or standard or viewing? I have it at 7:15 p.m. or at 9:30 p.m.,train
dlg-0173cb08-d869-4f1c-bcc9-8575c2646aef,dlg-0173cb08-d869-4f1c-bcc9-8575c2646aef_7_10,"9:30 p.m. will be fine. I'd need two tickets, please.",I will be purchasing two tickets for you and send you the confirmation to your email.,train
dlg-018ee002-6617-4c27-a89f-158230238630,dlg-018ee002-6617-4c27-a89f-158230238630_0_3,"Hi. Please, find me the top rated new released films in theaters.","Top movies are Wonder Woman, Pirates of the Caribbean and Captain Underpants.",train
dlg-01ad0c2e-92c5-4623-9406-93943b10ea33,dlg-01ad0c2e-92c5-4623-9406-93943b10ea33_4_5,I think I would like to go see a comedy.,"There are a few movies currently out right now. Did you have any specific preferences, So that we can narrow down the choices?",validation
dlg-01ad0c2e-92c5-4623-9406-93943b10ea33,dlg-01ad0c2e-92c5-4623-9406-93943b10ea33_6_12,Did you find a comedy movie? How about the one that has good ratings on Rotten Tomatoes?,La La Land. Would be a great choice. Ryan Gosling and Emma Stone.,validation
dlg-01ad0c2e-92c5-4623-9406-93943b10ea33,dlg-01ad0c2e-92c5-4623-9406-93943b10ea33_13_24,"And, That's a comedy?",The earliest show is at 4:25 P.M. at the Century Cinemas 16. $13. About a 20 min drive. Damien Chazelle. Century Cinemas 16.,validation
dlg-01e76dc2-6292-4d1b-a13a-a48fd359fbff,dlg-01e76dc2-6292-4d1b-a13a-a48fd359fbff_1_2,Hi. I'd like to know more about an action movie by Matt Damon.,Do you mean with Matt Damon?,train
dlg-01e76dc2-6292-4d1b-a13a-a48fd359fbff,dlg-01e76dc2-6292-4d1b-a13a-a48fd359fbff_5_8,I'd like to have it be directed by John Woo.,"Okay, how about the Martian? How about Jason Bourne?",train
dlg-01e76dc2-6292-4d1b-a13a-a48fd359fbff,dlg-01e76dc2-6292-4d1b-a13a-a48fd359fbff_13_16,"And I want to watch it with Hulu Plus, please.","Okay, it is present on Hulu Plus.",train
dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06,dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06_3_19,"An action-adventure and it should have a good ratings on Rotten Tomatoes. What if it's a movie with Jessica Lang in it? I would like to see a movie with Jessica Lange in it. And directed by Francis Ford Coppola. And, if the movie's about people dancing around Los Angeles, and maybe has a title like La La La something, it could be a nice movie to go to. I will be going with a friend. I would like it to be near a place where we are at right now.","Would you like to watch it in Standard, IMAX, or 3-D?",train
dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06,dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06_20_21,IMAX.,What about standard?,train
dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06,dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06_22_27,"I'm okay with Standard, if the theater is close to my location. Not more than $15.","I couldn't find any Jessica Lange movies neither Francis Ford Coppola, but I found La La Land and there are plenty of action adventure movies out right now.",train
dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06,dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06_28_30,I will watch La La Land. Where it is playing?,"The nearest theater is Century Cinemas 16. It's playing at are 4.25 PM, 6 PM, 7.25 PM, 9 PM and 10.25 PM.",train
dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06,dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06_31_33,Good. Could you get us two tickets for that?,Two tickets will cost $25. Is that okay?,train
dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06,dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06_34_38,At 10:25 PM.,"Okay, I purchased 2 ticket for the movie La La Land at 10:25 PM. I'll send details to your email. Is there anything else?",train
dlg-02087fbf-cfcf-4a82-82fd-52cd4b623252,dlg-02087fbf-cfcf-4a82-82fd-52cd4b623252_3_7,Something that is a drama film or a comedy. We would like to see something that is not more than 2 hours long.,How about the movie Fifty Shades Freed or Black Panther?,train
dlg-02087fbf-cfcf-4a82-82fd-52cd4b623252,dlg-02087fbf-cfcf-4a82-82fd-52cd4b623252_8_11,Black Panther that one sounds interesting. Can I see the trailer for that one?,Here's the trailer of the movie Black Panther.,train
dlg-0214c3b5-8e26-46da-88d1-b23947f099e1,dlg-0214c3b5-8e26-46da-88d1-b23947f099e1_3_9,I'd like a western with Charles Bronson. Can you find a movie made before 1970?,Okay here is a list of some western movies before 1970 with Charles Bronson and The Magnificent Seven.,train
dlg-0214c3b5-8e26-46da-88d1-b23947f099e1,dlg-0214c3b5-8e26-46da-88d1-b23947f099e1_10_11,The Magnificent Seven sounds good.,And Once Upon A Time In The West.,train
dlg-0214c3b5-8e26-46da-88d1-b23947f099e1,dlg-0214c3b5-8e26-46da-88d1-b23947f099e1_12_19,"That sounds good, too. Can I get Once Upon a Time in the West? You know what? Forget about DVD. Is it available on Amazon? I just got an account there.","Yes, it's available on Amazon video rent for $2.99.",train
dlg-021698a1-6cd3-4b0b-8d31-416b1c262b2d,dlg-021698a1-6cd3-4b0b-8d31-416b1c262b2d_0_4,Hi. I'd like to watch a kid-friendly movie. Jumanji sounds good.,"I found Never ending Story, The Wizard of Oz, Jumanji for you.",train
dlg-021a82b2-44e4-4ce1-830c-7a31379fbd29,dlg-021a82b2-44e4-4ce1-830c-7a31379fbd29_5_23,"I'm looking for something in the horror genre. Yes, I would prefer if the movie was normal, not 3D or IMAX. And I would prefer the movie time to be after 7:00 p.m.","Split Sounds to be a great choice for you. At the AMC Mercado 20, there is a screening at 7:35 pm and 9:20 pm.",train
dlg-023bbf01-4c36-43b0-9e69-3cd7c3de40a4,dlg-023bbf01-4c36-43b0-9e69-3cd7c3de40a4_3_5,Something that was a box office hit. Something on iTunes only and a fantasy genre which is rated R.,"Okay, I found a few suggestions. A Ghost Story or The Dark Tower or Wish Upon. A Ghost Story or The Dark Tower or Wish Upon.",train
dlg-023bbf01-4c36-43b0-9e69-3cd7c3de40a4,dlg-023bbf01-4c36-43b0-9e69-3cd7c3de40a4_6_9,Hold on a second. The Dark Tower.,"Okay, The Dark Tower on iTunes. $2.99 to rent this movie.",train
dlg-023dff2a-1c6b-4eeb-ab28-7e13603531de,dlg-023dff2a-1c6b-4eeb-ab28-7e13603531de_0_1,"Hello Assistant, I need help finding a movie that's a drama with Tom Hanks in it.",I have found some suggestions for you how about Saving Private Ryan Captain Phillips and the terminal.,train
dlg-023dff2a-1c6b-4eeb-ab28-7e13603531de,dlg-023dff2a-1c6b-4eeb-ab28-7e13603531de_2_3,Sure. Saving Private Ryan sounds good.,"I see that you can rent it for $2.99 on YouTube, ITunes and Amazon video.",train
dlg-023dff2a-1c6b-4eeb-ab28-7e13603531de,dlg-023dff2a-1c6b-4eeb-ab28-7e13603531de_4_5,Is that available on Xfinity at all?,"Let me check for you. Yes, It is available on Xfinity.",train
dlg-02404ad1-04b1-405d-a8d6-790b41b7b22d,dlg-02404ad1-04b1-405d-a8d6-790b41b7b22d_0_29,"Hi. I'm in Nashville, Tennessee near Vanderbilt University. And I'm looking to go to Mabee's tonight. I'm in Nashville, Tennessee near Vanderbilt University. Well, I was thinking about drama, maybe. No drama.","Drama Action, okay? There is a new movie out that actually has great reviews. All Eyes On Me starring Tupac Shakur. It is a documentary. The true and untold story of prolific rapper, actor, poet and activist Tupac Shakur (Demetrius Shipp Jr.), from his early days in New York to his status as one of the world's most recognized and influential voices. Against all odds, Shakur's raw talent, powerful lyrics and revolutionary mindset establish him as a cultural icon whose legacy continues to grow long after his death. Yes, actually there is another movie called 47 metters down. It is a drama about young sisters Kate and Lisa that travel to Mexico for vacation. Young sisters Kate and Lisa and travel to Mexico for a vacation filled with sun, fun and adventure. Lisa needs some extra persuasion when Kate suggests that they go diving in shark-infested waters. Safe in their protective cage, the thrill-seeking siblings come face to face with a group of majestic great whites. Their worst fears soon become a reality when the cage breaks away from their boat, sending them plummeting to the ocean floor with a dwindling supply of oxygen. All Eyes On Me is a documentary 47 meters down is a Hollywood film. So I would think that 47 meters down is more popular. Yes, its actually playing at the AMC Mercado 20 theater. They have a 7 pm show exactly. Okay great. So you have two tickets to the century Mercado 20 theater. Have a great night and enjoy your movie.",train
dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4,dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4_1_4,"Hi, I'm looking what documentary movies are showing around now?","Okay, I see that you're in Davis. Is that where you want me to find the movie? There's a documentary called Born in China and Jeremiah Tower.",train
dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4,dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4_6_9,Are there any other documentaries?,Those are the only two documentary showing right now. Born in China.,train
dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4,dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4_10_17,And the second one is Jeremiah?,"Jeremiah Tower. Jeremiah Tower: The Last Magnificent explores the remarkable life of Jeremiah Tower, one of the most controversial and influential figures in the history of American gastronomy. The cast of Jeremiah Tower are Anthony Bourdain, Martha Stewart and Mario Batali. It's directed by Lydia tenaglia.",train
dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4,dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4_18_20,Do you have anything with the actress Sacha Baron Cohen?,There's nothing out right now with Sacha Baron Cohen.,train
dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4,dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4_21_25,"Okay, where is Jeremiah showing? What's the name of the theater where Jeremiah Tower is?",It is showing at the Tower Theater at 2508 land park dr. Sacramento.,train
dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4,dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4_26_27,That's too far. I want something right in Davis. Do you have any suggestions?,The only documentary showing directly in Davis is Born In China.,train
dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4,dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4_28_30,What about comedies?,"The comedies that are playing right now in your area are How to Be a Latin Lover, The Boss Baby, Guardians of the Galaxy: Volume 2, Smurfs, The Lost Village, Their finest, Colossal and Love off the cuff. Would you like to hear more about any one of these?",train
dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4,dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4_31_37,"Yeah, what's Their Finest about?","Their Finest synopsis is the year is 1940, London. With the nation bowed down by war, the British ministry turns to propaganda films to boost morale at home. Realizing their films could use ""a woman's touch"" the ministry hires Catrin Cole (Gemma Arterton) as a scriptwriter in charge of writing the female dialogue. Although her artist husband looks down on her job, Catrin's natural flair quickly gets her noticed by cynical, witty lead scriptwriter Buckley (Sam Claflin). Catrin and Buckley set out to make an epic feature film based on the Dunkirk rescue starring the gloriously vain, former matinee idol Ambrose Hilliard (Bill Nighy). As bombs are dropping all around them Catrin, Buckley and their colorful cast and crew work furiously to make a film that will warm the hearts of the nation. It is showing at Varsity Theater at 6 PM and 8:30 PM.",train
dlg-0249e0b2-11c9-4728-b844-67625b723b52,dlg-0249e0b2-11c9-4728-b844-67625b723b52_2_4,Find a comedy.,"Comedy you say? Sure thing. Comedy you say? Sure thing. Some of the highest rated comedy movies currently out are Girls Trip, The Big Stick, Baby Driver and much more.",train
dlg-0249e0b2-11c9-4728-b844-67625b723b52,dlg-0249e0b2-11c9-4728-b844-67625b723b52_5_8,I'll see Baby Driver. I'll see Baby Driver. Can you show me a trailer for Baby Driver?,Sure. Here is the trailer for Baby Driver.,train
dlg-0249e0b2-11c9-4728-b844-67625b723b52,dlg-0249e0b2-11c9-4728-b844-67625b723b52_13_15,"Mountain View, California. Mountain View, California. I would like to see it in an AMC movie theater.","Alright, so how about the AMC Cupertino Square 16 movie theater?",train
dlg-0249e0b2-11c9-4728-b844-67625b723b52,dlg-0249e0b2-11c9-4728-b844-67625b723b52_16_17,Great. Is there a showing at 7:00 p.m.?,Actually there is a showing at 7:20 p.m.,train
dlg-02894e24-678c-438f-923e-d1e21665e704,dlg-02894e24-678c-438f-923e-d1e21665e704_1_4,"Looking for a movie to watch tonight at home, something with Matt Damon. Need some action, please. It needs to be on Google Play.",Here are a list of movies I was able to find for you like Interstellar.,train
dlg-029dcd3a-fd96-4730-8fb0-0bbffc343a4c,dlg-029dcd3a-fd96-4730-8fb0-0bbffc343a4c_4_5,"Some kind of thriller, maybe. Something with good ratings.","Okay. The top three thrillers currently available are 47 Meters Down, The Drowning and The Show.",train
dlg-029dcd3a-fd96-4730-8fb0-0bbffc343a4c,dlg-029dcd3a-fd96-4730-8fb0-0bbffc343a4c_6_7,Could you send me a trailer for the show?,Here is the trailer for The Show.,train
dlg-029dcd3a-fd96-4730-8fb0-0bbffc343a4c,dlg-029dcd3a-fd96-4730-8fb0-0bbffc343a4c_8_9,"Yeah, that works pretty good. Can I get that on Xfinity?","The Show is currently available on most platforms, including Xfinity.",train
dlg-029f0786-02bc-4029-91d1-de7cc18fe172,dlg-029f0786-02bc-4029-91d1-de7cc18fe172_3_8,"We're in Houston at the University of Texas. We're trying to find an Hindi movie, The least commercial film if possible.",There are two movies playing right now. They are more indie & less commercial are Black Butler: Book of the Atlantic and Colossal. Would you like to hear about either one of these?,train
dlg-029f0786-02bc-4029-91d1-de7cc18fe172,dlg-029f0786-02bc-4029-91d1-de7cc18fe172_9_17,Tell me about Black Butler.,"I also found one more it's called Your.  Okay, I'll tell you about Black Butler. Just wait for a while. Okay, I'll tell you about Black Butler. This is a non rated animated film and here's the synopsis. All aboard to the next great adventure for Ciel and his demonic butler, Sebastian. After hearing rumors of a peculiar society bringing people back from the dead, The two board the luxury liner Campania on her maiden voyage to investigate. Just wait for a second. Let me find out that for you. It's playing at the Alamo Drafthouse at 7:30 P.M, Would you like me to pre-book you tickets. It's playing at the Alamo Drafthouse at 7:30 PM, would you like me to pre-book you tickets?",train
dlg-029f0786-02bc-4029-91d1-de7cc18fe172,dlg-029f0786-02bc-4029-91d1-de7cc18fe172_18_22,"Okay. Four tickets, Please.",I’ve emailed you tickets with the theater and movie details. Enjoy your movie.,train
dlg-030036db-2bc0-4977-9cfd-e9fb9e442045,dlg-030036db-2bc0-4977-9cfd-e9fb9e442045_1_5,"Hi, I'm looking for a movie to rent to watch at home that is a crime genre. And that has very good ratings by Rotten Tomatoes.","Good ratings on rotten tomatoes and crime drama? Got it, Hold on just a second. I have The Departed, Pulp fiction, And Catch me if u can. I have The Departed, Pulp fiction, And Catch me if u can.",train
dlg-030036db-2bc0-4977-9cfd-e9fb9e442045,dlg-030036db-2bc0-4977-9cfd-e9fb9e442045_6_9,I'd like to see The Departed. That sounds like a good movie. Can I see a trailer from that one? And my preferred watching service is YouTube.,Here is the departed trailer.,train
dlg-030036db-2bc0-4977-9cfd-e9fb9e442045,dlg-030036db-2bc0-4977-9cfd-e9fb9e442045_10_11,"Super, Jack Nicholson. Who else is in the The Departed? Leonardo Di Caprio and?",Martin Sheen.,train
dlg-030036db-2bc0-4977-9cfd-e9fb9e442045,dlg-030036db-2bc0-4977-9cfd-e9fb9e442045_12_13,"And Martin Sheen, yes. What a great artist, but that was excellent. Matt Damon three outstanding actress.",The departed is available on YouTube.,train
dlg-0311ad1a-48c2-493b-82c2-d4175d3e5737,dlg-0311ad1a-48c2-493b-82c2-d4175d3e5737_4_10,I would like to see an action movie. I would like to see a movie with more than five rating on the IMBb.,"I found a couple of movies, Resident Evil the final chapter is rated 6.7,",test
dlg-0311ad1a-48c2-493b-82c2-d4175d3e5737,dlg-0311ad1a-48c2-493b-82c2-d4175d3e5737_11_17,Okay. And the movie timing should be between 2:00 to 4:00 p.m. 2:00 p.m. to 5:00 p.m.,"Okay, the only available show is at 4:30 p.m. The location is about 15 minutes away from you. The ticket price for that movie is $19.49.",test
dlg-032a7d01-8d42-41b8-8c34-399ea63f22c6,dlg-032a7d01-8d42-41b8-8c34-399ea63f22c6_2_9,"iTunes, please. And I'd like a horror film.","Is an R-rated film acceptable? I found a few movies meeting your criteria. the first is Get Out, the second movie is The Exorcist, and the third is It Follows. Which movie would you like to know more about?",train
dlg-032a7d01-8d42-41b8-8c34-399ea63f22c6,dlg-032a7d01-8d42-41b8-8c34-399ea63f22c6_10_11,Can I see a trailer for Get Out?,Here's the trailer for the movie Get Out.,train
dlg-038a15a1-2d66-4fc1-adb6-d620264089b0,dlg-038a15a1-2d66-4fc1-adb6-d620264089b0_3_7,I think I would like to see a romantic comedy.,And is this for a standard show? How much do you want to pay for a standard show?,train
dlg-038a15a1-2d66-4fc1-adb6-d620264089b0,dlg-038a15a1-2d66-4fc1-adb6-d620264089b0_8_29,Not more than $12. And I would like it if it was something 3D.,"I found a movie it's called La La Land. The nearest theater is century cinemas 16. It only has a standard showing. Showtimes are 4:25 P.M., 6 P.M., 7:25 P.M., 9 P.M. and 10:25 P.M.",train
dlg-038a15a1-2d66-4fc1-adb6-d620264089b0,dlg-038a15a1-2d66-4fc1-adb6-d620264089b0_3_7__v2,I think I would like to see a romantic comedy.,And is this for a standard show? How much do you want to pay for a standard show?,train
dlg-038a15a1-2d66-4fc1-adb6-d620264089b0,dlg-038a15a1-2d66-4fc1-adb6-d620264089b0_8_29__v2,"Not more than $12. And I would like it if it was something 3D. I'd also like it if it had a good rating like above 80%. And if there's any I would like a movie that's close to my location, too, within walking distance.","I found a movie it's called La La Land. The nearest theater is century cinemas 16. It only has a standard showing. Showtimes are 4:25 P.M., 6 P.M., 7:25 P.M., 9 P.M. and 10:25 P.M.",train
dlg-038ac571-9dce-417b-8ef5-e2fdf8a9bb8f,dlg-038ac571-9dce-417b-8ef5-e2fdf8a9bb8f_0_3,"I'm currently located in Tacoma, Washington near University of Puget Sound. And I would like to find a movie to see in theaters. I would like to see a comedy film. Can you name a couple, please?","Okay, how about Guardians of the Galaxy: Vol 2 or Rough Night or Cars 3?",test
dlg-038ac571-9dce-417b-8ef5-e2fdf8a9bb8f,dlg-038ac571-9dce-417b-8ef5-e2fdf8a9bb8f_4_5,"Okay, now can you tell me by the most popular ones based on audience?",Looks like Guardians of the Galaxy: Vol 2.,test
dlg-038ac571-9dce-417b-8ef5-e2fdf8a9bb8f,dlg-038ac571-9dce-417b-8ef5-e2fdf8a9bb8f_6_8,What is the time for the latest movie for Guardians of the Galaxy?,7:15 pm or 10:50 pm.,test
dlg-038ac571-9dce-417b-8ef5-e2fdf8a9bb8f,dlg-038ac571-9dce-417b-8ef5-e2fdf8a9bb8f_9_10,10:30 pm sounds great. I'm going to watch the Guardians of the Galaxy Vol.2. Thank you for helping me out.,"Okay, Guardians of the Galaxy Vol 2 at Century Federal Way at 10:50 pm.",test
dlg-0396b187-97c9-4835-b3d2-a9e41b6bf94c,dlg-0396b187-97c9-4835-b3d2-a9e41b6bf94c_0_5,"Hi. I'm in La Jolla near UC San Diego, and I was wondering if you could help me find a movie to go see tonight. I want something recent or, you know, something a newer movie. But I'm looking for a drama. I'm not looking for a superhero movie or the Planet of the Apes one. Just some kind of good drama, something highly rated or recommended.",Maudie? Canadian folk artist Maud Lewis (Sally Hawkins) falls in love with a fishmonger (Ethan Hawke) while working for him as a live-in housekeeper.,train
dlg-0396b187-97c9-4835-b3d2-a9e41b6bf94c,dlg-0396b187-97c9-4835-b3d2-a9e41b6bf94c_6_12,"I like Ethan Hawke, but are there any other dramas out?","Paris Can Wait. Anne (Diane Lane) is at a crossroads in her life. Married to a successful but inattentive movie producer (Alec Baldwin), she unexpectedly finds herself taking a car trip from Cannes to Paris with her husband's business associate (Arnaud Viard). What should be a seven-hour drive turns into a carefree two-day adventure replete with diversions involving picturesque sights, fine food and wine, humor, wisdom and romance, reawakening Anne's senses and giving her a new lust for life. Paris Can Wait is playing at ArcLight La Jolla 2:40 p.m. 59% liked this movie",train
dlg-0396b187-97c9-4835-b3d2-a9e41b6bf94c,dlg-0396b187-97c9-4835-b3d2-a9e41b6bf94c_13_15,"What times were the other ones playing? I need something a little bit later. The other movie you told me about, the one with Ethan Hawke. Is there a 7:00 show?",Marty plays at 7:20 p.m.,train
dlg-03b25bae-5181-4112-9273-97b5e1a6ab44,dlg-03b25bae-5181-4112-9273-97b5e1a6ab44_3_8,Something you know either drama or action-adventure.,"How about The Recall? Five young friends find their weekend vacation at a remote cabin interrupted by an alien invasion. When three of their group are abducted, the remaining two (Jedidiah Goodacre and Laura Bilgeri) team up with a local survivalist (Wesley Snipes) to rescue them. Directed by Mauro Borrelli.",train
dlg-03b25bae-5181-4112-9273-97b5e1a6ab44,dlg-03b25bae-5181-4112-9273-97b5e1a6ab44_11_16,"Yeah, like 7:00 p.m. or 8:00 p.m. That would be great.",I have 2 shows at 7:20 pm and 9:00 pm. It will cost you $15 per adult. Century 20 El Con Mall.,train
dlg-03b25bae-5181-4112-9273-97b5e1a6ab44,dlg-03b25bae-5181-4112-9273-97b5e1a6ab44_17_18,"Century Con. Okay, perfect. Would you mind booking two tickets for the 7:20 show?","You got it, enjoy your movie.",train
dlg-03e3f713-e943-49d9-b8f5-1313d9db51d4,dlg-03e3f713-e943-49d9-b8f5-1313d9db51d4_3_5,"I was looking in the adventure genre, and I'd like it to be like a box-office hit.",How about Captain America: The Winter Soldier or The Amazing Spider-Man 2?,train
