conversation_id,example_id,input_text,target_text,split
dlg-0169d0e2-b337-473f-954c-eb0c65ce4e36,dlg-0169d0e2-b337-473f-954c-eb0c65ce4e36_13_16,Okay. Does it have a full bar?,"Yes, it does have a full bar. They have plenty of specials on their menu.",train
dlg-0170d8da-7adf-4919-926f-ad4451729056,dlg-0170d8da-7adf-4919-926f-ad4451729056_1_2,"Hi. Today I need your help getting information about a restaurant that's located in Davis, California. It's called Seasons. I'm wondering are they open for dinner on Sunday?",Seasons is open on Sunday from 11:00 a.m. to 2:00 p.m. and there dinner hours are 5:00 p.m. to 8:00 p.m.,train
dlg-0170d8da-7adf-4919-926f-ad4451729056,dlg-0170d8da-7adf-4919-926f-ad4451729056_3_4,Okay. That's pretty good hours. Now I'm wondering about their dress code. Is there a specific way we're supposed to dress?,Seasons is a classy restaurant. It require a casual dress code.,train
dlg-0170d8da-7adf-4919-926f-ad4451729056,dlg-0170d8da-7adf-4919-926f-ad4451729056_5_8,"Okay. Casual. Now I'm wondering, what are the types of salads that they offer?","For dinner they have a Caesar salad, the wedge salad, pickled beet salad as well as a daily tomato salad. Near Seasons Restaurant, there is the Hyatt Place UC Davis, Holiday Inn Express and the Holiday Inn Express Suites.",train
dlg-0186492f-1384-430b-8224-655e812bd5a2,dlg-0186492f-1384-430b-8224-655e812bd5a2_1_4,I'm looking for a restaurant in La Jolla. Great. I'm looking for Italian food.,"Okay. Let me locate some Italian restaurants, is there anything else about the restaurant you're looking for?",train
dlg-0186492f-1384-430b-8224-655e812bd5a2,dlg-0186492f-1384-430b-8224-655e812bd5a2_5_6,I just want a cozy laid-back atmosphere.,I see that the most highly reviewed cozy Italian restaurant is called George's at the cove or there is the Marine Room.,train
dlg-0186492f-1384-430b-8224-655e812bd5a2,dlg-0186492f-1384-430b-8224-655e812bd5a2_7_8,"Okay, well, I'm looking for a sit-down restaurant style.",Okay. They're both sitting down.,train
dlg-0186492f-1384-430b-8224-655e812bd5a2,dlg-0186492f-1384-430b-8224-655e812bd5a2_9_14,"Okay, and I'm looking for dinnertime hours. Okay, and I'm looking for something near the beach.",They are both near the beach as well. George's at The Cove is less expensive than the Marine Room.,train
dlg-0186f27f-3406-44f9-ba83-d489590210d2,dlg-0186f27f-3406-44f9-ba83-d489590210d2_1_3,"Hello, I'm looking for some sushi in La Jolla.","How about sushi mori, or shiku or jame's place prime seafood sushi?",train
dlg-0186f27f-3406-44f9-ba83-d489590210d2,dlg-0186f27f-3406-44f9-ba83-d489590210d2_4_8,"Well, I'd like somewhere that's kind of inexpensive. But I also kind of want table service, too.","Inexpensive with table service. got it, searching. How about Cafe Japengo?",train
dlg-0186f27f-3406-44f9-ba83-d489590210d2,dlg-0186f27f-3406-44f9-ba83-d489590210d2_9_12,"Alright. As long as it's inexpensive, and I get table service there.","Yes, it is fairly price with table service. 8960 University Center Ln.",train
dlg-0192769c-15af-4e27-b523-18ad9702ba6f,dlg-0192769c-15af-4e27-b523-18ad9702ba6f_0_12,I need a place for lunch. I would like some Mexican food. I would like a place that is not Downtown. I want good quality but not expensive.,"The first is Dos Coyotes Border Cafe, an authentic mexican taqueria, with a great atmosphere and outdoor seating. The second is Taqueria Davis, a small, local taqueria with friendly staff, and a diverse menu.",train
dlg-01a504f1-b443-44f3-8a71-248359e200f2,dlg-01a504f1-b443-44f3-8a71-248359e200f2_1_5,"Hi, I'm in Washington DC, near the Capitol. I'm looking for a restaurant for dinner. Italian.",Let me check this for you. One sec. How about Fiola or Casa Luca or Tortino Restaurant.,train
dlg-01a504f1-b443-44f3-8a71-248359e200f2,dlg-01a504f1-b443-44f3-8a71-248359e200f2_8_11,It sounds good. I also want something kid-friendly with a kids' menu and a full bar.,"Tortino Restaurant is a kids friendly with kids menu and it has a bar. Tortino restaurant is located at 1228 11th St NW, Washington, DC 20001.",train
dlg-01aa970b-b14f-4e7f-b7c1-dab397db0a5d,dlg-01aa970b-b14f-4e7f-b7c1-dab397db0a5d_1_25,"Yes, I would like help finding a restaurant in New Orleans, Louisiana. I'm looking for a restaurant that specializes in pizza. Yes, I would prefer a restaurant that has a sit-down atmosphere. Yeah. I would prefer a rating above 3 1/2 and up. Can you please make sure that is located in the downtown area?","Do you mean the French Quarter? The highest rated pizza shop's in the French Quarter is the Louisiana Pizza Kitchen and Little fixes. The Louisiana Pizza Kitchen is an outpost of a local chain, serving Wood-Fired thin crust pizza, in a family-friendly Loft space. It is rated 4.5 stars out of 5 with 153 reviews. Little fixes a cozy spot with an outdoor dining area Services Lane Street Eats like pizza, gelato and pastries. It is 4.4 Stars out of 102 reviews. Yes, the price range is moderate.",train
dlg-01ab494a-4aab-4b44-a480-d58a623885d1,dlg-01ab494a-4aab-4b44-a480-d58a623885d1_0_22,"I need a place for lunch. Mexican. Davis, California. Anywhere besides Downtown. Not too expensive.","The first one is Davis's Pinata Mexican Grill. Counter serve establishment providing burritos & other familiar eats, plus a salsa bar. And the second one is Taqueria Davis. Tacos Address is 505 L St, Davis, CA 95616.",train
dlg-01adf0cb-a304-4a5f-8a24-f4932c0818bb,dlg-01adf0cb-a304-4a5f-8a24-f4932c0818bb_2_11,"Okay, I would like American food. Preferably the price limit should be under $15. The restaurant style should be not at all formal. I would like it to have a good ratings, maybe four out of five stars. I would like the restaurant to be open very late.",Hold on. I found a restaurant called American Sports Saloon.,train
dlg-01cc86b4-5441-444a-913e-58cb52c17b02,dlg-01cc86b4-5441-444a-913e-58cb52c17b02_2_29,"Hi, I need help looking for a sandwich shop to go eat at. I'm in Santa Cruz, California. Awesome, whichever one is rated the highest, I think I'd lean towards that.","So we have Zoccoli's Delicatessen. Established Italian deli featuring gourmet sandwiches, pastas & salads, plus outdoor seating. Zoccoli's Delicatessen, at 1534 Pacific Avenue. The Sandwich Spot. Regional chain known for original, cheekily named sandwiches plus a build-your-own option & salads. Erik’s Deli Cafe. Casual cafe chain serving gourmet deli sandwiches, housemade soups, salads & baked goods. Togo’s Sandwiches. Counter-service chain offering made-to-order hot & cold sandwiches in straightforward surroundings. The Picnic Basket. Counter-serve cafe near the Santa Cruz Boardwalk offers locally sourced American eats and a patio. Here's the address. The Picnic Basket, at 125 Beach Street.",train
dlg-01cc86b4-5441-444a-913e-58cb52c17b02,dlg-01cc86b4-5441-444a-913e-58cb52c17b02_30_31,"Okay, Beach Street, thank you.",Enjoy your sandwich sir.,train
dlg-01f31e0d-9e8a-4c8c-a80a-39779de4dcdb,dlg-01f31e0d-9e8a-4c8c-a80a-39779de4dcdb_1_6,"Hi, I'm planning a special dinner at Mother in Sacramento, California and need some information. I need to know when they're open on Sunday.",They are unfortunately closed on Sunday. Casual and hipster.,train
dlg-01f31e0d-9e8a-4c8c-a80a-39779de4dcdb,dlg-01f31e0d-9e8a-4c8c-a80a-39779de4dcdb_7_10,Do you know if they serve cocktails? Are they open on Saturday?,"Yes, they are open from 5-9.",train
dlg-02067664-a2d2-412d-9ced-dab1c92f9f81,dlg-02067664-a2d2-412d-9ced-dab1c92f9f81_2_3,"Hi, I'm looking for a restaurant in Providence, Rhode Island.","Okay, I can find you a restaurant in Providence, are there other preferences that you want me to search for in the restaurant?",train
dlg-02067664-a2d2-412d-9ced-dab1c92f9f81,dlg-02067664-a2d2-412d-9ced-dab1c92f9f81_4_7,"I'm looking for a dessert restaurant and of course, I would like it to be kid friendly and have table service.","Dessert restaurant in Providence, Rhode Island that isn't counter service is called The Cheesecake Factory. It is rated 3.3 stars out of 5, would you like more information about them or would you be okay?",train
dlg-02067664-a2d2-412d-9ced-dab1c92f9f81,dlg-02067664-a2d2-412d-9ced-dab1c92f9f81_9_11,Tell me more about Cheesecake Factory.,This is an American chain restaurant offering sizable portions from a vast menu including signature cheesecake. They are located at 94 Providence place and open from 11:30 am to 12:30 pm.,train
dlg-0220c468-cf82-4488-a969-a2a8d86f2c7a,dlg-0220c468-cf82-4488-a969-a2a8d86f2c7a_1_13,What should I make for dinner tonight?,"What type of Cuisine are you in the mood for? Let me find you something. I have few options for you. The first one is Pearl's Deluxe Burgers. The first one is Pearl's Deluxe Burgers. The second one is Garaje. And the last one is WesBurger n' More. And the last one is WesBurger n' More. Pearl's Deluxe Burgers has No-frills counter-serve joint for creatively topped beef, buffalo, turkey & vegetarian burgers. Great! anything else?",test
dlg-02232c7c-2528-4ac4-8fe2-e10dac159102,dlg-02232c7c-2528-4ac4-8fe2-e10dac159102_0_8,"Hi, I'm in Tracy, California and I'm looking for a barbecue joint. Something maybe low to mid-range price range.","I have shorter's BBQ, Famous Dave's, Donnie's BBQ and Deli. At shorter's BBQ they have a student special and a lunch special.",validation
dlg-0226f9d2-e718-4bec-a85c-0a3ec5dbc761,dlg-0226f9d2-e718-4bec-a85c-0a3ec5dbc761_2_19,I'm looking for a place to have dinner tonight and I don't want sushi.,"I have a highly recommended seafood restaurant called the Hog Island Oyster Company. Would you like to hear more details about that one? This restaurant has 4.4 stars and is moderately priced or 2 dollar signs. It is located within the Ferry Building on the waters of the San Francisco bay. Local oysters and clams are washed down with craft beer at this popular waterside seafood eatery. Ferry Building Marketplace, 1 Ferry Building, 11 A. You enjoy your dinner there.",train
dlg-02304bf3-94cc-455b-9add-f8594e53dfe7,dlg-02304bf3-94cc-455b-9add-f8594e53dfe7_0_2,"I'm looking for an organic restaurant in Nashville, Tennessee that offers table service. Do you have any suggestions?","Just a moment. Sunflower Cafe. Homemade, Locally sourced vegetarian dishes in a cozy setting with windows offering garden views. Homemade, locally sourced vegetarian dishes in a cozy setting with windows offering garden views.",test
dlg-02304bf3-94cc-455b-9add-f8594e53dfe7,dlg-02304bf3-94cc-455b-9add-f8594e53dfe7_3_11,"Oh, Good. They are a vegetarian restaurant as well, Yes?","Address: 2834 Azalea Pl, Nashville, TN 37204. Hours: Open today 11:00 a.m.–10:00 p.m. Hours: Open today 11:00 a.m.–10:00 p.m. Phone: (615) 457-2568.",test
dlg-0233b5f1-6d02-4a77-82e1-3f6ca2abc3c1,dlg-0233b5f1-6d02-4a77-82e1-3f6ca2abc3c1_1_13,What should I do for dinner tonight? I was thinking of Chinese.,"I have San Tung, Mr Fu kitchen, and Sam Wo restaurant. San Tung is known for their chicken wings. Mr. Fu kitchen is just standard Chinese food. 335 Noe St San Francisco, CA 94114.",train
dlg-02387ee7-85db-4270-89da-362b1fa06062,dlg-02387ee7-85db-4270-89da-362b1fa06062_5_6,"Okay, what types of salads do they offer?",They offer kale Caesar and a Beet burrata salad.,train
dlg-023d9b1e-4bb4-4784-88de-b6f01563af1a,dlg-023d9b1e-4bb4-4784-88de-b6f01563af1a_1_2,"I want to have dinner at The Deck in Laguna Beach, California.","Hello. I can help you with that. I see that you are in Laguna Beach, California. Is it right?",train
dlg-023d9b1e-4bb4-4784-88de-b6f01563af1a,dlg-023d9b1e-4bb4-4784-88de-b6f01563af1a_4_5,"I need restaurants in Laguna Beach, California.","Okay, the popular choice is Nick’s Restaurant.",train
dlg-023d9b1e-4bb4-4784-88de-b6f01563af1a,dlg-023d9b1e-4bb4-4784-88de-b6f01563af1a_6_7,"Okay, I will go to Nick's restaurant.",It’s rated four and half stars and serves traditional american cuisine with a moderate price range.,train
dlg-023f57a4-e04f-4764-97b3-30ee0d01fdec,dlg-023f57a4-e04f-4764-97b3-30ee0d01fdec_3_6,I really like Thai food.,"Sure, I can look. Just one moment. I found The Orchid Thai restaurant rated at a 4.5. 1609 16th St, Sacramento, CA 95814.",train
dlg-023f57a4-e04f-4764-97b3-30ee0d01fdec,dlg-023f57a4-e04f-4764-97b3-30ee0d01fdec_7_8,"Great! and, is there any other Thai places around?",Yes there is also Taste of Thai.,train
dlg-023f57a4-e04f-4764-97b3-30ee0d01fdec,dlg-023f57a4-e04f-4764-97b3-30ee0d01fdec_9_10,"And, what's the address for Taste of Thai?","1628 Broadway, Sacramento, CA 95818.",train
dlg-0240f72b-e46e-42c8-bdbf-37df81cd0452,dlg-0240f72b-e46e-42c8-bdbf-37df81cd0452_1_10,"Hi. I'm in Arcata, California, and I need to find a restaurant tonight. I want something that's gluten-free, and then I also want it to be an outdoor restaurant. So, what do you have? Nothing under four.","You want to eat gluten free? I found a place called Souplantation- Arcadia. 4.5 stars out of 5, with 253 Google customer reviews.",train
dlg-02441f9f-a888-481b-95d5-d07a6c5db81b,dlg-02441f9f-a888-481b-95d5-d07a6c5db81b_2_5,"Hi, I'd like to plan a special dinner out at Mother in Sacramento, California. Are they open for dinner on Sunday?",Hipster and casual.,validation
dlg-02441f9f-a888-481b-95d5-d07a6c5db81b,dlg-02441f9f-a888-481b-95d5-d07a6c5db81b_6_7,Okay. What salads do they have?,Kale salad and beet burata.,validation
dlg-0263744d-d71e-4a6e-9f4a-9a61ff5d4b0f,dlg-0263744d-d71e-4a6e-9f4a-9a61ff5d4b0f_0_11,"What should I have for dinner tonight? Yes, I want something really good. Something that's going to be best for my money and easy to get. I'm in Los Angeles, California, specifically near to the Silver Lake.","Alright so with your price in mind I definitely have a few good places to choose. The first one is called the kitchen, it has 4.5 stars out of 5 among 143 reviews. They serve neighborhood style plates with classic American favorites. The second one is called Elf Cafe. It is a organic locally sourced restaurant. It has 4.6 stars out of 5 and over 56 reviews.",train
dlg-0263744d-d71e-4a6e-9f4a-9a61ff5d4b0f,dlg-0263744d-d71e-4a6e-9f4a-9a61ff5d4b0f_12_19,I'm actually interested in The Kitchen because I've heard of it before. What is the price range?,"Yeah, you bet the price range is relatively cheap it shows two dollar signs. It will be open till 12 am, so you have plenty of time. The address for The kitchen is 4348 Fountain Ave, Los Angeles, CA 90029.",train
dlg-027a9101-0f75-48e7-98fb-7d5c0a78c004,dlg-027a9101-0f75-48e7-98fb-7d5c0a78c004_2_10,"Find me restaurants in Chico, California. Find me hamburger places. Make sure that's four stars and up.","I have located two restaurants, Big Chico Burger and Burger Hut.",train
dlg-027a9101-0f75-48e7-98fb-7d5c0a78c004,dlg-027a9101-0f75-48e7-98fb-7d5c0a78c004_12_14,Make sure none of them are located Downtown.,They are not located in Downtown.,train
dlg-027a9101-0f75-48e7-98fb-7d5c0a78c004,dlg-027a9101-0f75-48e7-98fb-7d5c0a78c004_15_18,Also make sure there's a full bar.,Okay. I found few locations that meet your requirements Madison Bear Garden and Big Jacks.,train
