conversation_id,example_id,input_text,target_text,split
dlg-012cb12f-21c8-4fa3-9a26-cf2ad58826c9,dlg-012cb12f-21c8-4fa3-9a26-cf2ad58826c9_0_12,Hello. Can you tell me what players were recently acquired by Burnley?,"There were two players acquired by Burnley. They are Aaron Lennon and Georges-Kevin Nkoudou. Turf Moor is a football stadium in Burnley, Lancashire, England. Burnley consider their biggest rivalry to be with Blackburn. Burnley is in the 7th place with 36 points, they stood in chance of making it to the play offs. Sean Dyche is the manager for the team Burnley since from October 2012.",train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_1_4,"Yeah, how are the Seattle Sounders doing this year?","You said, you would like to know about Seattle Sounders. Seattle Sounders are in the fourth place with 11 wins, seven losses and 11 draws under Western Conference.",train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_5_6,Okay. Do they play today?,"No, they will play next on September 23rd against Real Salt Lake at 6:30 p.m.",train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_7_8,Okay. And who did they play against last Saturday?,Last Saturday they played against FC Dallas and it was a draw with the score 0 to 0.,train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_11_12,Okay. And who's their goalkeeper?,Stefan Frei is their goalkeeper.,train
dlg-01451999-9d83-4943-a55c-eaaafb56fbe4,dlg-01451999-9d83-4943-a55c-eaaafb56fbe4_1_10,Hi. At What place are Southampton in?,Currently in 12th Place in the English Premier League. I see that so far they played a total of 7 games. Their next game is going to play with Newcastle FC. They lost their last game against Stoke City FC. The score was two and one.,train
dlg-01451999-9d83-4943-a55c-eaaafb56fbe4,dlg-01451999-9d83-4943-a55c-eaaafb56fbe4_11_12,Okay. And can you name me one of their goalkeepers?,Their goalkeeper is Fraser Forster.,train
dlg-014f75a6-33a9-4f15-82a8-d7c326cc7a01,dlg-014f75a6-33a9-4f15-82a8-d7c326cc7a01_2_4,"Hi, I wanted to know, what the Portland Timbers record looks like for this year?","Portland Timbers are in the 5th place with 6 wins, 5 draws and three losses.",train
dlg-014f75a6-33a9-4f15-82a8-d7c326cc7a01,dlg-014f75a6-33a9-4f15-82a8-d7c326cc7a01_8_11,Who did they play against on June 1st?,"They did not play on June 1st, but they play on June 2nd against LA Galaxy. This game was a draw with the score one to one. They last played yesterday against Atlanta United this game was a draw with the score one to one.",train
dlg-014f75a6-33a9-4f15-82a8-d7c326cc7a01,dlg-014f75a6-33a9-4f15-82a8-d7c326cc7a01_12_13,"Okay, and who is in the first place in the Eastern conference?","Atlanta United FC is in the first place on the Eastern Conference with 10 wins, 4 draws and three losses.",train
dlg-0160fc1d-4179-4800-a64e-ae30d75c83f0,dlg-0160fc1d-4179-4800-a64e-ae30d75c83f0_1_2,"Hello, I'm trying to look up some information on the Real Salt Lake team. What place are the Real Salt Lakes currently in?",Currently Real Salt Lake is in 10th place in the Western Conference.,train
dlg-0160fc1d-4179-4800-a64e-ae30d75c83f0,dlg-0160fc1d-4179-4800-a64e-ae30d75c83f0_3_4,Do the Real Salt Lakes play today?,Real Salt Lake does not play today their next game is June 30th against Orlando City SC at 6:30 p.m.,train
dlg-0160fc1d-4179-4800-a64e-ae30d75c83f0,dlg-0160fc1d-4179-4800-a64e-ae30d75c83f0_5_6,Who did the Real Salt Lakes play on June 18th?,"Real Salt Lake did not play on June 18th, they actually played on June 17th against Minnesota United and won that game 1-0.",train
dlg-0160fc1d-4179-4800-a64e-ae30d75c83f0,dlg-0160fc1d-4179-4800-a64e-ae30d75c83f0_7_8,What was the score of the Real Salt Lakes last game?,"The score of the Real Salt Lake's last game was 2-1, they had lost against the San Jose Earthquakes.",train
dlg-0160fc1d-4179-4800-a64e-ae30d75c83f0,dlg-0160fc1d-4179-4800-a64e-ae30d75c83f0_9_10,Who's currently in first place in Eastern Conference?,Currently in first place in the Eastern Conference is Toronto FC.,train
dlg-01679b43-7131-41d7-9f95-2c8e6a84db9a,dlg-01679b43-7131-41d7-9f95-2c8e6a84db9a_0_2,What is the current rank of Stoke City?,They are currently ranked 18.,train
dlg-01679b43-7131-41d7-9f95-2c8e6a84db9a,dlg-01679b43-7131-41d7-9f95-2c8e6a84db9a_5_10,Are they playing today?,"No, not today. They played Huddersfied in their last game. They won 2-0.",train
dlg-01679b43-7131-41d7-9f95-2c8e6a84db9a,dlg-01679b43-7131-41d7-9f95-2c8e6a84db9a_11_12,Who's their goalkeeper?,"They have three, including Jack Butland.",train
dlg-017425a4-6ffe-4ffa-972e-d154ccad2e4c,dlg-017425a4-6ffe-4ffa-972e-d154ccad2e4c_0_9,"Hi. I'm a tremendous English Premier League Soccer fan and my favorite team is the Manchester United, and I would like to know more about them. I would like to know what the Manchester United's record is right now?","Currently, their record is 5 wins, 1 draw and 0 losses. You asked about Manchester United? They have played a total of 6 games. They won their last game by the score of 1-0.",train
dlg-017425a4-6ffe-4ffa-972e-d154ccad2e4c,dlg-017425a4-6ffe-4ffa-972e-d154ccad2e4c_10_11,Who is their striker?,Striker is Anthony Martial.,train
dlg-018109a5-feb5-4e11-b451-0d2a298da33a,dlg-018109a5-feb5-4e11-b451-0d2a298da33a_0_4,Hello. I was wondering what place the LA Galaxy are in.,Hello the LA Galaxy are currently in 9th Place in the Western Conference. No in fact I like Galaxies are not playing right now they are in fact playing next on August 6th against the Portland Timbers.,train
dlg-018109a5-feb5-4e11-b451-0d2a298da33a,dlg-018109a5-feb5-4e11-b451-0d2a298da33a_5_8,Okay. Whom will they play next Sunday?,They are going to be playing against the Portland Timbers. The score of the LA Galaxy's last game was 0 to 0 against the Seattle Sounders. What a game!,train
dlg-018109a5-feb5-4e11-b451-0d2a298da33a,dlg-018109a5-feb5-4e11-b451-0d2a298da33a_9_10,Okay. Who is their goalkeeper?,"The LA Galaxy actually have more than one goalkeeper. They have a total of 3, their names are Brian Row, Brian Perk, and Jon Kempin.",train
dlg-0193a573-4228-4954-970f-c86326a39ad0,dlg-0193a573-4228-4954-970f-c86326a39ad0_1_2,Hi. What place are DC United in?,Currently in last place in the Eastern Conference.,train
dlg-0193a573-4228-4954-970f-c86326a39ad0,dlg-0193a573-4228-4954-970f-c86326a39ad0_3_4,Do they play today?,"No, they're not scheduled to play today.",train
dlg-0193a573-4228-4954-970f-c86326a39ad0,dlg-0193a573-4228-4954-970f-c86326a39ad0_5_8,Who did they play last Saturday?,They were not scheduled to play last Saturday. The last game was August 26th against Orlando City FC.,train
dlg-0193a573-4228-4954-970f-c86326a39ad0,dlg-0193a573-4228-4954-970f-c86326a39ad0_9_10,Awesome. And who's their goalkeeper?,Their goalkeeper is Bill Hamid.,train
dlg-01c53e17-cf1c-4320-96c4-842bd75fd1ce,dlg-01c53e17-cf1c-4320-96c4-842bd75fd1ce_0_5,When was the last Cubs game?,The last Cubs game was today. One to one.,train
dlg-01c53e17-cf1c-4320-96c4-842bd75fd1ce,dlg-01c53e17-cf1c-4320-96c4-842bd75fd1ce_6_7,Who is predicted to win?,The Cubs are predicted to win.,train
dlg-01c53e17-cf1c-4320-96c4-842bd75fd1ce,dlg-01c53e17-cf1c-4320-96c4-842bd75fd1ce_8_12,Who do you think will win?,I think the Cubs will win. The next game is scheduled for tomorrow Brewers versus the Athletic's.,train
dlg-01cb6cbc-2e96-4dbf-8ff2-a1dd803207c0,dlg-01cb6cbc-2e96-4dbf-8ff2-a1dd803207c0_1_8,Hi. I'm a fan of the St. Louis Cardinals of the MLB. I'm wondering what place are they in right now?,Currently in fourth place in the N.L Central. Scheduled to play today against the Colorado Rockies. Their last game was yesterday against the Chicago Cubs which they lost by 3-5. Mike Matheny.,train
dlg-01f51667-ed8f-4ec2-a61f-02fc3e93199d,dlg-01f51667-ed8f-4ec2-a61f-02fc3e93199d_0_7,"Hi, I'm a big fan of the Milwaukee Bucks of the NBA.",Milwaukee Bucks are in second place with three wins and one loss. Bella's last game was played yesterday against Charlotte Hornets and Bucks won the game with a score of 103-94.,train
dlg-01f51667-ed8f-4ec2-a61f-02fc3e93199d,dlg-01f51667-ed8f-4ec2-a61f-02fc3e93199d_8_9,Who's the starting point guard for the Bucks this year?,Malcolm Brogdon is their starting point guard.,train
dlg-01f51667-ed8f-4ec2-a61f-02fc3e93199d,dlg-01f51667-ed8f-4ec2-a61f-02fc3e93199d_10_11,Who's the center on the team?,Thon maker is the center on the team.,train
dlg-01fb9dd0-dc15-4c1a-a480-fb7cc85cbc60,dlg-01fb9dd0-dc15-4c1a-a480-fb7cc85cbc60_0_5,Hi Assistant. How are the Philadelphia 76ers doing?,"The 76ers are currently in 5th place in the Eastern Conference with the record of 12 wins and eight losses. 76ers play in the Atlantic division of the Eastern Conference. The score of their last game was 118 to 113, they won that game against the Wizards.",test
dlg-01fb9dd0-dc15-4c1a-a480-fb7cc85cbc60,dlg-01fb9dd0-dc15-4c1a-a480-fb7cc85cbc60_6_7,Okay. And who's their starting center?,Starting center for the 76ers is Joelle Embiid.,test
dlg-01fb9dd0-dc15-4c1a-a480-fb7cc85cbc60,dlg-01fb9dd0-dc15-4c1a-a480-fb7cc85cbc60_8_9,Okay. And how many points is Markelle Fultz averaging this year?,"Markelle fultz has played four games, this season he is averaging 6 points per game.",test
dlg-01ff6632-0fb2-4d64-be9a-faf3625ed444,dlg-01ff6632-0fb2-4d64-be9a-faf3625ed444_1_12,What place are Huddersfield in? Huddersfield. Huddersfield. Not a very big city. Westfield Town AMC.,They are in 14th place with 25 matches played and 6 wins. They are playing against Liverpool today. They will be playing Man United on Saturday February 23 at 7:00 AM.,train
dlg-01ff6632-0fb2-4d64-be9a-faf3625ed444,dlg-01ff6632-0fb2-4d64-be9a-faf3625ed444_13_14,That's going to be a tough game and how did Huddersfield do in their previous game?,They lost 2 to 0 against stoke city on January 20th. Okay. Thank you.,train
dlg-020b4641-110c-4be0-a155-1985c0118b5d,dlg-020b4641-110c-4be0-a155-1985c0118b5d_0_1,Hello. What place is DC United in?,"Hello, how can I help you today?",validation
dlg-020b4641-110c-4be0-a155-1985c0118b5d,dlg-020b4641-110c-4be0-a155-1985c0118b5d_2_3,Does DC United play today?,Their next game is July 1st against Montreal at 4 p.m.,validation
dlg-020b4641-110c-4be0-a155-1985c0118b5d,dlg-020b4641-110c-4be0-a155-1985c0118b5d_4_5,Who does DC United play on July 1st?,Against Montreal.,validation
dlg-020b4641-110c-4be0-a155-1985c0118b5d,dlg-020b4641-110c-4be0-a155-1985c0118b5d_6_9,When did DC United last play?,Their last game once June 28th at the US Open round against New England. That spot belongs to Toronto FC with 10 wins and two losses.,validation
dlg-020f25e5-2aec-4b4c-9dcb-d9cccfa3aaad,dlg-020f25e5-2aec-4b4c-9dcb-d9cccfa3aaad_2_7,"Hi, I'm a fan of the Chicago White Sox of the MLB. I'm wondering, how are they doing right now as far as their record goes?",Let me check on the Chicago White Sox's record for you. It looks like the Chicago White Sox have a win-loss record of 32 and 42 and are seven and a half games behind the Minnesota Twins in the AL Central.,train
dlg-020f25e5-2aec-4b4c-9dcb-d9cccfa3aaad,dlg-020f25e5-2aec-4b4c-9dcb-d9cccfa3aaad_8_9,Did they play today?,"Yes, they are scheduled to play the New York Yankees at 5:10 PM.",train
dlg-020f25e5-2aec-4b4c-9dcb-d9cccfa3aaad,dlg-020f25e5-2aec-4b4c-9dcb-d9cccfa3aaad_10_17,"Okay, at 5:10? Well, I think I'll be tuning into that, I hope. Now I am wondering, did they play on June 18th?","Yes, the White Sox played the Toronto Blue Jays but lost 7 to 3. It looks like the Los Angeles Dodgers are in the lead of the NL West.",train
dlg-02660dda-7bce-48f5-b456-67e19dcd8563,dlg-02660dda-7bce-48f5-b456-67e19dcd8563_1_3,My favorite team are the Colorado Rapids soccer team. And I kind of just want to know what place the Earthquakes are in right now? And I kind of just want to know what place the Earthquakes are in right now?,The sound of the earthquakes are fifth place in the Western Conference.,train
dlg-02660dda-7bce-48f5-b456-67e19dcd8563,dlg-02660dda-7bce-48f5-b456-67e19dcd8563_4_5,"Okay, cool. Do you know do they play today?",The earthquakes played yesterday.,train
dlg-02660dda-7bce-48f5-b456-67e19dcd8563,dlg-02660dda-7bce-48f5-b456-67e19dcd8563_6_9,Okay. Did they played on July 1st?,They played July 1st vs LA Galaxy and they won 2-1. They played LA Galaxy last.,train
dlg-02660dda-7bce-48f5-b456-67e19dcd8563,dlg-02660dda-7bce-48f5-b456-67e19dcd8563_10_11,Alright. Who's first place in the Western Conference right now?,Sporting KC is first place in the Western Conference.,train
dlg-027a45dd-ef0c-4d4e-91d4-f67c847b45e6,dlg-027a45dd-ef0c-4d4e-91d4-f67c847b45e6_1_4,Hi Assistant. I would like to know the position of Philadelphia 76ers in this year. Can you help me with that?,Currently the 76ers are in sixth place and they're conference. 76ers are playing in the Eastern Conference.,validation
dlg-027a45dd-ef0c-4d4e-91d4-f67c847b45e6,dlg-027a45dd-ef0c-4d4e-91d4-f67c847b45e6_5_6,Who is the opponent of Philadelphia 76ers in the last game they played?,"On Tuesday, They played with the Hornets and defeated them with 128 -114 points.",validation
dlg-027a45dd-ef0c-4d4e-91d4-f67c847b45e6,dlg-027a45dd-ef0c-4d4e-91d4-f67c847b45e6_7_13,Okay. Who is their starting center?,"Ben Simmons is the current starting forward for the 76ers. Currently Dario Saric is the leading goal scorer with 62 total cleanse. Glad I could help you with the information about the 76ers. Bye, Until next time.",validation
dlg-028e7f6e-f370-4273-94b8-33c6a6ba1ab5,dlg-028e7f6e-f370-4273-94b8-33c6a6ba1ab5_1_4,"Hi. I'm a Major League Soccer fan, and my favorite team is the LA Galaxy. I'd like to get some information about them. I'd like to know what place the LA Galaxy is in?",LA Galaxy is currently in 8th Place in the Western Conference.,train
dlg-028e7f6e-f370-4273-94b8-33c6a6ba1ab5,dlg-028e7f6e-f370-4273-94b8-33c6a6ba1ab5_5_6,"Oh, okay. Thank you. Do you know if the LA Galaxy is playing today?",The LA Galaxy is not playing today. They are playing tomorrow at 7:30 p.m. against Vancouver.,train
dlg-028e7f6e-f370-4273-94b8-33c6a6ba1ab5,dlg-028e7f6e-f370-4273-94b8-33c6a6ba1ab5_7_10,Okay. Thank you. And who did the LA Galaxy play on July 1st?,"LA Galaxy played San Jose on July 1st. In their last game, LA Galaxy lost against Real Salt Lake the score was 2 to 6.",train
dlg-028e7f6e-f370-4273-94b8-33c6a6ba1ab5,dlg-028e7f6e-f370-4273-94b8-33c6a6ba1ab5_11_12,Thank you. And who is in the first place in the Eastern Conference?,"Currently, Chicago is in first place in the Eastern Conference.",train
dlg-02941b7d-799e-4790-8954-bac07e654cf4,dlg-02941b7d-799e-4790-8954-bac07e654cf4_1_10,Hello. I need to compare two English Premier League soccer teams Liverpool and West Bromwich.,"West Brom is currently in last with 3 wins 11 draws and 14 losses, while Liverpool is in third with 16 wins 9 draws and three losses. Liverpool strengths are their strikers scoring 179 total goals, while West Brom's defense is their weakness allowing 179 total goals. Liverpool's chances are 88.8% while West Brom is at 52.4%. Liverpool's rival is Everton, their rival is known as the Merseside Derby, while Wolverhampton Wanderers is West Brom's rival which is called the Black Country Derby.",validation
dlg-0317cfdd-6ff0-4d9d-afaa-bf8fdf0f79de,dlg-0317cfdd-6ff0-4d9d-afaa-bf8fdf0f79de_1_11,I am an English Premier League soccer fan and my favorite team is Tottenham Hotspur and I would like to know what place is Tottenham Hotspur in? What place is Tottenham Hotspur in?,"Tottenham Hotspur is currently in fourth place in group a in the Premier League standings. Tottenham is not currently playing, They will be playing on September 30th in two days against the Huddersfield town A.F.C. They last played the Apoel Nicosia FC and actually beat them 0 to 3. It was three against the Apoel Nicosia. 0-3. 0-3.",test
dlg-0317cfdd-6ff0-4d9d-afaa-bf8fdf0f79de,dlg-0317cfdd-6ff0-4d9d-afaa-bf8fdf0f79de_12_13,Who is their goalkeeper?,Their goalkeeper is Juego Lawrence.,test
dlg-034bf51c-7a7b-4e50-b916-3798830cb514,dlg-034bf51c-7a7b-4e50-b916-3798830cb514_1_3,"Yeah, I'm just trying to find out how my Red Sox's are doing?",They are doing great. They are currently in first place in the American League East.,train
dlg-034bf51c-7a7b-4e50-b916-3798830cb514,dlg-034bf51c-7a7b-4e50-b916-3798830cb514_4_7,Cool and who did they played last Saturday?,They played against the White Sox and they won by 4-1. They also played against the White Sox yesterday and they won by 6-3.,train
dlg-034bf51c-7a7b-4e50-b916-3798830cb514,dlg-034bf51c-7a7b-4e50-b916-3798830cb514_8_10,And who plays catcher for them in the starting position right now?,Their catcher in the starting position is Christian Vasquez.,train
dlg-034f79a1-219a-41dd-a431-f2b50bea34f9,dlg-034f79a1-219a-41dd-a431-f2b50bea34f9_1_2,"Hi, I got some questions about Toronto FC.",What would you like to know about Toronto FC?,test
dlg-034f79a1-219a-41dd-a431-f2b50bea34f9,dlg-034f79a1-219a-41dd-a431-f2b50bea34f9_3_4,How is Toronto FC doing right now?,Toronto FC is in the first place under the Eastern Conference with 13 wins and three losses.,test
dlg-034f79a1-219a-41dd-a431-f2b50bea34f9,dlg-034f79a1-219a-41dd-a431-f2b50bea34f9_5_6,Does Toronto FC play right now?,"They're not playing right now. Their next match is tomorrow, August 19th against Chicago.",test
dlg-034f79a1-219a-41dd-a431-f2b50bea34f9,dlg-034f79a1-219a-41dd-a431-f2b50bea34f9_7_8,Who did Toronto FC play last Saturday?,Toronto FC played against Portland and they won the game with a score of 4 - 1.,test
dlg-034f79a1-219a-41dd-a431-f2b50bea34f9,dlg-034f79a1-219a-41dd-a431-f2b50bea34f9_9_12,What was the score in the last Toronto FC game? How many games are Toronto FC from the first place?,Toronto FC is in the first place under the Eastern Conference.,test
dlg-036b562e-afdc-4e6c-a485-761f2c2b2b51,dlg-036b562e-afdc-4e6c-a485-761f2c2b2b51_1_4,"What players have Southampton, A team in the English Premier League, acquired recently?",It looks like they haven't acquired any new players yet.,validation
dlg-036b562e-afdc-4e6c-a485-761f2c2b2b51,dlg-036b562e-afdc-4e6c-a485-761f2c2b2b51_5_6,"What is the home stadium for Southampton, a team in the English Premier League? Where is the stadium located?","St Mary's Stadium. It is located in Britannia Rd, Southampton, England.",validation
dlg-036b562e-afdc-4e6c-a485-761f2c2b2b51,dlg-036b562e-afdc-4e6c-a485-761f2c2b2b51_7_10,"Who is the biggest rival of Southampton, a team in the English Premier League?",Just a moment. Bournemouth is their Rival.,validation
dlg-036b562e-afdc-4e6c-a485-761f2c2b2b51,dlg-036b562e-afdc-4e6c-a485-761f2c2b2b51_11_14,"What are the odds of Southampton, A team in the English Premier League get's relegated this year?",The odds are 17/18.,validation
dlg-036b562e-afdc-4e6c-a485-761f2c2b2b51,dlg-036b562e-afdc-4e6c-a485-761f2c2b2b51_15_16,"Who is the manager of the team Southampton, a team in the English Premier League? How long has this individual been the manager of Southampton?","Mauricio Pellegrino, since 2012.",validation
dlg-037888eb-2e35-45ad-867b-9e08b6630367,dlg-037888eb-2e35-45ad-867b-9e08b6630367_0_8,Hello. What place is in Watford for the English Premier League soccer?,"9th place in the Premier League. 15 games, with a record of 11-4. Everton. They lost 3-2.",train
dlg-037888eb-2e35-45ad-867b-9e08b6630367,dlg-037888eb-2e35-45ad-867b-9e08b6630367_9_10,And who's their striker?,Troy Deeney.,train
dlg-038e1cef-0625-4ba8-97a3-09e5cfd86b57,dlg-038e1cef-0625-4ba8-97a3-09e5cfd86b57_2_4,Hello. Can you tell me the scores of the Sporting Kansas City team?,Sporting Kansas City is in the 4th place under Western Conference.,train
dlg-038e1cef-0625-4ba8-97a3-09e5cfd86b57,dlg-038e1cef-0625-4ba8-97a3-09e5cfd86b57_5_6,How many games back are Sporting Kansas City from first place?,Sporting Kansas City is 4 points behind from the first place on the Western Conference.,train
dlg-038e1cef-0625-4ba8-97a3-09e5cfd86b57,dlg-038e1cef-0625-4ba8-97a3-09e5cfd86b57_7_8,Does Sporting Kansas City play today?,"No, They play tomorrow against New England.",train
