conversation_id,example_id,input_text,target_text,split
dlg-093836e0-30d0-4014-80f5-e7112e064779,dlg-093836e0-30d0-4014-80f5-e7112e064779_1_6,"Hello Assistant. I would like to order some Italian food for three people for takeout. No, just spaghetti and meatballs and a Caesar salad on the side.","Ok, I have your personal details on file. Your order will be ready for pick-up in about 20 minutes. It was my pleasure. Enjoy your dinner.",train
dlg-0993ea3a-b656-4222-bb14-127dc06113ff,dlg-0993ea3a-b656-4222-bb14-127dc06113ff_0_5,"I want to order takeout. Want to get some hot dogs. I want to get them just cooked just regularly and I want about six hot dogs, Enough for three people.","Would you like any condiments, drinks or sides without a lighter?",validation
dlg-0993ea3a-b656-4222-bb14-127dc06113ff,dlg-0993ea3a-b656-4222-bb14-127dc06113ff_6_7,Let me get some. Make sure you have ketchup and mustard.,Would you like any drinks?,validation
dlg-0993ea3a-b656-4222-bb14-127dc06113ff,dlg-0993ea3a-b656-4222-bb14-127dc06113ff_8_11,A coke.,"6 hot dogs with ketchup and mustard packs and 1 coke. Is that correct? Ok, I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.",validation
dlg-0999a44a-d59d-4644-a297-b8196a1b2e65,dlg-0999a44a-d59d-4644-a297-b8196a1b2e65_1_4,"Hi. I need help ordering takeout for three people, please. Soup. Can I get one bowl of chicken noodle soup, another bowl of tomato soup, and the last bowl of clam chowder, please?","One bowl of chicken noodle soup, one bowl tomato soup, and bowl of calm chowder.",train
dlg-0999a44a-d59d-4644-a297-b8196a1b2e65,dlg-0999a44a-d59d-4644-a297-b8196a1b2e65_5_6,Clam chowder. That'll be it.,Ok. I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.,train
dlg-09a7ebae-784c-4da8-840f-272d9af53b1c,dlg-09a7ebae-784c-4da8-840f-272d9af53b1c_2_9,"I was looking to order some pizza for takeout? I would like one chicken bacon ranch pizza and one barbecue chicken pizza. Both of them must be large, that should be it.","Ok, so 1 Chicken Bacon Ranch pizza and one Barbecue Chicken pizza both large, is that correct? Alright, how about anything to drink it down? Ok, I have your details on file. Your order will be ready for pick-up in about 20 minutes.",train
dlg-09cccabc-a782-4d4a-b85a-220bad47cca9,dlg-09cccabc-a782-4d4a-b85a-220bad47cca9_0_4,"Hello, I'd like to order Mexican food for three people, please. I would like to order two king-sized burritos, everything in it. And an order of Taco plate.","Okay, I got it. Your order is two king-size burritos, everything in it and an order of Taco plate. Is there anything more else to order?",validation
dlg-09cccabc-a782-4d4a-b85a-220bad47cca9,dlg-09cccabc-a782-4d4a-b85a-220bad47cca9_5_8,"Yes, I  want two large Dr.Peppers and one Coke also.","Two large Dr.Peppers and one Coke, okay I got it. Okay. I have your details on file. Your order will be ready for pick-up in about 20 minutes.",validation
dlg-09f9b8d3-9154-475f-b73d-9d6d4349e23f,dlg-09f9b8d3-9154-475f-b73d-9d6d4349e23f_1_2,I'd like to place an order for takeout for two people.,"Okay, Take out for 2, Sounds good, What are you guys in the mood for?",train
dlg-09f9b8d3-9154-475f-b73d-9d6d4349e23f,dlg-09f9b8d3-9154-475f-b73d-9d6d4349e23f_3_6,I would like two orders of spaghetti and meatballs.,"2 orders of spaghetti and meatballs, Will that complete your order? Okay, I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.",train
dlg-0a2187ca-7e7e-4f03-8c42-bc6235d35477,dlg-0a2187ca-7e7e-4f03-8c42-bc6235d35477_1_5,"Hi, I need to order burgers for take-out. Yeah. Well, it's just for me, so I'm looking for something that's got bacon and blue cheese.","You want a hamburger with bacon and blue cheese, correct?",test
dlg-0a2187ca-7e7e-4f03-8c42-bc6235d35477,dlg-0a2187ca-7e7e-4f03-8c42-bc6235d35477_8_13,"Fries, pickles, extra mayo and ketchup.","Fries, pickles, extra mayo and ketchup. Right? Okay. I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.",test
dlg-0a2acdf0-a71d-42b4-a01e-8e2c8cf40d86,dlg-0a2acdf0-a71d-42b4-a01e-8e2c8cf40d86_1_7,"Hi, I wanted to get some takeout burgers just for me. Can you help me with that? I wanted to get a double cheeseburger with no pickles. Large French fries and that's all.","Your order is a double cheeseburger with no pickles and large fries? Okay, I have your details on file. Your order will be ready for pick-up in about 20 minutes.",validation
dlg-0a5f5ba3-9431-4509-a9f5-d29656b8daeb,dlg-0a5f5ba3-9431-4509-a9f5-d29656b8daeb_1_7,"I was trying to order some gyros for three people from a take-out place. I want two beef and one lamb. On the beef, make it normal with no tomato and onions. And for the lamb, put normal stuff.",I got it. Beef with no tomato and onion. And one lamb with everything. Okay. I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.,train
dlg-0abfc7fd-a878-42f1-bb35-351623c5eec4,dlg-0abfc7fd-a878-42f1-bb35-351623c5eec4_1_3,Hello assistant. I'd like to order takeout food for myself. Like to order a burger and fries.,OK. I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.,train
dlg-0adc24d6-bfa2-478e-80d1-5605779803a4,dlg-0adc24d6-bfa2-478e-80d1-5605779803a4_2_11,"I'd like to order pasta for take out for three people. I'd like a large Fettuccine Alfredo. I'd also like a medium spaghetti with meat sauce, a small vermicelli with lobster chunks and can I get two slices of garlic bread with that?","Large fettuccine Alfredo, a medium spaghetti with meat sauce and a small vermicelli with lobster as well as two orders of garlic bread. Does that sound correct? Okay, I have your personal details on file. Your order will be ready for pick-up in about 20 minutes. No problem, enjoy your dinner.",train
dlg-0b6045c5-c1e7-47d5-999f-3829b454f884,dlg-0b6045c5-c1e7-47d5-999f-3829b454f884_0_1,Hello. I need to order takeout for three people. I need to order some pizza.,"Okay, you wanted to order a pizza for 3?",train
dlg-0b6045c5-c1e7-47d5-999f-3829b454f884,dlg-0b6045c5-c1e7-47d5-999f-3829b454f884_2_7,"Yes. And I need to have Italian sausage, pepperoni, and extra cheese on it, and then a side order of bread sticks.","What size did you want the pizza? Okay. So, that was one large Italian sausage, pepperoni and with extra cheese. With bread sticks on the side. Was that correct? Ok. I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.",train
dlg-0b7f79b9-753c-45b3-a46b-7f0170b0b3db,dlg-0b7f79b9-753c-45b3-a46b-7f0170b0b3db_3_4,Crepes? Fantastic.,"Sure, let me bring that up.... Looks like you had 1 turkey-avocado crepe with cheddar and 1 Greek Delight crepe. Is that correct?",train
dlg-0b7f79b9-753c-45b3-a46b-7f0170b0b3db,dlg-0b7f79b9-753c-45b3-a46b-7f0170b0b3db_7_14,"Can I also add one brownie, please?","A chocolate brownie? Sure. I've added that to the order. Okay, let me confirm what you have: 1 turkey-avocado crepe with cheddar and 1 Greek Delight crepe with one brownie. Okay, Your order will be ready for pick-up in about 20 minutes.",train
dlg-0bb76f70-aa2a-4ec3-9b38-a784af270063,dlg-0bb76f70-aa2a-4ec3-9b38-a784af270063_2_6,"I'd like to order some chicken fettuccine Alfredo, some garlic bread and 2-liter of Mountain Dew. That'll be it.",You would like to order chicken fettuccine Alfredo with garlic bread and 2-liter of Mountain Dew. Is that correct? Okay. I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.,train
dlg-0bef419d-8baa-4fe9-a238-cb56f93c8cc7,dlg-0bef419d-8baa-4fe9-a238-cb56f93c8cc7_0_6,"Hi, I'm looking for take-out food tonight for two people. Looking for some good burgers. Yeah, I really want a big burger, kind of like Red Robin's. Good amount of fries, cheese, bacon, lettuce, tomatoes, pickles. So big, that I could probably have a little bit for later on in the night, as well. I'd like two large Cokes, please. Ranch for the fries, please. And that should be about it.","Got it. Okay, I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.",validation
dlg-0c66117b-8113-4f69-9592-528c4c4d9e37,dlg-0c66117b-8113-4f69-9592-528c4c4d9e37_1_2,"I'd like to order two pizzas for three people, please.",Just to confirm you would like to order two pizzas for three people. Is it correct?,train
dlg-0c66117b-8113-4f69-9592-528c4c4d9e37,dlg-0c66117b-8113-4f69-9592-528c4c4d9e37_3_4,"Yes, it's correct and to be very specific, I'd like pepperoni, jalapeños, sausage and tomatoes and chicken, please with extra large.",Just to confirm your first pizza would be large with cheese and sausage and the second pizza would be extra large in size with pepperoni jalapeno sausage tomatoes and chicken. Is that correct?,train
