conversation_id,utterance_id,speaker,text,label,split
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_3,USER,Some thing like an American food.,2,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_4,USER,"But, I want a good atmosphere.",1,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_5,ASSISTANT,"I have Wildflower Cafe and Bakery, Chester's Chicken, The Big Blue Cafe.",2,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_6,USER,What's the atmosphere like at The Big Blue Cafe?,2,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_7,ASSISTANT,Causal.,0,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_8,USER,What's the average cost there?,1,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_9,ASSISTANT,$8 to $10.,0,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_10,USER,Okay. Can I order at the counter?,2,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_11,ASSISTANT,Yes.,2,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_12,USER,"Okay, I'll go there, then. So, give me the direction.",2,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_13,ASSISTANT,Address is sent to your email.,2,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_14,USER,Thank you.,3,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_15,ASSISTANT,Bye.,3,test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_16,USER,Goodbye.,3,test
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_0,ASSISTANT,How can I help you?,2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_1,USER,I am looking for a place to have dinner tonight.,2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_2,ASSISTANT,"I see that you're in Austin, Texas. Is that where you would like me to find you a restaurant?",3,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_3,USER,"Yes, preferably in the heart of the city.",2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_4,ASSISTANT,What kind of food are you in the mood for today?,1,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_5,USER,Burgers and Fries.,0,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_6,ASSISTANT,"Okay, got it. You want burgers and fries. Tell me more about what else you're looking for in the restaurant so I can narrow your choices down.",2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_7,USER,A full service bar around $20 per plate.,2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_8,ASSISTANT,"Okay, got it. What else?",2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_9,USER,Authentic American food.,0,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_10,ASSISTANT,"Sure, is there anything more?",2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_11,USER,No.,1,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_12,ASSISTANT,"I found a highly rated restaurant called Second Floor in Kitchen, it is 4.3 stars out of 5 and it's described is New American tasting menus in a sophisticated setting. How does it sound?",2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_13,USER,"Actually, I'd rather have Mexican food.",2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_14,ASSISTANT,"No problem, do you want the same parameters?",1,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_15,USER,Yes.,2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_16,ASSISTANT,"There is Fonda San Miguel, it is a sophisticated Mexican restaurant with a Twist on the cuisine and a colorful and Hacienda style space and has 4.3 stars out of 5. Do you want to hear more about the menu?",3,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_17,USER,"No, that sounds good.",2,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_18,ASSISTANT,"Would you like to know the address, phone number or the hours?",3,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_19,USER,The address.,0,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_20,ASSISTANT,They are located at 2330 W N Loop Blvd.,0,train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_21,ASSISTANT,See you later.,2,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_0,ASSISTANT,Hello. How may I help you?,3,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_1,USER,Hi Assistant. What should I do for dinner tonight?,3,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_2,ASSISTANT,"Would you like to order, take-out, cook at home or go out?",3,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_3,USER,I'd like to order in.,2,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_4,ASSISTANT,What type of food and how many?,1,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_5,USER,I think I want to order like hamburgers and hot dogs for three people.,2,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_6,ASSISTANT,Anything else?,2,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_7,USER,Just some drinks and French fries.,2,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_8,ASSISTANT,"Okay, done.",2,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_9,USER,That sounds great.,2,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_10,ASSISTANT,Anything else?,2,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_11,USER,Nothing else today.,1,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_12,ASSISTANT,Goodbye.,3,train
dlg-006d3491-3a42-472e-986c-bba79dd801c9,dlg-006d3491-3a42-472e-986c-bba79dd801c9_13,USER,Bye.,3,train
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_0,ASSISTANT,Hello.,3,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_1,USER,I'm looking for a place to have dinner in Washington DC.,2,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_2,ASSISTANT,Is there a particular thing that is most important to you when searching for restaurants?,2,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_3,USER,I would like the place to be formal and have live music.,2,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_4,ASSISTANT,What kind of food do you want to eat?,2,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_5,USER,Burgers.,0,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_6,ASSISTANT,Do you prefer any restaurant ratings?,1,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_7,USER,At least four stars.,0,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_8,ASSISTANT,I found a restaurant for you called the Good Stuff Eatery.,2,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_9,ASSISTANT,"Casual, multilevel upscale-industrial spot serving gourmet burgers, fries, shakes & salads.",2,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_10,USER,"Okay, I'll choose that.",2,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_11,ASSISTANT,"You're all set, enjoy your meal.",2,test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_12,USER,Thank you.,3,test
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_0,ASSISTANT,Hi.,3,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_1,USER,Hello.,3,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_2,USER,"I'm looking to find a restaurant that's downtown in the Austin, Texas area. I'm looking for something that is relatively cheap. I'm looking for either Italian or Thai.",2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_3,ASSISTANT,Okay.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_4,ASSISTANT,Which one do you want more?,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_5,USER,Probably Thai.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_6,ASSISTANT,Okay.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_7,ASSISTANT,And what else?,1,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_8,USER,"I'm looking for a restaurant that's kind of quiet, family atmosphere, one that I could sit down and eat.",2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_9,ASSISTANT,Okay.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_10,ASSISTANT,What else?,1,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_11,USER,I'm looking for something that's rated between three and four stars.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_12,USER,"The price range would probably fit in my criteria. Five stars would be good too but whatever works. I'm just looking for something downtown, though.",2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_13,ASSISTANT,Alright.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_14,ASSISTANT,Anything else?,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_15,USER,I think that's it.,3,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_16,ASSISTANT,What time did you want to eat?,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_17,USER,"Time wise, probably in the afternoon. Maybe during the evening.",2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_18,ASSISTANT,Okay.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_19,ASSISTANT,I found 2 restaurants.,1,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_20,USER,All right.,0,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_21,ASSISTANT,Koriente restaurant.,0,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_22,ASSISTANT,It has 4.3 stars.,0,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_23,ASSISTANT,"Pan-Asian fare, including vegan & gluten-free options in a homey, easygoing eatery with a patio.",2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_24,USER,Alright.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_25,ASSISTANT,The second is called Osteria Pronto.,0,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_26,USER,That one sounds nice.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_27,ASSISTANT,It has 3.9 stars.,0,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_28,USER,Ok.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_29,ASSISTANT,"Upscale, Airy Italian restaurant within the JW Marriott Hotel featuring housemade pastas & more.",2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_30,USER,I think I like the first one. I'd like to go there.,3,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_31,ASSISTANT,"Okay, Koriente restaurant.",2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_32,USER,Yes.,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_33,ASSISTANT,Anything else?,2,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_34,USER,That'll be it for today. Thank you.,3,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_35,ASSISTANT,Alright. Goodbye.,3,validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_36,USER,Bye bye.,2,validation
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_0,ASSISTANT,Hi. How can I help you?,3,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_1,USER,I need a place for lunch.,1,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_2,ASSISTANT,"Okay, what Cuisine are you looking for?",2,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_3,USER,Mexican food.,0,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_4,ASSISTANT,Where are you right now?,1,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_5,USER,"In Davis, California.",0,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_6,ASSISTANT,Are you currently walking or driving?,1,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_7,USER,Driving.,0,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_8,ASSISTANT,Are you looking for something inexpensive?,2,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_9,USER,Yes.,2,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_10,ASSISTANT,"Okay. I found a couple of places, would you like me to describe them to you?",3,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_11,ASSISTANT,"I found a couple of places, would you like me to describe them to you?",3,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_12,USER,"Yes, please.",3,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_13,ASSISTANT,"The first is Dos Coyotes Border Cafe, an authentic mexican taqueria, with a great atmosphere and outdoor seating.",2,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_14,ASSISTANT,"The second is Taqueria Guadalajara, they offer Burritos, tortas, tacos & other filling Mexican grub served up in a simple setting.",2,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_15,ASSISTANT,"The third is, Taqueria Davis, a small, local taqueria with friendly staff, and a diverse menu.",2,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_16,ASSISTANT,Is there any more information that you would like?,2,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_17,USER,No.,1,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_18,ASSISTANT,Okay. Bye. See you later.,3,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_19,ASSISTANT,Bye.,3,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_20,ASSISTANT,See you later.,2,test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_21,USER,Thank you.,3,test
dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130,dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130_0,USER,What should I do for dinner tonight?,2,train
dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130,dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130_1,ASSISTANT,"I can help you with that. Would you like to order in, go out or cook at home?",3,train
dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130,dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130_2,USER,Cook at home.,0,train
dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130,dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130_3,ASSISTANT,"Okay, what do you feel like having?",2,train
dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130,dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130_4,USER,I got a pack of hamburger meat out. What can I do?,2,train
dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130,dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130_5,ASSISTANT,"If you have any vegetables, you can cook everything and make a delicious stir fry.",2,train
dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130,dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130_6,USER,That sounds perfect. Thank you very much for your help. I appreciate it.,3,train
dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130,dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130_7,ASSISTANT,No problem. Have a great day.,3,train
dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130,dlg-0093a95e-0a10-4b02-8e55-dbf8804ed130_8,USER,"You, too.",0,train
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_0,USER,"I'd like help finding a restaurant in Rochester, New York.",3,validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_1,ASSISTANT,Hi. How can I help you?,3,validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_2,ASSISTANT,"Okay, restaurants in Rochester, New York?",2,validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_3,USER,Do you have a formal seafood restaurant?,1,validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_4,ASSISTANT,"All right, let me check for those.",2,validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_5,USER,Can the restaurant be downtown?,2,validation
