conversation_id,utterance_id,turn_id,speaker,text,segments,split
dlg-00131332-f7b3-4227-9672-652dd3a2c39e,dlg-00131332-f7b3-4227-9672-652dd3a2c39e_6,6,USER,I'd like to know if that is near ski slopes.,"[{""start_index"":28,""end_index"":43,""text"":""near ski slopes"",""annotations"":[{""name"":""hotel_search.sub_location.hotel""}]}]",train
dlg-00131332-f7b3-4227-9672-652dd3a2c39e,dlg-00131332-f7b3-4227-9672-652dd3a2c39e_8,8,USER,Is there a full bar? Is it kid friendly? And is it formal or casual?,"[{""start_index"":11,""end_index"":19,""text"":""full bar"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":27,""end_index"":39,""text"":""kid friendly"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":48,""end_index"":67,""text"":""it formal or casual"",""annotations"":[{""name"":""hotel_search.other_request""}]}]",train
dlg-00131332-f7b3-4227-9672-652dd3a2c39e,dlg-00131332-f7b3-4227-9672-652dd3a2c39e_9,9,ASSISTANT,let me check on that for you. One second. Here is the Hotel which you are looking for. There is a sports bar at the hotel.,"[{""start_index"":98,""end_index"":108,""text"":""sports bar"",""annotations"":[{""name"":""hotel_search.amenity""}]}]",train
dlg-00131332-f7b3-4227-9672-652dd3a2c39e,dlg-00131332-f7b3-4227-9672-652dd3a2c39e_12,12,USER,"Great they have a sport bar. Any special activity center duties and does the room have a balcony, cable TV, a mini-fridge, coffee and honor bar and a fireplace.","[{""start_index"":18,""end_index"":27,""text"":""sport bar"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":89,""end_index"":96,""text"":""balcony"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":98,""end_index"":106,""text"":""cable TV"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":110,""end_index"":121,""text"":""mini-fridge"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":123,""end_index"":129,""text"":""coffee"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":134,""end_index"":143,""text"":""honor bar"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":150,""end_index"":159,""text"":""fireplace"",""annotations"":[{""name"":""hotel_search.amenity""}]}]",train
dlg-00131332-f7b3-4227-9672-652dd3a2c39e,dlg-00131332-f7b3-4227-9672-652dd3a2c39e_14,14,USER,"A balcony or terrace, a TV with cable, mini fridge, coffee maker, honor bar and fireplace.","[{""start_index"":2,""end_index"":9,""text"":""balcony"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":13,""end_index"":20,""text"":""terrace"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":24,""end_index"":37,""text"":""TV with cable"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":39,""end_index"":50,""text"":""mini fridge"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":52,""end_index"":64,""text"":""coffee maker"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":66,""end_index"":75,""text"":""honor bar"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":80,""end_index"":89,""text"":""fireplace"",""annotations"":[{""name"":""hotel_search.amenity""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_3,3,USER,Squaw Valley California.,"[{""start_index"":0,""end_index"":12,""text"":""Squaw Valley"",""annotations"":[{""name"":""hotel_search.name.hotel""}]},{""start_index"":13,""end_index"":23,""text"":""California"",""annotations"":[{""name"":""hotel_search.location.hotel""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_5,5,USER,And my date of Janine will be between 22-24 December.,"[{""start_index"":30,""end_index"":52,""text"":""between 22-24 December"",""annotations"":[{""name"":""hotel_search.date_range""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_7,7,USER,I would like to know that the hotel near to downtown or not?,"[{""start_index"":36,""end_index"":52,""text"":""near to downtown"",""annotations"":[{""name"":""hotel_search.sub_location.hotel""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_8,8,ASSISTANT,"Yes, the hotel is near downtown.","[{""start_index"":18,""end_index"":31,""text"":""near downtown"",""annotations"":[{""name"":""hotel_search.sub_location.hotel""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_13,13,USER,And does the hotel have pool with hot tub and fitness center?,"[{""start_index"":24,""end_index"":41,""text"":""pool with hot tub"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":46,""end_index"":60,""text"":""fitness center"",""annotations"":[{""name"":""hotel_search.amenity""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_14,14,ASSISTANT,"Yes, the hotel has a hot tub and a fitness center.","[{""start_index"":19,""end_index"":28,""text"":""a hot tub"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":33,""end_index"":49,""text"":""a fitness center"",""annotations"":[{""name"":""hotel1_detail.amenity""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_15,15,USER,Does the room have balcony or a terrace?,"[{""start_index"":19,""end_index"":26,""text"":""balcony"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":30,""end_index"":39,""text"":""a terrace"",""annotations"":[{""name"":""hotel_search.amenity""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_16,16,ASSISTANT,"Yes, the rooms have a balcony.","[{""start_index"":20,""end_index"":29,""text"":""a balcony"",""annotations"":[{""name"":""hotel1_detail.amenity""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_17,17,USER,Does it have mini fridge or coffee maker?,"[{""start_index"":13,""end_index"":24,""text"":""mini fridge"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":28,""end_index"":40,""text"":""coffee maker"",""annotations"":[{""name"":""hotel_search.amenity""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_18,18,ASSISTANT,"Yes, they have mini fridges.","[{""start_index"":15,""end_index"":27,""text"":""mini fridges"",""annotations"":[{""name"":""hotel1_detail.amenity""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_20,20,ASSISTANT,For your dates it'll be around $349 per night.,"[{""start_index"":24,""end_index"":45,""text"":""around $349 per night"",""annotations"":[{""name"":""hotel_search.price_range""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_22,22,ASSISTANT,Are you excited to go to Squaw Valley?,"[{""start_index"":25,""end_index"":37,""text"":""Squaw Valley"",""annotations"":[{""name"":""hotel_search.name.hotel""}]}]",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_24,24,ASSISTANT,Why are you not going to Squaw Valley then?,"[{""start_index"":25,""end_index"":37,""text"":""Squaw Valley"",""annotations"":[{""name"":""hotel_search.name.hotel""}]}]",train
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_1,1,USER,"Hi, I'd like to find a hotel in Laguna Beach, California.","[{""start_index"":32,""end_index"":44,""text"":""Laguna Beach"",""annotations"":[{""name"":""hotel_search.sub_location.hotel""}]},{""start_index"":46,""end_index"":56,""text"":""California"",""annotations"":[{""name"":""hotel_search.location.hotel""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_3,3,USER,June 7th to the 13th.,"[{""start_index"":0,""end_index"":20,""text"":""June 7th to the 13th"",""annotations"":[{""name"":""hotel_search.date_range""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_5,5,USER,June 7th to the 13th.,"[{""start_index"":0,""end_index"":20,""text"":""June 7th to the 13th"",""annotations"":[{""name"":""hotel_search.date_range""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_6,6,ASSISTANT,"Okay, June 7th to the 13th.","[{""start_index"":6,""end_index"":26,""text"":""June 7th to the 13th"",""annotations"":[{""name"":""hotel_search.date_range""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_7,7,USER,I need it to have at least three stars.,"[{""start_index"":18,""end_index"":38,""text"":""at least three stars"",""annotations"":[{""name"":""hotel_search.customer_rating""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_9,9,USER,$200 a night.,"[{""start_index"":0,""end_index"":12,""text"":""$200 a night"",""annotations"":[{""name"":""hotel_search.price_range""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_11,11,USER,I just need it to have two double beds. I need to have parking. And I want it to be near the beach.,"[{""start_index"":23,""end_index"":26,""text"":""two"",""annotations"":[{""name"":""hotel_search. num.beds""}]},{""start_index"":27,""end_index"":38,""text"":""double beds"",""annotations"":[{""name"":""hotel_search.type.bed""}]},{""start_index"":55,""end_index"":62,""text"":""parking"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":84,""end_index"":98,""text"":""near the beach"",""annotations"":[{""name"":""hotel_search.sub_location.hotel""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_13,13,USER,Which one has the best customer reviews?,"[{""start_index"":18,""end_index"":39,""text"":""best customer reviews"",""annotations"":[{""name"":""hotel_search.customer_rating""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_14,14,ASSISTANT,The best hotel with the best customer reviews would be at the Laguna Beach Inn.,"[{""start_index"":24,""end_index"":45,""text"":""best customer reviews"",""annotations"":[{""name"":""hotel_search.customer_rating""}]},{""start_index"":58,""end_index"":78,""text"":""the Laguna Beach Inn"",""annotations"":[{""name"":""hotel1_detail.name.hotel""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_15,15,USER,How far away is it from the beach?,"[{""start_index"":28,""end_index"":33,""text"":""beach"",""annotations"":[{""name"":""hotel_search.sub_location.hotel""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_16,16,ASSISTANT,The beach is three minutes from the hotel.,"[{""start_index"":0,""end_index"":41,""text"":""The beach is three minutes from the hotel"",""annotations"":[{""name"":""hotel1_detail.other_detail""}]},{""start_index"":4,""end_index"":9,""text"":""beach"",""annotations"":[{""name"":""hotel_search.sub_location.hotel""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_17,17,USER,Does it have any restaurant or bars nearby?,"[{""start_index"":17,""end_index"":27,""text"":""restaurant"",""annotations"":[{""name"":""hotel_search.amenity""}]},{""start_index"":31,""end_index"":35,""text"":""bars"",""annotations"":[{""name"":""hotel_search.amenity""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_18,18,ASSISTANT,"Let me check that for you. Hold on a second. This hotel is within 10 minutes of downtown. So, there are plenty of restaurants nearby.","[{""start_index"":45,""end_index"":88,""text"":""This hotel is within 10 minutes of downtown"",""annotations"":[{""name"":""hotel1_detail.other_detail""}]},{""start_index"":80,""end_index"":88,""text"":""downtown"",""annotations"":[{""name"":""hotel_search.sub_location.hotel""}]},{""start_index"":114,""end_index"":125,""text"":""restaurants"",""annotations"":[{""name"":""hotel1_detail.amenity""}]}]",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_21,21,ASSISTANT,"Sure thing, here is their address: 2020 s Coast Hwy, Laguna Beach, CA 92651.","[{""start_index"":35,""end_index"":75,""text"":""2020 s Coast Hwy, Laguna Beach, CA 92651"",""annotations"":[{""name"":""hotel1_detail.location""}]}]",test
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_1,1,USER,I'd like help in finding a hotel in San Francisco.,"[{""start_index"":36,""end_index"":49,""text"":""San Francisco"",""annotations"":[{""name"":""hotel_search.location.hotel""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_3,3,USER,March 7th to the 10th.,"[{""start_index"":0,""end_index"":21,""text"":""March 7th to the 10th"",""annotations"":[{""name"":""hotel_search.date_range""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_5,5,USER,One.,"[{""start_index"":0,""end_index"":3,""text"":""One"",""annotations"":[{""name"":""hotel_search.num.guests""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_8,8,USER,Three stars or better.,"[{""start_index"":0,""end_index"":21,""text"":""Three stars or better"",""annotations"":[{""name"":""hotel_search.star_rating""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_10,10,USER,And less than $200 a night.,"[{""start_index"":4,""end_index"":26,""text"":""less than $200 a night"",""annotations"":[{""name"":""hotel_search.price_range""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_13,13,USER,Closest to the baseball stadium.,"[{""start_index"":0,""end_index"":31,""text"":""Closest to the baseball stadium"",""annotations"":[{""name"":""hotel_search.sub_location.hotel""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_18,18,ASSISTANT,Courtyard by Marriott San Francisco Downtown and the cost is $179.,"[{""start_index"":0,""end_index"":44,""text"":""Courtyard by Marriott San Francisco Downtown"",""annotations"":[{""name"":""hotel1_detail.name.hotel""}]},{""start_index"":61,""end_index"":65,""text"":""$179"",""annotations"":[{""name"":""hotel1_detail.price_per_night""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_19,19,USER,Do they offer free breakfast?,"[{""start_index"":14,""end_index"":28,""text"":""free breakfast"",""annotations"":[{""name"":""hotel_search.amenity""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_20,20,ASSISTANT,"Modern hotel with an indoor pool, a restaurant & a coffee shop, plus free WiFi.","[{""start_index"":21,""end_index"":32,""text"":""indoor pool"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":36,""end_index"":46,""text"":""restaurant"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":51,""end_index"":62,""text"":""coffee shop"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":69,""end_index"":78,""text"":""free WiFi"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":0,""end_index"":78,""text"":""Modern hotel with an indoor pool, a restaurant & a coffee shop, plus free WiFi"",""annotations"":[{""name"":""hotel1_detail.other_detail""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_22,22,ASSISTANT,"Contemporary rooms offer free WiFi and flat-screen TVs, plus desks, mini fridges and coffeemakers. Suites and upgraded rooms add pull-out sofas, and some feature whirlpool tubs. Social spaces include a living room-style lobby with fire pits, plus an outdoor courtyard.","[{""start_index"":0,""end_index"":18,""text"":""Contemporary rooms"",""annotations"":[{""name"":""hotel1_detail.type.room""}]},{""start_index"":25,""end_index"":34,""text"":""free WiFi"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":39,""end_index"":54,""text"":""flat-screen TVs"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":61,""end_index"":66,""text"":""desks"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":68,""end_index"":80,""text"":""mini fridges"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":85,""end_index"":97,""text"":""coffeemakers"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":99,""end_index"":105,""text"":""Suites"",""annotations"":[{""name"":""hotel1_detail.type.room""}]},{""start_index"":110,""end_index"":124,""text"":""upgraded rooms"",""annotations"":[{""name"":""hotel1_detail.type.room""}]},{""start_index"":129,""end_index"":143,""text"":""pull-out sofas"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":149,""end_index"":176,""text"":""some feature whirlpool tubs"",""annotations"":[{""name"":""hotel1_detail.other_detail""}]},{""start_index"":162,""end_index"":176,""text"":""whirlpool tubs"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":178,""end_index"":267,""text"":""Social spaces include a living room-style lobby with fire pits, plus an outdoor courtyard"",""annotations"":[{""name"":""hotel1_detail.other_detail""}]},{""start_index"":202,""end_index"":240,""text"":""living room-style lobby with fire pits"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":250,""end_index"":267,""text"":""outdoor courtyard"",""annotations"":[{""name"":""hotel1_detail.amenity""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_23,23,ASSISTANT,"The American restaurant serves breakfast, a grill restaurant serves dinner, and there's an on-site Starbucks. Other amenities include an indoor pool and an exercise room, plus a business center and 20 meeting rooms.","[{""start_index"":137,""end_index"":148,""text"":""indoor pool"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":156,""end_index"":169,""text"":""exercise room"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":178,""end_index"":193,""text"":""business center"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":198,""end_index"":214,""text"":""20 meeting rooms"",""annotations"":[{""name"":""hotel1_detail.amenity""}]},{""start_index"":0,""end_index"":214,""text"":""The American restaurant serves breakfast, a grill restaurant serves dinner, and there's an on-site Starbucks. Other amenities include an indoor pool and an exercise room, plus a business center and 20 meeting rooms"",""annotations"":[{""name"":""hotel1_detail.other_detail""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_24,24,USER,How much is a room with two beds?,"[{""start_index"":24,""end_index"":32,""text"":""two beds"",""annotations"":[{""name"":""hotel_search. num.beds""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_25,25,ASSISTANT,179$.,"[{""start_index"":0,""end_index"":4,""text"":""179$"",""annotations"":[{""name"":""hotel1_detail.price_per_night""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_28,28,ASSISTANT,We have Hotel Triton for $139.,"[{""start_index"":8,""end_index"":20,""text"":""Hotel Triton"",""annotations"":[{""name"":""hotel2_detail.name.hotel""}]},{""start_index"":25,""end_index"":29,""text"":""$139"",""annotations"":[{""name"":""hotel2_detail.price_per_night""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_30,30,ASSISTANT,3.9.,"[{""start_index"":0,""end_index"":3,""text"":""3.9"",""annotations"":[{""name"":""hotel2_detail.customer_rating""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_31,31,USER,How far away is that hotel from the baseball park?,"[{""start_index"":27,""end_index"":49,""text"":""from the baseball park"",""annotations"":[{""name"":""hotel_search.sub_location.hotel""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_32,32,ASSISTANT,It's just a 15 min from there.,"[{""start_index"":0,""end_index"":29,""text"":""It's just a 15 min from there"",""annotations"":[{""name"":""hotel2_detail.other_detail""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_34,34,ASSISTANT,Driving 1.7 miles in distance.,"[{""start_index"":0,""end_index"":29,""text"":""Driving 1.7 miles in distance"",""annotations"":[{""name"":""hotel2_detail.other_detail""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_39,39,USER,March 7th to 10th.,"[{""start_index"":0,""end_index"":17,""text"":""March 7th to 10th"",""annotations"":[{""name"":""hotel_search.date_range""}]}]",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_40,40,ASSISTANT,"Yes, it is confirmed from march 7th to 10th.","[{""start_index"":5,""end_index"":20,""text"":""it is confirmed"",""annotations"":[{""name"":""hotel_booked.hotel_booked""}]},{""start_index"":21,""end_index"":43,""text"":""from march 7th to 10th"",""annotations"":[{""name"":""hotel_search.date_range""}]}]",validation
