conversation_id,utterance_id,turn_id,speaker,text,segments,split
dlg-00d882a3-255d-4e15-99cb-f068046d6eb2,dlg-00d882a3-255d-4e15-99cb-f068046d6eb2_18,18,ASSISTANT,Okay. I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.,"[{""start_index"":73,""end_index"":80,""text"":""pick-up"",""annotations"":[{""name"":""food_order.type.retrieval""}]},{""start_index"":84,""end_index"":100,""text"":""about 20 minutes"",""annotations"":[{""name"":""food_order.time.pickup""}]}]",train
dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830,dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830_1,1,USER,Hi. I'd like to order a sandwich takeout order for one.,"[{""start_index"":24,""end_index"":32,""text"":""sandwich"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":33,""end_index"":40,""text"":""takeout"",""annotations"":[{""name"":""food_order.type.retrieval""}]},{""start_index"":51,""end_index"":54,""text"":""one"",""annotations"":[{""name"":""food_order.num.people""}]}]",test
dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830,dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830_2,2,ASSISTANT,Okay and how would you like a sandwich?,"[{""start_index"":30,""end_index"":38,""text"":""sandwich"",""annotations"":[{""name"":""food_order.name.item""}]}]",test
dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830,dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830_3,3,USER,I'd like one BLT on rye bread with a lemonade and a side of potato chips.,"[{""start_index"":9,""end_index"":29,""text"":""one BLT on rye bread"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":35,""end_index"":45,""text"":""a lemonade"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":50,""end_index"":56,""text"":""a side"",""annotations"":[{""name"":""food_order.other_description.item""}]},{""start_index"":57,""end_index"":72,""text"":""of potato chips"",""annotations"":[{""name"":""food_order.name.item""}]}]",test
dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830,dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830_5,5,USER,Yes. I'd like one BLT on rye bread with a lemonade and a side of potato chips.,"[{""start_index"":14,""end_index"":34,""text"":""one BLT on rye bread"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":40,""end_index"":50,""text"":""a lemonade"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":55,""end_index"":61,""text"":""a side"",""annotations"":[{""name"":""food_order.other_description.item""}]},{""start_index"":62,""end_index"":77,""text"":""of potato chips"",""annotations"":[{""name"":""food_order.name.item""}]}]",test
dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830,dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830_6,6,ASSISTANT,One BLT on rye bread with a lemonade and a side of potato chips. Is that correct?,"[{""start_index"":0,""end_index"":20,""text"":""One BLT on rye bread"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":26,""end_index"":36,""text"":""a lemonade"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":41,""end_index"":47,""text"":""a side"",""annotations"":[{""name"":""food_order.other_description.item""}]},{""start_index"":48,""end_index"":63,""text"":""of potato chips"",""annotations"":[{""name"":""food_order.name.item""}]}]",test
dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830,dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830_8,8,ASSISTANT,"Okay, I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.","[{""start_index"":73,""end_index"":80,""text"":""pick-up"",""annotations"":[{""name"":""food_order.type.retrieval""}]},{""start_index"":84,""end_index"":100,""text"":""about 20 minutes"",""annotations"":[{""name"":""food_order.time.pickup""}]}]",test
dlg-01765acc-b2cf-46b9-8961-7f259645b414,dlg-01765acc-b2cf-46b9-8961-7f259645b414_1,1,USER,"Hi, I'm in this really like super three-way relationship, and we are looking to buy some sandwiches. Can you help me with that?","[{""start_index"":89,""end_index"":99,""text"":""sandwiches"",""annotations"":[{""name"":""food_order.type.food""}]}]",train
dlg-01765acc-b2cf-46b9-8961-7f259645b414,dlg-01765acc-b2cf-46b9-8961-7f259645b414_2,2,ASSISTANT,"Yes, I can. What kind of sandwiches would you like to order?","[{""start_index"":25,""end_index"":35,""text"":""sandwiches"",""annotations"":[{""name"":""food_order.type.food""}]}]",train
dlg-01765acc-b2cf-46b9-8961-7f259645b414,dlg-01765acc-b2cf-46b9-8961-7f259645b414_3,3,USER,"I would like one BLT, one chip butty, and two Reubens.","[{""start_index"":13,""end_index"":20,""text"":""one BLT"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":22,""end_index"":36,""text"":""one chip butty"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":42,""end_index"":53,""text"":""two Reubens"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-01765acc-b2cf-46b9-8961-7f259645b414,dlg-01765acc-b2cf-46b9-8961-7f259645b414_5,5,ASSISTANT,"Just to confirm, you would like to order one BLT, one chip buddy, 2 Ruben's.","[{""start_index"":41,""end_index"":48,""text"":""one BLT"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":50,""end_index"":64,""text"":""one chip buddy"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":66,""end_index"":75,""text"":""2 Ruben's"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-01765acc-b2cf-46b9-8961-7f259645b414,dlg-01765acc-b2cf-46b9-8961-7f259645b414_7,7,USER,"Hey, Can I get extra mayo with all of that?","[{""start_index"":15,""end_index"":42,""text"":""extra mayo with all of that"",""annotations"":[{""name"":""food_order.other_description.item""}]}]",train
dlg-01765acc-b2cf-46b9-8961-7f259645b414,dlg-01765acc-b2cf-46b9-8961-7f259645b414_11,11,ASSISTANT,As requested your sandwiches will be prepared with extra mayo.,"[{""start_index"":18,""end_index"":28,""text"":""sandwiches"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":46,""end_index"":61,""text"":""with extra mayo"",""annotations"":[{""name"":""food_order.other_description.item""}]}]",train
dlg-01765acc-b2cf-46b9-8961-7f259645b414,dlg-01765acc-b2cf-46b9-8961-7f259645b414_16,16,ASSISTANT,Okay. I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.,"[{""start_index"":73,""end_index"":80,""text"":""pick-up"",""annotations"":[{""name"":""food_order.type.retrieval""}]},{""start_index"":84,""end_index"":100,""text"":""about 20 minutes"",""annotations"":[{""name"":""food_order.time.pickup""}]}]",train
dlg-01839744-e367-4b7d-b8c4-42a40974c310,dlg-01839744-e367-4b7d-b8c4-42a40974c310_1,1,USER,"Yes, I'd like to order hot dogs for three people, please.","[{""start_index"":36,""end_index"":48,""text"":""three people"",""annotations"":[{""name"":""food_order.num.people""}]},{""start_index"":23,""end_index"":31,""text"":""hot dogs"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-01839744-e367-4b7d-b8c4-42a40974c310,dlg-01839744-e367-4b7d-b8c4-42a40974c310_2,2,ASSISTANT,Just to confirm you would like to order hot dogs for three people.,"[{""start_index"":53,""end_index"":65,""text"":""three people"",""annotations"":[{""name"":""food_order.num.people""}]},{""start_index"":40,""end_index"":48,""text"":""hot dogs"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-01839744-e367-4b7d-b8c4-42a40974c310,dlg-01839744-e367-4b7d-b8c4-42a40974c310_4,4,ASSISTANT,What kind of hot dogs would you like to order?,"[{""start_index"":13,""end_index"":21,""text"":""hot dogs"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-01839744-e367-4b7d-b8c4-42a40974c310,dlg-01839744-e367-4b7d-b8c4-42a40974c310_5,5,USER,"Three hot dogs, everything on it, please. And three large order of fries and three Cherry Cokes, please. And that'll be it.","[{""start_index"":0,""end_index"":14,""text"":""Three hot dogs"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":16,""end_index"":32,""text"":""everything on it"",""annotations"":[{""name"":""food_order.other_description.item""}]},{""start_index"":46,""end_index"":72,""text"":""three large order of fries"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":77,""end_index"":95,""text"":""three Cherry Cokes"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-01839744-e367-4b7d-b8c4-42a40974c310,dlg-01839744-e367-4b7d-b8c4-42a40974c310_6,6,ASSISTANT,"Just to confirm you would like to order three hot dogs with everything on it, three large fries and three Cherry Cokes.","[{""start_index"":40,""end_index"":54,""text"":""three hot dogs"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":55,""end_index"":76,""text"":""with everything on it"",""annotations"":[{""name"":""food_order.other_description.item""}]},{""start_index"":78,""end_index"":95,""text"":""three large fries"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":100,""end_index"":118,""text"":""three Cherry Cokes"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-01839744-e367-4b7d-b8c4-42a40974c310,dlg-01839744-e367-4b7d-b8c4-42a40974c310_10,10,ASSISTANT,"""Okay, I have your personal details on file. Your order will be ready for pick-up in 20 minutes"".","[{""start_index"":74,""end_index"":81,""text"":""pick-up"",""annotations"":[{""name"":""food_order.type.retrieval""}]},{""start_index"":85,""end_index"":95,""text"":""20 minutes"",""annotations"":[{""name"":""food_order.time.pickup""}]}]",train
dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24,dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24_2,2,ASSISTANT,"Sure, let me bring that up. Looks like you had 1 market burrito with black beans and spicy salsa and 1 chicken taco platter with refried beans. Is that right?","[{""start_index"":47,""end_index"":63,""text"":""1 market burrito"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":64,""end_index"":96,""text"":""with black beans and spicy salsa"",""annotations"":[{""name"":""food_order.other_description.item""}]},{""start_index"":101,""end_index"":123,""text"":""1 chicken taco platter"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":124,""end_index"":142,""text"":""with refried beans"",""annotations"":[{""name"":""food_order.other_description.item""}]}]",train
dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24,dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24_3,3,USER,That's correct but I'd like to add two iced teas if you don't mind.,"[{""start_index"":35,""end_index"":48,""text"":""two iced teas"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24,dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24_4,4,ASSISTANT,Two iced teas sure. I've added that to the order.,"[{""start_index"":0,""end_index"":13,""text"":""Two iced teas"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24,dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24_8,8,ASSISTANT,Okay. Let me confirm what you have: 1 market burrito with black beans and spicy salsa and 1 chicken taco platter with refried beans and 2 ice teas.,"[{""start_index"":36,""end_index"":52,""text"":""1 market burrito"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":53,""end_index"":85,""text"":""with black beans and spicy salsa"",""annotations"":[{""name"":""food_order.other_description.item""}]},{""start_index"":90,""end_index"":112,""text"":""1 chicken taco platter"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":113,""end_index"":131,""text"":""with refried beans"",""annotations"":[{""name"":""food_order.other_description.item""}]},{""start_index"":136,""end_index"":146,""text"":""2 ice teas"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24,dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24_10,10,ASSISTANT,Okay. Your order will be ready for pick-up in about 20 minutes.,"[{""start_index"":35,""end_index"":42,""text"":""pick-up"",""annotations"":[{""name"":""food_order.type.retrieval""}]},{""start_index"":52,""end_index"":62,""text"":""20 minutes"",""annotations"":[{""name"":""food_order.time.pickup""}]}]",train
dlg-02a11af8-646b-4376-b86f-a25ac8fbb6eb,dlg-02a11af8-646b-4376-b86f-a25ac8fbb6eb_3,3,USER,For three people.,"[{""start_index"":4,""end_index"":16,""text"":""three people"",""annotations"":[{""name"":""food_order.num.people""}]}]",train
dlg-02a11af8-646b-4376-b86f-a25ac8fbb6eb,dlg-02a11af8-646b-4376-b86f-a25ac8fbb6eb_4,4,USER,I'd like to order six hot dogs for take out.,"[{""start_index"":18,""end_index"":30,""text"":""six hot dogs"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":35,""end_index"":43,""text"":""take out"",""annotations"":[{""name"":""food_order.type.retrieval""}]}]",train
dlg-02a11af8-646b-4376-b86f-a25ac8fbb6eb,dlg-02a11af8-646b-4376-b86f-a25ac8fbb6eb_6,6,USER,"I would like them to have ketchup, mustard, onions, and relish on them.","[{""start_index"":0,""end_index"":70,""text"":""I would like them to have ketchup, mustard, onions, and relish on them"",""annotations"":[{""name"":""food_order.other_description.item""}]}]",train
dlg-02a11af8-646b-4376-b86f-a25ac8fbb6eb,dlg-02a11af8-646b-4376-b86f-a25ac8fbb6eb_7,7,ASSISTANT,I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.,"[{""start_index"":67,""end_index"":74,""text"":""pick-up"",""annotations"":[{""name"":""food_order.type.retrieval""}]},{""start_index"":78,""end_index"":94,""text"":""about 20 minutes"",""annotations"":[{""name"":""food_order.time.pickup""}]}]",train
dlg-02e2f90f-746c-414f-99fd-cc5178ae60a6,dlg-02e2f90f-746c-414f-99fd-cc5178ae60a6_0,0,USER,Hi. I'd like to order a hot dog.,"[{""start_index"":24,""end_index"":31,""text"":""hot dog"",""annotations"":[{""name"":""food_order.name.item""}]}]",test
dlg-02e2f90f-746c-414f-99fd-cc5178ae60a6,dlg-02e2f90f-746c-414f-99fd-cc5178ae60a6_4,4,ASSISTANT,"Okay, and how would you like the hot dog ordered? One hot dog with everything on it, pickled and jalapenos on the side, with a large fries and coke. Does that complete your order?","[{""start_index"":33,""end_index"":40,""text"":""hot dog"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":50,""end_index"":61,""text"":""One hot dog"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":62,""end_index"":83,""text"":""with everything on it"",""annotations"":[{""name"":""food_order.other_description.item""}]},{""start_index"":85,""end_index"":106,""text"":""pickled and jalapenos"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":107,""end_index"":118,""text"":""on the side"",""annotations"":[{""name"":""food_order.other_description.item""}]},{""start_index"":125,""end_index"":138,""text"":""a large fries"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":143,""end_index"":147,""text"":""coke"",""annotations"":[{""name"":""food_order.name.item""}]}]",test
dlg-02e2f90f-746c-414f-99fd-cc5178ae60a6,dlg-02e2f90f-746c-414f-99fd-cc5178ae60a6_5,5,ASSISTANT,OK. I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.,"[{""start_index"":71,""end_index"":78,""text"":""pick-up"",""annotations"":[{""name"":""food_order.type.retrieval""}]},{""start_index"":82,""end_index"":98,""text"":""about 20 minutes"",""annotations"":[{""name"":""food_order.time.pickup""}]}]",test
dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f,dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f_2,2,USER,"Hi. Today I need to find a restaurant for take-out for one person, and I'm looking for burritos to eat.","[{""start_index"":42,""end_index"":50,""text"":""take-out"",""annotations"":[{""name"":""food_order.type.retrieval""}]},{""start_index"":55,""end_index"":65,""text"":""one person"",""annotations"":[{""name"":""food_order.num.people""}]},{""start_index"":87,""end_index"":95,""text"":""burritos"",""annotations"":[{""name"":""food_order.type.food""}]}]",train
dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f,dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f_5,5,USER,"I'm looking to order two beef burritos, and a large Hi-C.","[{""start_index"":21,""end_index"":38,""text"":""two beef burritos"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":46,""end_index"":56,""text"":""large Hi-C"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f,dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f_6,6,ASSISTANT,2 beef burritos and a large Hi-C.,"[{""start_index"":0,""end_index"":15,""text"":""2 beef burritos"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":22,""end_index"":32,""text"":""large Hi-C"",""annotations"":[{""name"":""food_order.name.item""}]}]",train
dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f,dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f_10,10,ASSISTANT,Okay. I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.,"[{""start_index"":73,""end_index"":80,""text"":""pick-up"",""annotations"":[{""name"":""food_order.type.retrieval""}]},{""start_index"":90,""end_index"":100,""text"":""20 minutes"",""annotations"":[{""name"":""food_order.time.pickup""}]}]",train
dlg-0354e60a-4747-408a-9d1b-6c981d4d579f,dlg-0354e60a-4747-408a-9d1b-6c981d4d579f_2,2,USER,"Hi, I would like to place an order of Mexican food for one person.","[{""start_index"":38,""end_index"":45,""text"":""Mexican"",""annotations"":[{""name"":""food_order.type.food""}]},{""start_index"":55,""end_index"":65,""text"":""one person"",""annotations"":[{""name"":""food_order.num.people""}]}]",train
dlg-0354e60a-4747-408a-9d1b-6c981d4d579f,dlg-0354e60a-4747-408a-9d1b-6c981d4d579f_4,4,USER,Get me the chicken beef quesadilla and a soft shell beef taco without lettuce.,"[{""start_index"":11,""end_index"":34,""text"":""chicken beef quesadilla"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":41,""end_index"":61,""text"":""soft shell beef taco"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":62,""end_index"":77,""text"":""without lettuce"",""annotations"":[{""name"":""food_order.other_description.item""}]}]",train
dlg-0354e60a-4747-408a-9d1b-6c981d4d579f,dlg-0354e60a-4747-408a-9d1b-6c981d4d579f_5,5,ASSISTANT,"One order of chicken beef quesadilla, one soft shell beef taco without lettuce. Anything else?","[{""start_index"":0,""end_index"":36,""text"":""One order of chicken beef quesadilla"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":38,""end_index"":62,""text"":""one soft shell beef taco"",""annotations"":[{""name"":""food_order.name.item""}]},{""start_index"":63,""end_index"":78,""text"":""without lettuce"",""annotations"":[{""name"":""food_order.other_description.item""}]}]",train
