conversation_id,utterance_id,turn_id,speaker,text,segments,split
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_5,5,ASSISTANT,"I have Wildflower Cafe and Bakery, Chester's Chicken, The Big Blue Cafe.","[{""start_index"":7,""end_index"":33,""text"":""Wildflower Cafe and Bakery"",""annotations"":[{""name"":""restaurant.name.restaurant""}]},{""start_index"":35,""end_index"":52,""text"":""Chester's Chicken"",""annotations"":[{""name"":""restaurant.name.restaurant""}]},{""start_index"":54,""end_index"":71,""text"":""The Big Blue Cafe"",""annotations"":[{""name"":""restaurant.name.restaurant""}]}]",test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_6,6,USER,What's the atmosphere like at The Big Blue Cafe?,"[{""start_index"":30,""end_index"":47,""text"":""The Big Blue Cafe"",""annotations"":[{""name"":""restaurant.name.restaurant""}]}]",test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_7,7,ASSISTANT,Causal.,"[{""start_index"":0,""end_index"":6,""text"":""Causal"",""annotations"":[{""name"":""restaurant.other_description""}]}]",test
dlg-004997dc-c28d-4cd5-85f2-1e155093c57c,dlg-004997dc-c28d-4cd5-85f2-1e155093c57c_9,9,ASSISTANT,$8 to $10.,"[{""start_index"":0,""end_index"":9,""text"":""$8 to $10"",""annotations"":[{""name"":""restaurant.price_range""}]}]",test
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_1,1,USER,I am looking for a place to have dinner tonight.,"[{""start_index"":33,""end_index"":39,""text"":""dinner"",""annotations"":[{""name"":""restaurant.type.meal""}]}]",train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_2,2,ASSISTANT,"I see that you're in Austin, Texas. Is that where you would like me to find you a restaurant?","[{""start_index"":21,""end_index"":34,""text"":""Austin, Texas"",""annotations"":[{""name"":""restaurant.location""}]}]",train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_5,5,USER,Burgers and Fries.,"[{""start_index"":0,""end_index"":7,""text"":""Burgers"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":12,""end_index"":17,""text"":""Fries"",""annotations"":[{""name"":""restaurant.type.food""}]}]",train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_6,6,ASSISTANT,"Okay, got it. You want burgers and fries. Tell me more about what else you're looking for in the restaurant so I can narrow your choices down.","[{""start_index"":23,""end_index"":30,""text"":""burgers"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":35,""end_index"":40,""text"":""fries"",""annotations"":[{""name"":""restaurant.type.food""}]}]",train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_7,7,USER,A full service bar around $20 per plate.,"[{""start_index"":0,""end_index"":18,""text"":""A full service bar"",""annotations"":[{""name"":""restaurant.other_description""}]},{""start_index"":26,""end_index"":39,""text"":""$20 per plate"",""annotations"":[{""name"":""restaurant.price_range""}]}]",train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_9,9,USER,Authentic American food.,"[{""start_index"":10,""end_index"":18,""text"":""American"",""annotations"":[{""name"":""restaurant.type.food""}]}]",train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_12,12,ASSISTANT,"I found a highly rated restaurant called Second Floor in Kitchen, it is 4.3 stars out of 5 and it's described is New American tasting menus in a sophisticated setting. How does it sound?","[{""start_index"":41,""end_index"":64,""text"":""Second Floor in Kitchen"",""annotations"":[{""name"":""restaurant.name.restaurant""}]},{""start_index"":72,""end_index"":90,""text"":""4.3 stars out of 5"",""annotations"":[{""name"":""restaurant.rating""}]},{""start_index"":0,""end_index"":166,""text"":""I found a highly rated restaurant called Second Floor in Kitchen, it is 4.3 stars out of 5 and it's described is New American tasting menus in a sophisticated setting"",""annotations"":[{""name"":""restaurant.offical_description""}]},{""start_index"":117,""end_index"":125,""text"":""American"",""annotations"":[{""name"":""restaurant.type.food""}]}]",train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_13,13,USER,"Actually, I'd rather have Mexican food.","[{""start_index"":26,""end_index"":33,""text"":""Mexican"",""annotations"":[{""name"":""restaurant.type.food""}]}]",train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_16,16,ASSISTANT,"There is Fonda San Miguel, it is a sophisticated Mexican restaurant with a Twist on the cuisine and a colorful and Hacienda style space and has 4.3 stars out of 5. Do you want to hear more about the menu?","[{""start_index"":9,""end_index"":25,""text"":""Fonda San Miguel"",""annotations"":[{""name"":""restaurant.name.restaurant""}]},{""start_index"":49,""end_index"":56,""text"":""Mexican"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":144,""end_index"":162,""text"":""4.3 stars out of 5"",""annotations"":[{""name"":""restaurant.rating""}]},{""start_index"":0,""end_index"":162,""text"":""There is Fonda San Miguel, it is a sophisticated Mexican restaurant with a Twist on the cuisine and a colorful and Hacienda style space and has 4.3 stars out of 5"",""annotations"":[{""name"":""restaurant.offical_description""}]}]",train
dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1,dlg-005a1861-bf2f-4ade-9ed1-025a4a5aabc1_20,20,ASSISTANT,They are located at 2330 W N Loop Blvd.,"[{""start_index"":20,""end_index"":38,""text"":""2330 W N Loop Blvd"",""annotations"":[{""name"":""restaurant.location""}]}]",train
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_1,1,USER,I'm looking for a place to have dinner in Washington DC.,"[{""start_index"":32,""end_index"":38,""text"":""dinner"",""annotations"":[{""name"":""restaurant.type.meal""}]},{""start_index"":42,""end_index"":55,""text"":""Washington DC"",""annotations"":[{""name"":""restaurant.location""}]}]",test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_3,3,USER,I would like the place to be formal and have live music.,"[{""start_index"":29,""end_index"":35,""text"":""formal"",""annotations"":[{""name"":""restaurant.other_description""}]},{""start_index"":45,""end_index"":55,""text"":""live music"",""annotations"":[{""name"":""restaurant.other_description""}]}]",test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_5,5,USER,Burgers.,"[{""start_index"":0,""end_index"":7,""text"":""Burgers"",""annotations"":[{""name"":""restaurant.type.food""}]}]",test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_7,7,USER,At least four stars.,"[{""start_index"":0,""end_index"":19,""text"":""At least four stars"",""annotations"":[{""name"":""restaurant.rating""}]}]",test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_8,8,ASSISTANT,I found a restaurant for you called the Good Stuff Eatery.,"[{""start_index"":36,""end_index"":57,""text"":""the Good Stuff Eatery"",""annotations"":[{""name"":""restaurant.name.restaurant""}]}]",test
dlg-007456aa-0354-4570-9464-ddbde9959b5b,dlg-007456aa-0354-4570-9464-ddbde9959b5b_9,9,ASSISTANT,"Casual, multilevel upscale-industrial spot serving gourmet burgers, fries, shakes & salads.","[{""start_index"":0,""end_index"":90,""text"":""Casual, multilevel upscale-industrial spot serving gourmet burgers, fries, shakes & salads"",""annotations"":[{""name"":""restaurant.offical_description""}]},{""start_index"":51,""end_index"":66,""text"":""gourmet burgers"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":68,""end_index"":73,""text"":""fries"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":75,""end_index"":81,""text"":""shakes"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":84,""end_index"":90,""text"":""salads"",""annotations"":[{""name"":""restaurant.type.food""}]}]",test
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_2,2,USER,"I'm looking to find a restaurant that's downtown in the Austin, Texas area. I'm looking for something that is relatively cheap. I'm looking for either Italian or Thai.","[{""start_index"":40,""end_index"":48,""text"":""downtown"",""annotations"":[{""name"":""restaurant.sub-location""}]},{""start_index"":56,""end_index"":69,""text"":""Austin, Texas"",""annotations"":[{""name"":""restaurant.location""}]},{""start_index"":121,""end_index"":126,""text"":""cheap"",""annotations"":[{""name"":""restaurant.price_range""}]},{""start_index"":151,""end_index"":158,""text"":""Italian"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":162,""end_index"":166,""text"":""Thai"",""annotations"":[{""name"":""restaurant.type.food""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_5,5,USER,Probably Thai.,"[{""start_index"":9,""end_index"":13,""text"":""Thai"",""annotations"":[{""name"":""restaurant.type.food""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_8,8,USER,"I'm looking for a restaurant that's kind of quiet, family atmosphere, one that I could sit down and eat.","[{""start_index"":18,""end_index"":103,""text"":""restaurant that's kind of quiet, family atmosphere, one that I could sit down and eat"",""annotations"":[{""name"":""restaurant.other_description""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_11,11,USER,I'm looking for something that's rated between three and four stars.,"[{""start_index"":33,""end_index"":67,""text"":""rated between three and four stars"",""annotations"":[{""name"":""restaurant.rating""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_12,12,USER,"The price range would probably fit in my criteria. Five stars would be good too but whatever works. I'm just looking for something downtown, though.","[{""start_index"":51,""end_index"":61,""text"":""Five stars"",""annotations"":[{""name"":""restaurant.rating""}]},{""start_index"":131,""end_index"":139,""text"":""downtown"",""annotations"":[{""name"":""restaurant.sub-location""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_21,21,ASSISTANT,Koriente restaurant.,"[{""start_index"":0,""end_index"":19,""text"":""Koriente restaurant"",""annotations"":[{""name"":""restaurant.name.restaurant""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_22,22,ASSISTANT,It has 4.3 stars.,"[{""start_index"":7,""end_index"":16,""text"":""4.3 stars"",""annotations"":[{""name"":""restaurant.rating""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_23,23,ASSISTANT,"Pan-Asian fare, including vegan & gluten-free options in a homey, easygoing eatery with a patio.","[{""start_index"":0,""end_index"":95,""text"":""Pan-Asian fare, including vegan & gluten-free options in a homey, easygoing eatery with a patio"",""annotations"":[{""name"":""restaurant.offical_description""}]},{""start_index"":26,""end_index"":31,""text"":""vegan"",""annotations"":[{""name"":""restaurant.type.food""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_25,25,ASSISTANT,The second is called Osteria Pronto.,"[{""start_index"":21,""end_index"":35,""text"":""Osteria Pronto"",""annotations"":[{""name"":""restaurant.name.restaurant""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_27,27,ASSISTANT,It has 3.9 stars.,"[{""start_index"":7,""end_index"":16,""text"":""3.9 stars"",""annotations"":[{""name"":""restaurant.rating""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_29,29,ASSISTANT,"Upscale, Airy Italian restaurant within the JW Marriott Hotel featuring housemade pastas & more.","[{""start_index"":0,""end_index"":95,""text"":""Upscale, Airy Italian restaurant within the JW Marriott Hotel featuring housemade pastas & more"",""annotations"":[{""name"":""restaurant.offical_description""}]},{""start_index"":14,""end_index"":21,""text"":""Italian"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":82,""end_index"":88,""text"":""pastas"",""annotations"":[{""name"":""restaurant.type.food""}]}]",validation
dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5,dlg-007bf750-9272-4aa9-90d5-26ea9db5f0f5_31,31,ASSISTANT,"Okay, Koriente restaurant.","[{""start_index"":6,""end_index"":25,""text"":""Koriente restaurant"",""annotations"":[{""name"":""restaurant.name.restaurant""}]}]",validation
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_1,1,USER,I need a place for lunch.,"[{""start_index"":19,""end_index"":24,""text"":""lunch"",""annotations"":[{""name"":""restaurant.type.meal""}]}]",test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_3,3,USER,Mexican food.,"[{""start_index"":0,""end_index"":7,""text"":""Mexican"",""annotations"":[{""name"":""restaurant.type.food""}]}]",test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_5,5,USER,"In Davis, California.","[{""start_index"":3,""end_index"":20,""text"":""Davis, California"",""annotations"":[{""name"":""restaurant.location""}]}]",test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_8,8,ASSISTANT,Are you looking for something inexpensive?,"[{""start_index"":30,""end_index"":41,""text"":""inexpensive"",""annotations"":[{""name"":""restaurant.price_range""}]}]",test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_13,13,ASSISTANT,"The first is Dos Coyotes Border Cafe, an authentic mexican taqueria, with a great atmosphere and outdoor seating.","[{""start_index"":13,""end_index"":36,""text"":""Dos Coyotes Border Cafe"",""annotations"":[{""name"":""restaurant.name.restaurant""}]},{""start_index"":51,""end_index"":58,""text"":""mexican"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":38,""end_index"":112,""text"":""an authentic mexican taqueria, with a great atmosphere and outdoor seating"",""annotations"":[{""name"":""restaurant.offical_description""}]}]",test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_14,14,ASSISTANT,"The second is Taqueria Guadalajara, they offer Burritos, tortas, tacos & other filling Mexican grub served up in a simple setting.","[{""start_index"":14,""end_index"":34,""text"":""Taqueria Guadalajara"",""annotations"":[{""name"":""restaurant.name.restaurant""}]},{""start_index"":47,""end_index"":55,""text"":""Burritos"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":57,""end_index"":63,""text"":""tortas"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":65,""end_index"":70,""text"":""tacos"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":87,""end_index"":99,""text"":""Mexican grub"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":36,""end_index"":129,""text"":""they offer Burritos, tortas, tacos & other filling Mexican grub served up in a simple setting"",""annotations"":[{""name"":""restaurant.offical_description""}]}]",test
dlg-008c4963-7243-447e-aa61-0b49b81aea61,dlg-008c4963-7243-447e-aa61-0b49b81aea61_15,15,ASSISTANT,"The third is, Taqueria Davis, a small, local taqueria with friendly staff, and a diverse menu.","[{""start_index"":14,""end_index"":28,""text"":""Taqueria Davis"",""annotations"":[{""name"":""restaurant.name.restaurant""}]},{""start_index"":45,""end_index"":53,""text"":""taqueria"",""annotations"":[{""name"":""restaurant.type.food""}]},{""start_index"":30,""end_index"":93,""text"":""a small, local taqueria with friendly staff, and a diverse menu"",""annotations"":[{""name"":""restaurant.offical_description""}]}]",test
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_0,0,USER,"I'd like help finding a restaurant in Rochester, New York.","[{""start_index"":38,""end_index"":57,""text"":""Rochester, New York"",""annotations"":[{""name"":""restaurant.location""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_2,2,ASSISTANT,"Okay, restaurants in Rochester, New York?","[{""start_index"":21,""end_index"":40,""text"":""Rochester, New York"",""annotations"":[{""name"":""restaurant.location""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_3,3,USER,Do you have a formal seafood restaurant?,"[{""start_index"":21,""end_index"":28,""text"":""seafood"",""annotations"":[{""name"":""restaurant.type.food""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_5,5,USER,Can the restaurant be downtown?,"[{""start_index"":22,""end_index"":30,""text"":""downtown"",""annotations"":[{""name"":""restaurant.sub-location""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_7,7,USER,Can the restaurant be downtown?,"[{""start_index"":22,""end_index"":30,""text"":""downtown"",""annotations"":[{""name"":""restaurant.sub-location""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_8,8,ASSISTANT,"Ok, downtown location. I have a few restaurants with those features.","[{""start_index"":4,""end_index"":12,""text"":""downtown"",""annotations"":[{""name"":""restaurant.sub-location""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_11,11,ASSISTANT,The Park Avenue Pub has a 4.7 star rating.,"[{""start_index"":0,""end_index"":19,""text"":""The Park Avenue Pub"",""annotations"":[{""name"":""restaurant.name.restaurant""}]},{""start_index"":26,""end_index"":34,""text"":""4.7 star"",""annotations"":[{""name"":""restaurant.rating""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_12,12,USER,What time does dinner start?,"[{""start_index"":15,""end_index"":21,""text"":""dinner"",""annotations"":[{""name"":""restaurant.type.meal""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_13,13,ASSISTANT,They are open from 5 P.M - 9 P.M.,"[{""start_index"":19,""end_index"":32,""text"":""5 P.M - 9 P.M"",""annotations"":[{""name"":""restaurant.business_hours""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_14,14,USER,What do they have for dessert?,"[{""start_index"":22,""end_index"":29,""text"":""dessert"",""annotations"":[{""name"":""restaurant.type.meal""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_15,15,ASSISTANT,I'm not seeing any details for desserts.,"[{""start_index"":31,""end_index"":39,""text"":""desserts"",""annotations"":[{""name"":""restaurant.type.meal""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_17,17,ASSISTANT,"They do not have the pricing available, but they are rated at having 2 dollar signs.","[{""start_index"":69,""end_index"":83,""text"":""2 dollar signs"",""annotations"":[{""name"":""restaurant.price_range""}]}]",validation
dlg-009ff778-5f45-4736-9167-aec3d76c903f,dlg-009ff778-5f45-4736-9167-aec3d76c903f_21,21,ASSISTANT,Okay. Enjoy your dinner. Until next time. Bye.,"[{""start_index"":17,""end_index"":23,""text"":""dinner"",""annotations"":[{""name"":""restaurant.type.meal""}]}]",validation
dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c,dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c_2,2,USER,"I'd like help finding a restaurant in Austin, Texas.","[{""start_index"":38,""end_index"":51,""text"":""Austin, Texas"",""annotations"":[{""name"":""restaurant.location""}]}]",train
dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c,dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c_4,4,USER,Do you have Chinese food?,"[{""start_index"":12,""end_index"":19,""text"":""Chinese"",""annotations"":[{""name"":""restaurant.type.food""}]}]",train
dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c,dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c_5,5,ASSISTANT,"Yes, Austin, Texas does have it.","[{""start_index"":5,""end_index"":18,""text"":""Austin, Texas"",""annotations"":[{""name"":""restaurant.location""}]}]",train
dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c,dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c_8,8,USER,Can it not be more than $20?,"[{""start_index"":7,""end_index"":27,""text"":""not be more than $20"",""annotations"":[{""name"":""restaurant.price_range""}]}]",train
dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c,dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c_10,10,USER,Can it be downtown?,"[{""start_index"":10,""end_index"":18,""text"":""downtown"",""annotations"":[{""name"":""restaurant.location""}]}]",train
dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c,dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c_12,12,ASSISTANT,"I have found a couple of locations, Koriente Restaurant and Wu Chow.","[{""start_index"":36,""end_index"":55,""text"":""Koriente Restaurant"",""annotations"":[{""name"":""restaurant.name.restaurant""}]},{""start_index"":60,""end_index"":67,""text"":""Wu Chow"",""annotations"":[{""name"":""restaurant.name.restaurant""}]}]",train
dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c,dlg-00a30c5d-2de7-4589-8eb3-ffbf2c4ec26c_14,14,ASSISTANT,The hours are from 11 a.m to 2 p.m and then 5 p.m to 10 p.m.,"[{""start_index"":19,""end_index"":59,""text"":""11 a.m to 2 p.m and then 5 p.m to 10 p.m"",""annotations"":[{""name"":""restaurant.business_hours""}]}]",train
dlg-00a7b42f-d242-47df-826b-b722ac7f5d89,dlg-00a7b42f-d242-47df-826b-b722ac7f5d89_1,1,USER,"I'd like help finding a restaurant in Rochester, New York.","[{""start_index"":38,""end_index"":57,""text"":""Rochester, New York"",""annotations"":[{""name"":""restaurant.location""}]}]",train
dlg-00a7b42f-d242-47df-826b-b722ac7f5d89,dlg-00a7b42f-d242-47df-826b-b722ac7f5d89_3,3,ASSISTANT,"Sure, what cuisine are you interested in?","[{""start_index"":11,""end_index"":18,""text"":""cuisine"",""annotations"":[{""name"":""restaurant.type.food""}]}]",train
dlg-00a7b42f-d242-47df-826b-b722ac7f5d89,dlg-00a7b42f-d242-47df-826b-b722ac7f5d89_4,4,USER,"Oh, I think the Italian will be good.","[{""start_index"":16,""end_index"":23,""text"":""Italian"",""annotations"":[{""name"":""restaurant.type.food""}]}]",train
