conversation_id,utterance_id,turn_id,speaker,text,segments,split
dlg-000ff7e6-03d2-49f2-bc35-7facd64c3a39,dlg-000ff7e6-03d2-49f2-bc35-7facd64c3a39_3,3,ASSISTANT,Next Saturday they will be playing Washington Nationals at 10:05 a.m.,"[{""start_index"":0,""end_index"":13,""text"":""Next Saturday"",""annotations"":[{""name"":""mlb.day.match""}]},{""start_index"":35,""end_index"":55,""text"":""Washington Nationals"",""annotations"":[{""name"":""mlb.name.team""}]},{""start_index"":59,""end_index"":68,""text"":""10:05 a.m"",""annotations"":[{""name"":""mlb.time.match""}]}]",train
dlg-000ff7e6-03d2-49f2-bc35-7facd64c3a39,dlg-000ff7e6-03d2-49f2-bc35-7facd64c3a39_5,5,ASSISTANT,"In the last game the Dodgers actually lost, unfortunately Tehran has a 10 game losing streak.","[{""start_index"":21,""end_index"":28,""text"":""Dodgers"",""annotations"":[{""name"":""mlb.name.team""}]},{""start_index"":29,""end_index"":42,""text"":""actually lost"",""annotations"":[{""name"":""mlb.result.match""}]},{""start_index"":58,""end_index"":64,""text"":""Tehran"",""annotations"":[{""name"":""mlb.name.player""}]},{""start_index"":69,""end_index"":92,""text"":""a 10 game losing streak"",""annotations"":[{""name"":""mlb.record.team""}]}]",train
dlg-000ff7e6-03d2-49f2-bc35-7facd64c3a39,dlg-000ff7e6-03d2-49f2-bc35-7facd64c3a39_6,6,USER,Who's in last place in the American League East?,"[{""start_index"":9,""end_index"":19,""text"":""last place"",""annotations"":[{""name"":""mlb.place.team""}]}]",train
dlg-000ff7e6-03d2-49f2-bc35-7facd64c3a39,dlg-000ff7e6-03d2-49f2-bc35-7facd64c3a39_7,7,ASSISTANT,Right now in last place in the American League East is Toronto Blue Jays.,"[{""start_index"":13,""end_index"":23,""text"":""last place"",""annotations"":[{""name"":""mlb.place.team""}]},{""start_index"":55,""end_index"":72,""text"":""Toronto Blue Jays"",""annotations"":[{""name"":""mlb.name.team""}]}]",train
dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1,dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1_0,0,USER,"I'm a big fan of West Ham United, and I'd like to ask you what place is West Ham United in?","[{""start_index"":17,""end_index"":32,""text"":""West Ham United"",""annotations"":[{""name"":""epl.name.team""}]},{""start_index"":72,""end_index"":87,""text"":""West Ham United"",""annotations"":[{""name"":""epl.name.team""}]}]",test
dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1,dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1_1,1,ASSISTANT,West Ham United is currently in 18th Place with a total of 13 points.,"[{""start_index"":0,""end_index"":15,""text"":""West Ham United"",""annotations"":[{""name"":""epl.name.team""}]},{""start_index"":32,""end_index"":42,""text"":""18th Place"",""annotations"":[{""name"":""epl.place.team""}]},{""start_index"":48,""end_index"":68,""text"":""a total of 13 points"",""annotations"":[{""name"":""epl.other_description.team""}]}]",test
dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1,dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1_5,5,ASSISTANT,"West Ham's last game was against Chelsea, they won that game with a score of 1-0.","[{""start_index"":0,""end_index"":10,""text"":""West Ham's"",""annotations"":[{""name"":""epl.name.team""}]},{""start_index"":33,""end_index"":40,""text"":""Chelsea"",""annotations"":[{""name"":""epl.name.team""}]},{""start_index"":47,""end_index"":60,""text"":""won that game"",""annotations"":[{""name"":""epl.result.match""}]},{""start_index"":77,""end_index"":80,""text"":""1-0"",""annotations"":[{""name"":""epl.score.match""}]}]",test
dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1,dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1_7,7,ASSISTANT,They won the game 1-0.,"[{""start_index"":5,""end_index"":17,""text"":""won the game"",""annotations"":[{""name"":""epl.result.match""}]},{""start_index"":18,""end_index"":21,""text"":""1-0"",""annotations"":[{""name"":""epl.score.match""}]}]",test
dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1,dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1_8,8,USER,Who is their goalkeeper?,"[{""start_index"":13,""end_index"":23,""text"":""goalkeeper"",""annotations"":[{""name"":""epl.position.player""}]}]",test
dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1,dlg-0011cca8-a3e2-4155-b1a5-c2a93c84e3d1_9,9,ASSISTANT,Joe Hart is the starting goalkeeper for West Ham United.,"[{""start_index"":0,""end_index"":8,""text"":""Joe Hart"",""annotations"":[{""name"":""epl.name.player""}]},{""start_index"":25,""end_index"":35,""text"":""goalkeeper"",""annotations"":[{""name"":""epl.position.player""}]},{""start_index"":40,""end_index"":55,""text"":""West Ham United"",""annotations"":[{""name"":""epl.name.team""}]}]",test
dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_1,1,USER,What place are the Chicago Fire in?,"[{""start_index"":19,""end_index"":31,""text"":""Chicago Fire"",""annotations"":[{""name"":""mls.name.team""}]}]",train
dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_2,2,ASSISTANT,"Chicago Fire is in third place in the Eastern Conference with 13 wins, 9 losses and 6 draws.","[{""start_index"":0,""end_index"":12,""text"":""Chicago Fire"",""annotations"":[{""name"":""mls.name.team""}]},{""start_index"":19,""end_index"":30,""text"":""third place"",""annotations"":[{""name"":""mls.place.team""}]},{""start_index"":62,""end_index"":69,""text"":""13 wins"",""annotations"":[{""name"":""mls.record.team""}]},{""start_index"":71,""end_index"":79,""text"":""9 losses"",""annotations"":[{""name"":""mls.record.team""}]},{""start_index"":84,""end_index"":91,""text"":""6 draws"",""annotations"":[{""name"":""mls.record.team""}]}]",train
dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_3,3,USER,Okay. Do they play today?,"[{""start_index"":19,""end_index"":24,""text"":""today"",""annotations"":[{""name"":""mls.day.match""}]}]",train
dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_4,4,ASSISTANT,"No, they'll play tomorrow against DC United at 5:30 PM.","[{""start_index"":17,""end_index"":25,""text"":""tomorrow"",""annotations"":[{""name"":""mls.day.match""}]},{""start_index"":34,""end_index"":43,""text"":""DC United"",""annotations"":[{""name"":""mls.name.team""}]},{""start_index"":47,""end_index"":54,""text"":""5:30 PM"",""annotations"":[{""name"":""mls.time.match""}]}]",train
dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_5,5,USER,Who did they played on last Saturday?,"[{""start_index"":23,""end_index"":36,""text"":""last Saturday"",""annotations"":[{""name"":""mls.day.match""}]}]",train
dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_6,6,ASSISTANT,"On last Saturday, September 9th, they played against New York Red Bulls and it was a draw with the score 1-1.","[{""start_index"":3,""end_index"":16,""text"":""last Saturday"",""annotations"":[{""name"":""mls.day.match""}]},{""start_index"":18,""end_index"":31,""text"":""September 9th"",""annotations"":[{""name"":""mls.date.match""}]},{""start_index"":53,""end_index"":71,""text"":""New York Red Bulls"",""annotations"":[{""name"":""mls.name.team""}]},{""start_index"":85,""end_index"":89,""text"":""draw"",""annotations"":[{""name"":""mls.result.match""}]},{""start_index"":105,""end_index"":108,""text"":""1-1"",""annotations"":[{""name"":""mls.score.match""}]}]",train
dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_9,9,USER,Who is their goalkeeper?,"[{""start_index"":13,""end_index"":23,""text"":""goalkeeper"",""annotations"":[{""name"":""mls.position.player""}]}]",train
dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_10,10,ASSISTANT,Matt Lampson.,"[{""start_index"":0,""end_index"":12,""text"":""Matt Lampson"",""annotations"":[{""name"":""mls.name.player""}]}]",train
dlg-004ef8ca-ef77-4564-980c-3705c3c681fe,dlg-004ef8ca-ef77-4564-980c-3705c3c681fe_0,0,USER,"Hey, can you tell me how the Seattle Sounders did in their last game?","[{""start_index"":29,""end_index"":45,""text"":""Seattle Sounders"",""annotations"":[{""name"":""mls.name.team""}]}]",train
dlg-004ef8ca-ef77-4564-980c-3705c3c681fe,dlg-004ef8ca-ef77-4564-980c-3705c3c681fe_2,2,ASSISTANT,Seattle Sounders won their last game 1-0.,"[{""start_index"":0,""end_index"":16,""text"":""Seattle Sounders"",""annotations"":[{""name"":""mls.name.team""}]},{""start_index"":17,""end_index"":36,""text"":""won their last game"",""annotations"":[{""name"":""mls.result.match""}]},{""start_index"":37,""end_index"":40,""text"":""1-0"",""annotations"":[{""name"":""mls.score.match""}]}]",train
dlg-004ef8ca-ef77-4564-980c-3705c3c681fe,dlg-004ef8ca-ef77-4564-980c-3705c3c681fe_4,4,ASSISTANT,They're currently in 8th Place of the Western Conference.,"[{""start_index"":21,""end_index"":30,""text"":""8th Place"",""annotations"":[{""name"":""mls.place.team""}]}]",train
dlg-004ef8ca-ef77-4564-980c-3705c3c681fe,dlg-004ef8ca-ef77-4564-980c-3705c3c681fe_6,6,ASSISTANT,4 wins and 5 losses.,"[{""start_index"":0,""end_index"":19,""text"":""4 wins and 5 losses"",""annotations"":[{""name"":""mls.record.team""}]}]",train
dlg-004ef8ca-ef77-4564-980c-3705c3c681fe,dlg-004ef8ca-ef77-4564-980c-3705c3c681fe_8,8,ASSISTANT,Their next game is today at 4:30 p.m.,"[{""start_index"":19,""end_index"":24,""text"":""today"",""annotations"":[{""name"":""mls.day.match""}]},{""start_index"":28,""end_index"":36,""text"":""4:30 p.m"",""annotations"":[{""name"":""mls.time.match""}]}]",train
dlg-004ef8ca-ef77-4564-980c-3705c3c681fe,dlg-004ef8ca-ef77-4564-980c-3705c3c681fe_10,10,ASSISTANT,They're playing Columbus.,"[{""start_index"":16,""end_index"":24,""text"":""Columbus"",""annotations"":[{""name"":""mls.name.team""}]}]",train
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_1,1,USER,"Hi, What place is the Chelsea in, The Chelsea Football Club?","[{""start_index"":22,""end_index"":29,""text"":""Chelsea"",""annotations"":[{""name"":""epl.name.team""}]}]",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_2,2,ASSISTANT,Chelsea is in the fourth place with five wins 3 losses and one draw.,"[{""start_index"":0,""end_index"":7,""text"":""Chelsea"",""annotations"":[{""name"":""epl.name.team""}]},{""start_index"":18,""end_index"":30,""text"":""fourth place"",""annotations"":[{""name"":""epl.place.team""}]},{""start_index"":36,""end_index"":45,""text"":""five wins"",""annotations"":[{""name"":""epl.record.team""}]},{""start_index"":46,""end_index"":54,""text"":""3 losses"",""annotations"":[{""name"":""epl.record.team""}]},{""start_index"":59,""end_index"":67,""text"":""one draw"",""annotations"":[{""name"":""epl.record.team""}]}]",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_3,3,USER,"Okay, Do they play today?","[{""start_index"":19,""end_index"":24,""text"":""today"",""annotations"":[{""name"":""epl.day.match""}]}]",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_4,4,ASSISTANT,"No, They will play next against Bournemouth on October 28th.","[{""start_index"":32,""end_index"":43,""text"":""Bournemouth"",""annotations"":[{""name"":""epl.name.team""}]},{""start_index"":47,""end_index"":59,""text"":""October 28th"",""annotations"":[{""name"":""epl.date.match""}]}]",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_6,6,ASSISTANT,Their last game played was yesterday against Everton and Chelsea won the game with the score 2-1.,"[{""start_index"":27,""end_index"":36,""text"":""yesterday"",""annotations"":[{""name"":""epl.day.match""}]},{""start_index"":45,""end_index"":52,""text"":""Everton"",""annotations"":[{""name"":""epl.name.team""}]},{""start_index"":57,""end_index"":64,""text"":""Chelsea"",""annotations"":[{""name"":""epl.name.team""}]},{""start_index"":65,""end_index"":77,""text"":""won the game"",""annotations"":[{""name"":""epl.result.match""}]},{""start_index"":93,""end_index"":96,""text"":""2-1"",""annotations"":[{""name"":""epl.score.match""}]}]",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_8,8,ASSISTANT,Antonio Conte is their manager.,"[{""start_index"":0,""end_index"":13,""text"":""Antonio Conte"",""annotations"":[{""name"":""epl.name.non_player""}]}]",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_9,9,USER,"Okay, And who's their striker?","[{""start_index"":22,""end_index"":29,""text"":""striker"",""annotations"":[{""name"":""epl.position.player""}]}]",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_10,10,ASSISTANT,Alvaro Morata is one of their striker.,"[{""start_index"":0,""end_index"":13,""text"":""Alvaro Morata"",""annotations"":[{""name"":""epl.name.player""}]},{""start_index"":30,""end_index"":37,""text"":""striker"",""annotations"":[{""name"":""epl.position.player""}]}]",validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_1,1,USER,What place are the Brooklyn Nets in?,"[{""start_index"":19,""end_index"":32,""text"":""Brooklyn Nets"",""annotations"":[{""name"":""nba.name.team""}]}]",validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_3,3,USER,Yes. What place are the Brooklyn Nets in?,"[{""start_index"":24,""end_index"":37,""text"":""Brooklyn Nets"",""annotations"":[{""name"":""nba.name.team""}]}]",validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_4,4,ASSISTANT,Brooklyn Nets are in the 13th Place with 18 wins and 29 losses.,"[{""start_index"":0,""end_index"":13,""text"":""Brooklyn Nets"",""annotations"":[{""name"":""nba.name.team""}]},{""start_index"":25,""end_index"":35,""text"":""13th Place"",""annotations"":[{""name"":""nba.place.team""}]},{""start_index"":41,""end_index"":62,""text"":""18 wins and 29 losses"",""annotations"":[{""name"":""nba.record.team""}]}]",validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_8,8,ASSISTANT,Their last game played was on January 21st against the Pistons and Nets won the game with the score 101-100.,"[{""start_index"":30,""end_index"":42,""text"":""January 21st"",""annotations"":[{""name"":""nba.date.match""}]},{""start_index"":55,""end_index"":62,""text"":""Pistons"",""annotations"":[{""name"":""nba.name.team""}]},{""start_index"":67,""end_index"":71,""text"":""Nets"",""annotations"":[{""name"":""nba.name.team""}]},{""start_index"":72,""end_index"":84,""text"":""won the game"",""annotations"":[{""name"":""nba.result.match""}]},{""start_index"":100,""end_index"":107,""text"":""101-100"",""annotations"":[{""name"":""nba.score.match""}]}]",validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_9,9,USER,Who is their starting center?,"[{""start_index"":22,""end_index"":28,""text"":""center"",""annotations"":[{""name"":""nba.position.player""}]}]",validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_10,10,ASSISTANT,Jahlil Okafor is the starting center.,"[{""start_index"":0,""end_index"":13,""text"":""Jahlil Okafor"",""annotations"":[{""name"":""nba.name.player""}]},{""start_index"":30,""end_index"":36,""text"":""center"",""annotations"":[{""name"":""nba.position.player""}]}]",validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_12,12,ASSISTANT,Kenny Atkinson is their head coach.,"[{""start_index"":0,""end_index"":14,""text"":""Kenny Atkinson"",""annotations"":[{""name"":""nba.name.non_player""}]}]",validation
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_0,0,USER,Hi Assistant. I'm looking for some information on Manchester United.,"[{""start_index"":50,""end_index"":67,""text"":""Manchester United"",""annotations"":[{""name"":""epl.name.team""}]}]",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_1,1,ASSISTANT,What would you like to know about Manchester United?,"[{""start_index"":34,""end_index"":51,""text"":""Manchester United"",""annotations"":[{""name"":""epl.name.team""}]}]",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_3,3,ASSISTANT,They're currently in second place in the English Premier League.,"[{""start_index"":21,""end_index"":33,""text"":""second place"",""annotations"":[{""name"":""epl.place.team""}]}]",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_5,5,ASSISTANT,Six matches so far.,"[{""start_index"":0,""end_index"":18,""text"":""Six matches so far"",""annotations"":[{""name"":""epl.other_description.team""}]}]",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_7,7,ASSISTANT,They will play next on September 30th against Crystal Palace.,"[{""start_index"":23,""end_index"":37,""text"":""September 30th"",""annotations"":[{""name"":""epl.date.match""}]},{""start_index"":46,""end_index"":60,""text"":""Crystal Palace"",""annotations"":[{""name"":""epl.name.team""}]}]",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_9,9,ASSISTANT,Their last game was 4-1 win against Cska Moscow in Champions League group stage.,"[{""start_index"":20,""end_index"":23,""text"":""4-1"",""annotations"":[{""name"":""epl.score.match""}]},{""start_index"":24,""end_index"":27,""text"":""win"",""annotations"":[{""name"":""epl.result.match""}]},{""start_index"":36,""end_index"":47,""text"":""Cska Moscow"",""annotations"":[{""name"":""epl.name.team""}]}]",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_10,10,USER,Who's their backup striker?,"[{""start_index"":19,""end_index"":26,""text"":""striker"",""annotations"":[{""name"":""epl.position.player""}]}]",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_11,11,ASSISTANT,Their backup Striker is Marcus Rashford.,"[{""start_index"":13,""end_index"":20,""text"":""Striker"",""annotations"":[{""name"":""epl.position.player""}]},{""start_index"":24,""end_index"":39,""text"":""Marcus Rashford"",""annotations"":[{""name"":""epl.name.player""}]}]",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_12,12,USER,Who's their main striker?,"[{""start_index"":17,""end_index"":24,""text"":""striker"",""annotations"":[{""name"":""epl.position.player""}]}]",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_13,13,USER,Who's their main striker? you've been very helpful today. Thank you very much.,"[{""start_index"":17,""end_index"":24,""text"":""striker"",""annotations"":[{""name"":""epl.position.player""}]}]",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_14,14,ASSISTANT,The starting Striker is Romelu Lukaku. Okay. Bye.,"[{""start_index"":13,""end_index"":20,""text"":""Striker"",""annotations"":[{""name"":""epl.position.player""}]},{""start_index"":24,""end_index"":37,""text"":""Romelu Lukaku"",""annotations"":[{""name"":""epl.name.player""}]}]",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_1,1,USER,Yeah. What place are the San Francisco Giants in?,"[{""start_index"":25,""end_index"":45,""text"":""San Francisco Giants"",""annotations"":[{""name"":""mlb.name.team""}]}]",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_2,2,ASSISTANT,The Giants are currently in last place in the National League West with 52 wins and 77 losses.,"[{""start_index"":4,""end_index"":10,""text"":""Giants"",""annotations"":[{""name"":""mlb.name.team""}]},{""start_index"":28,""end_index"":38,""text"":""last place"",""annotations"":[{""name"":""mlb.place.team""}]},{""start_index"":72,""end_index"":93,""text"":""52 wins and 77 losses"",""annotations"":[{""name"":""mlb.record.team""}]}]",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_3,3,USER,Okay. Do they play today?,"[{""start_index"":19,""end_index"":24,""text"":""today"",""annotations"":[{""name"":""mlb.day.match""}]}]",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_4,4,ASSISTANT,They will play today at 6:40 PM versus the Diamondbacks.,"[{""start_index"":15,""end_index"":20,""text"":""today"",""annotations"":[{""name"":""mlb.day.match""}]},{""start_index"":24,""end_index"":31,""text"":""6:40 PM"",""annotations"":[{""name"":""mlb.time.match""}]},{""start_index"":39,""end_index"":55,""text"":""the Diamondbacks"",""annotations"":[{""name"":""mlb.name.team""}]}]",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_5,5,USER,Okay. Who will they play on Saturday?,"[{""start_index"":28,""end_index"":36,""text"":""Saturday"",""annotations"":[{""name"":""mlb.day.match""}]}]",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_6,6,ASSISTANT,On Saturday they will be playing against the Diamondbacks at 5:10 PM.,"[{""start_index"":3,""end_index"":11,""text"":""Saturday"",""annotations"":[{""name"":""mlb.day.match""}]},{""start_index"":41,""end_index"":57,""text"":""the Diamondbacks"",""annotations"":[{""name"":""mlb.name.team""}]},{""start_index"":61,""end_index"":68,""text"":""5:10 PM"",""annotations"":[{""name"":""mlb.time.match""}]}]",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_8,8,ASSISTANT,The last game they won by 4-2 versus the Brewers.,"[{""start_index"":19,""end_index"":22,""text"":""won"",""annotations"":[{""name"":""mlb.result.match""}]},{""start_index"":26,""end_index"":29,""text"":""4-2"",""annotations"":[{""name"":""mlb.score.match""}]},{""start_index"":37,""end_index"":48,""text"":""the Brewers"",""annotations"":[{""name"":""mlb.name.team""}]}]",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_9,9,USER,Okay. And who's in last place in the American League East?,"[{""start_index"":19,""end_index"":29,""text"":""last place"",""annotations"":[{""name"":""mlb.place.team""}]}]",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_10,10,ASSISTANT,The Blue Jays are in last place in the American League East.,"[{""start_index"":0,""end_index"":13,""text"":""The Blue Jays"",""annotations"":[{""name"":""mlb.name.team""}]},{""start_index"":21,""end_index"":31,""text"":""last place"",""annotations"":[{""name"":""mlb.place.team""}]}]",train
dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac,dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac_0,0,USER,Hi. How is Stoke City doing?,"[{""start_index"":11,""end_index"":21,""text"":""Stoke City"",""annotations"":[{""name"":""epl.name.team""}]}]",train
