conversation_id,utterance_id,turn_id,speaker,text,segments,split
dlg-00bca323-87d8-4a93-970c-b6eae2f7827e,dlg-00bca323-87d8-4a93-970c-b6eae2f7827e_1,1,USER,This is my favorite song right now.,"[{""start_index"":8,""end_index"":24,""text"":""my favorite song"",""annotations"":[{""name"":""music.describes_artist""}]}]",validation
dlg-00bca323-87d8-4a93-970c-b6eae2f7827e,dlg-00bca323-87d8-4a93-970c-b6eae2f7827e_3,3,USER,Can you play some old songs of August Burns Red?,"[{""start_index"":18,""end_index"":27,""text"":""old songs"",""annotations"":[{""name"":""music.describes_track""}]},{""start_index"":31,""end_index"":47,""text"":""August Burns Red"",""annotations"":[{""name"":""music.name.artist""}]}]",validation
dlg-00bca323-87d8-4a93-970c-b6eae2f7827e,dlg-00bca323-87d8-4a93-970c-b6eae2f7827e_4,4,ASSISTANT,Here's the song You should be taking flight right now.,"[{""start_index"":16,""end_index"":53,""text"":""You should be taking flight right now"",""annotations"":[{""name"":""music.name.track""}]}]",validation
dlg-00bca323-87d8-4a93-970c-b6eae2f7827e,dlg-00bca323-87d8-4a93-970c-b6eae2f7827e_5,5,USER,I haven't heard this in a really long time. Okay. Can you play something a little more recent by August Burns Red?,"[{""start_index"":75,""end_index"":93,""text"":""little more recent"",""annotations"":[{""name"":""music.describes_track""}]},{""start_index"":97,""end_index"":113,""text"":""August Burns Red"",""annotations"":[{""name"":""music.name.artist""}]}]",validation
dlg-00bca323-87d8-4a93-970c-b6eae2f7827e,dlg-00bca323-87d8-4a93-970c-b6eae2f7827e_7,7,ASSISTANT,Here is the song King of Sorrow by August Burns Red.,"[{""start_index"":17,""end_index"":31,""text"":""King of Sorrow"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":35,""end_index"":51,""text"":""August Burns Red"",""annotations"":[{""name"":""music.name.artist""}]}]",validation
dlg-00ce3ca2-103d-4fac-91e5-0265ecd19295,dlg-00ce3ca2-103d-4fac-91e5-0265ecd19295_5,5,ASSISTANT,Someone similar to the Ramones?,"[{""start_index"":8,""end_index"":30,""text"":""similar to the Ramones"",""annotations"":[{""name"":""music.describes_artist""}]},{""start_index"":23,""end_index"":30,""text"":""Ramones"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-00ce3ca2-103d-4fac-91e5-0265ecd19295,dlg-00ce3ca2-103d-4fac-91e5-0265ecd19295_8,8,ASSISTANT,Have you heard the Dom Kennedy's?,"[{""start_index"":19,""end_index"":32,""text"":""Dom Kennedy's"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-00ce3ca2-103d-4fac-91e5-0265ecd19295,dlg-00ce3ca2-103d-4fac-91e5-0265ecd19295_9,9,ASSISTANT,Heres Dom Kennedy - Locals Only.,"[{""start_index"":6,""end_index"":17,""text"":""Dom Kennedy"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":20,""end_index"":31,""text"":""Locals Only"",""annotations"":[{""name"":""music.name.track""},{""name"":""music.name.album""}]}]",train
dlg-00ce3ca2-103d-4fac-91e5-0265ecd19295,dlg-00ce3ca2-103d-4fac-91e5-0265ecd19295_14,14,ASSISTANT,Here's Dom Kennedy-After School.,"[{""start_index"":7,""end_index"":18,""text"":""Dom Kennedy"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":19,""end_index"":31,""text"":""After School"",""annotations"":[{""name"":""music.name.track""}]}]",train
dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea,dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea_1,1,USER,Hello.Play me Sia.,"[{""start_index"":14,""end_index"":17,""text"":""Sia"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea,dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea_2,2,ASSISTANT,"Let me see what I can find?Here is The Greatest, by Sia.","[{""start_index"":35,""end_index"":47,""text"":""The Greatest"",""annotations"":[{""name"":""music.name.album""},{""name"":""music.name.track""}]},{""start_index"":52,""end_index"":55,""text"":""Sia"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea,dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea_4,4,ASSISTANT,"Here is another song by Sia, this one is Elastic Heart.","[{""start_index"":24,""end_index"":27,""text"":""Sia"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":41,""end_index"":54,""text"":""Elastic Heart"",""annotations"":[{""name"":""music.name.track""}]}]",train
dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea,dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea_5,5,USER,"Yes. I like that one, too.Play me something different. Maybe something more upbeat.","[{""start_index"":61,""end_index"":82,""text"":""something more upbeat"",""annotations"":[{""name"":""music.describes_track""}]}]",train
dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea,dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea_7,7,USER,Sia.,"[{""start_index"":0,""end_index"":3,""text"":""Sia"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea,dlg-00df2921-7b74-4c1a-82eb-51ebd2b46dea_8,8,ASSISTANT,"Here is Sia, performing Bird Set Free.","[{""start_index"":8,""end_index"":11,""text"":""Sia"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":24,""end_index"":37,""text"":""Bird Set Free"",""annotations"":[{""name"":""music.name.track""}]}]",train
dlg-01216494-fbba-4866-817e-01c5326f8912,dlg-01216494-fbba-4866-817e-01c5326f8912_0,0,USER,"Hello Assistant, I would like to hear some music by Michael Buble.","[{""start_index"":52,""end_index"":65,""text"":""Michael Buble"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-01216494-fbba-4866-817e-01c5326f8912,dlg-01216494-fbba-4866-817e-01c5326f8912_1,1,ASSISTANT,"Here is your song, Close Your Eyes by Michael Buble.","[{""start_index"":19,""end_index"":34,""text"":""Close Your Eyes"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":38,""end_index"":51,""text"":""Michael Buble"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-01216494-fbba-4866-817e-01c5326f8912,dlg-01216494-fbba-4866-817e-01c5326f8912_3,3,USER,"Assistant, thank you for the song. Could I hear something a little bit more upbeat?","[{""start_index"":58,""end_index"":82,""text"":""a little bit more upbeat"",""annotations"":[{""name"":""music.type.music""}]}]",train
dlg-01216494-fbba-4866-817e-01c5326f8912,dlg-01216494-fbba-4866-817e-01c5326f8912_4,4,ASSISTANT,"Sure, here we go. It's a Beautiful Day by Michael Buble.","[{""start_index"":18,""end_index"":38,""text"":""It's a Beautiful Day"",""annotations"":[{""name"":""music.name.track""},{""name"":""music.name.album""}]},{""start_index"":42,""end_index"":55,""text"":""Michael Buble"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-01216494-fbba-4866-817e-01c5326f8912,dlg-01216494-fbba-4866-817e-01c5326f8912_6,6,USER,"Really good song, Assistant. Thank you. Could I hear one more upbeat song by Michael Bublé?","[{""start_index"":0,""end_index"":16,""text"":""Really good song"",""annotations"":[{""name"":""music.describes_track""}]},{""start_index"":53,""end_index"":73,""text"":""one more upbeat song"",""annotations"":[{""name"":""music.type.music""}]},{""start_index"":77,""end_index"":90,""text"":""Michael Bublé"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-01216494-fbba-4866-817e-01c5326f8912,dlg-01216494-fbba-4866-817e-01c5326f8912_7,7,ASSISTANT,"Here is your song, LOVE by Michael Buble.","[{""start_index"":19,""end_index"":23,""text"":""LOVE"",""annotations"":[{""name"":""music.name.track""},{""name"":""music.name.album""}]},{""start_index"":27,""end_index"":40,""text"":""Michael Buble"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-01216494-fbba-4866-817e-01c5326f8912,dlg-01216494-fbba-4866-817e-01c5326f8912_10,10,USER,"Assistant, thank you so much for the Michael Buble's song again and I really enjoyed it. Thank you for your help today.","[{""start_index"":37,""end_index"":50,""text"":""Michael Buble"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":68,""end_index"":87,""text"":""I really enjoyed it"",""annotations"":[{""name"":""music.describes_track""}]}]",train
dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c,dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c_0,0,USER,"Hey, Can I hear a song by Lorde?","[{""start_index"":26,""end_index"":31,""text"":""Lorde"",""annotations"":[{""name"":""music.name.artist""}]}]",test
dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c,dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c_1,1,ASSISTANT,Here's the song Perfect places by Lorde.,"[{""start_index"":16,""end_index"":30,""text"":""Perfect places"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":34,""end_index"":39,""text"":""Lorde"",""annotations"":[{""name"":""music.name.artist""}]}]",test
dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c,dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c_2,2,USER,Cool. Can I hear some older material by her?,"[{""start_index"":22,""end_index"":36,""text"":""older material"",""annotations"":[{""name"":""music.type.music""}]}]",test
dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c,dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c_3,3,ASSISTANT,Here's the song Royals by Lorde.,"[{""start_index"":16,""end_index"":22,""text"":""Royals"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":26,""end_index"":31,""text"":""Lorde"",""annotations"":[{""name"":""music.name.artist""}]}]",test
dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c,dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c_4,4,USER,"Okay, I don't want this one. Can I get the same song by a different artist?","[{""start_index"":43,""end_index"":74,""text"":""same song by a different artist"",""annotations"":[{""name"":""music.describes_track""}]}]",test
dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c,dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c_5,5,ASSISTANT,Here's the song Royals remix by Rick Ross.,"[{""start_index"":16,""end_index"":28,""text"":""Royals remix"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":32,""end_index"":41,""text"":""Rick Ross"",""annotations"":[{""name"":""music.name.artist""}]}]",test
dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c,dlg-013d41ac-fdd2-47a2-9f25-61c4554fcf7c_6,6,USER,This one's really cool. Thanks. That's all I needed.,"[{""start_index"":11,""end_index"":22,""text"":""really cool"",""annotations"":[{""name"":""music.describes_track""}]}]",test
dlg-013fffb7-bb46-480f-b17c-765239f37d7a,dlg-013fffb7-bb46-480f-b17c-765239f37d7a_1,1,USER,Can I hear a song by Diplo?,"[{""start_index"":21,""end_index"":26,""text"":""Diplo"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-013fffb7-bb46-480f-b17c-765239f37d7a,dlg-013fffb7-bb46-480f-b17c-765239f37d7a_2,2,ASSISTANT,How about Set Me Free?,"[{""start_index"":10,""end_index"":21,""text"":""Set Me Free"",""annotations"":[{""name"":""music.name.track""}]}]",train
dlg-013fffb7-bb46-480f-b17c-765239f37d7a,dlg-013fffb7-bb46-480f-b17c-765239f37d7a_4,4,ASSISTANT,Here's Set Me Free by Diplo.,"[{""start_index"":7,""end_index"":18,""text"":""Set Me Free"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":22,""end_index"":27,""text"":""Diplo"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-013fffb7-bb46-480f-b17c-765239f37d7a,dlg-013fffb7-bb46-480f-b17c-765239f37d7a_6,6,ASSISTANT,How about Diplo Revolution?,"[{""start_index"":16,""end_index"":26,""text"":""Revolution"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":10,""end_index"":15,""text"":""Diplo"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-013fffb7-bb46-480f-b17c-765239f37d7a,dlg-013fffb7-bb46-480f-b17c-765239f37d7a_8,8,ASSISTANT,Here's Diplo-Revolution.,"[{""start_index"":7,""end_index"":12,""text"":""Diplo"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":13,""end_index"":23,""text"":""Revolution"",""annotations"":[{""name"":""music.name.track""}]}]",train
dlg-013fffb7-bb46-480f-b17c-765239f37d7a,dlg-013fffb7-bb46-480f-b17c-765239f37d7a_9,9,USER,That song sounds pretty cool. Can you find me a song by Big Sean now?,"[{""start_index"":10,""end_index"":28,""text"":""sounds pretty cool"",""annotations"":[{""name"":""music.describes_track""}]},{""start_index"":56,""end_index"":64,""text"":""Big Sean"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-013fffb7-bb46-480f-b17c-765239f37d7a,dlg-013fffb7-bb46-480f-b17c-765239f37d7a_10,10,ASSISTANT,How about Big Sean Sacrifices?,"[{""start_index"":10,""end_index"":18,""text"":""Big Sean"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":19,""end_index"":29,""text"":""Sacrifices"",""annotations"":[{""name"":""music.name.track""}]}]",train
dlg-013fffb7-bb46-480f-b17c-765239f37d7a,dlg-013fffb7-bb46-480f-b17c-765239f37d7a_12,12,ASSISTANT,Here's Big Sean-Sacrifices.,"[{""start_index"":7,""end_index"":15,""text"":""Big Sean"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":16,""end_index"":26,""text"":""Sacrifices"",""annotations"":[{""name"":""music.name.track""}]}]",train
dlg-01440f9a-99bf-496a-8258-e2450f2e43b1,dlg-01440f9a-99bf-496a-8258-e2450f2e43b1_0,0,USER,Hello. I'd like to listen to some music by AC/DC.,"[{""start_index"":43,""end_index"":48,""text"":""AC/DC"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-01440f9a-99bf-496a-8258-e2450f2e43b1,dlg-01440f9a-99bf-496a-8258-e2450f2e43b1_2,2,ASSISTANT,Here's Highway to Hell by AC/DC.,"[{""start_index"":7,""end_index"":22,""text"":""Highway to Hell"",""annotations"":[{""name"":""music.name.track""},{""name"":""music.name.album""}]},{""start_index"":26,""end_index"":31,""text"":""AC/DC"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-01440f9a-99bf-496a-8258-e2450f2e43b1,dlg-01440f9a-99bf-496a-8258-e2450f2e43b1_3,3,USER,"I really like this song. It's mellow, but it's also very rock n' roll. I'd like to listen to another song by a similar artist.","[{""start_index"":25,""end_index"":69,""text"":""It's mellow, but it's also very rock n' roll"",""annotations"":[{""name"":""music.describes_track""}]}]",train
dlg-01440f9a-99bf-496a-8258-e2450f2e43b1,dlg-01440f9a-99bf-496a-8258-e2450f2e43b1_4,4,ASSISTANT,Here's a similar song. It's called Eye Of The Tiger by Survivor.,"[{""start_index"":35,""end_index"":51,""text"":""Eye Of The Tiger"",""annotations"":[{""name"":""music.name.track""},{""name"":""music.name.album""}]},{""start_index"":55,""end_index"":63,""text"":""Survivor"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-01440f9a-99bf-496a-8258-e2450f2e43b1,dlg-01440f9a-99bf-496a-8258-e2450f2e43b1_8,8,ASSISTANT,Here's We Will Rock You by Queen.,"[{""start_index"":7,""end_index"":23,""text"":""We Will Rock You"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":27,""end_index"":32,""text"":""Queen"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-01440f9a-99bf-496a-8258-e2450f2e43b1,dlg-01440f9a-99bf-496a-8258-e2450f2e43b1_9,9,USER,I really like this song. It pumps you up. I'd like to listen to another song by a similar artist.,"[{""start_index"":25,""end_index"":40,""text"":""It pumps you up"",""annotations"":[{""name"":""music.describes_track""}]}]",train
dlg-01440f9a-99bf-496a-8258-e2450f2e43b1,dlg-01440f9a-99bf-496a-8258-e2450f2e43b1_10,10,ASSISTANT,Here's Michael Jackson Beat It.,"[{""start_index"":7,""end_index"":22,""text"":""Michael Jackson"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":23,""end_index"":30,""text"":""Beat It"",""annotations"":[{""name"":""music.name.track""}]}]",train
dlg-01440f9a-99bf-496a-8258-e2450f2e43b1,dlg-01440f9a-99bf-496a-8258-e2450f2e43b1_11,11,USER,"This song is okay. It's good, but I've heard it too many times.","[{""start_index"":0,""end_index"":28,""text"":""This song is okay. It's good"",""annotations"":[{""name"":""music.describes_track""}]}]",train
dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511,dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511_4,4,USER,Alter Bridge.,"[{""start_index"":0,""end_index"":12,""text"":""Alter Bridge"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511,dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511_5,5,ASSISTANT,"Okay, let me see who I can find based on Alter Bridge.","[{""start_index"":41,""end_index"":53,""text"":""Alter Bridge"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511,dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511_9,9,ASSISTANT,Have you heard of Seether or Staind?,"[{""start_index"":18,""end_index"":25,""text"":""Seether"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":29,""end_index"":35,""text"":""Staind"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511,dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511_13,13,ASSISTANT,How about days of the new or p.o.d?,"[{""start_index"":10,""end_index"":25,""text"":""days of the new"",""annotations"":[{""name"":""music.name.artist""}]},{""start_index"":29,""end_index"":34,""text"":""p.o.d"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511,dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511_15,15,ASSISTANT,Let me see what I can find by p.o.d.,"[{""start_index"":30,""end_index"":35,""text"":""p.o.d"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511,dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511_18,18,ASSISTANT,Here is Beautiful by p.o.d.,"[{""start_index"":8,""end_index"":17,""text"":""Beautiful"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":21,""end_index"":26,""text"":""p.o.d"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511,dlg-0164bd68-d4bc-4b68-b4b3-ca460b3e3511_24,24,ASSISTANT,Here is a satellite by p.o.d.,"[{""start_index"":10,""end_index"":19,""text"":""satellite"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":23,""end_index"":28,""text"":""p.o.d"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-020ce3d1-20d4-4376-b459-373e92661e20,dlg-020ce3d1-20d4-4376-b459-373e92661e20_2,2,USER,I would like some help browsing some music on YouTube from Florence and the Machine.,"[{""start_index"":59,""end_index"":83,""text"":""Florence and the Machine"",""annotations"":[{""name"":""music.name.artist""}]}]",train
dlg-020ce3d1-20d4-4376-b459-373e92661e20,dlg-020ce3d1-20d4-4376-b459-373e92661e20_5,5,ASSISTANT,Here is the song called Drumming Song lyrics by Florence and the Machine.,"[{""start_index"":24,""end_index"":32,""text"":""Drumming"",""annotations"":[{""name"":""music.name.track""}]},{""start_index"":48,""end_index"":72,""text"":""Florence and the Machine"",""annotations"":[{""name"":""music.name.artist""}]}]",train
