conversation_id,example_id,source_id,input_text,target_text,split
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_15_16__g1,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_15_16,"Yes, the rooms have a balcony.","Yes, there is a balcony in the rooms.",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_15_16__g2,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_15_16,"Yes, the rooms have a balcony.","Correct, the rooms are equipped with a balcony.",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_17_24__g1,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_17_24,"Yes, they have mini fridges. For your dates it'll be around $349 per night. Are you excited to go to Squaw Valley? Why are you not going to Squaw Valley then?","Yes, mini fridges are available. The rate for your selected dates will be approximately $349 per night. Are you looking forward to visiting Squaw Valley? If so, why aren't you going to Squaw Valley then?",train
dlg-00258574-83c8-4bb0-a0f0-4f744715cb27,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_17_24__g2,dlg-00258574-83c8-4bb0-a0f0-4f744715cb27_17_24,"Yes, they have mini fridges. For your dates it'll be around $349 per night. Are you excited to go to Squaw Valley? Why are you not going to Squaw Valley then?","They do provide mini fridges. For the dates you've chosen, the price is about $349 per night. Are you excited about your trip to Squaw Valley? Why is it that you are not going to Squaw Valley then?",train
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_1_6__g1,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_1_6,"Okay, June 7th to the 13th.","Alright, that's from June 7th to the 13th.",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_1_6__g2,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_1_6,"Okay, June 7th to the 13th.","I see, so the dates are June 7th through the 13th.",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_7_14__g1,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_7_14,The best hotel with the best customer reviews would be at the Laguna Beach Inn.,The Laguna Beach Inn is the top hotel choice based on the best customer reviews.,test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_7_14__g2,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_7_14,The best hotel with the best customer reviews would be at the Laguna Beach Inn.,"Based on the best customer reviews, the Laguna Beach Inn would be the best hotel.",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_15_16__g1,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_15_16,The beach is three minutes from the hotel.,It takes three minutes to reach the beach from the hotel.,test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_15_16__g2,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_15_16,The beach is three minutes from the hotel.,The hotel is located three minutes away from the beach.,test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_17_21__g1,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_17_21,"Let me check that for you. Hold on a second. This hotel is within 10 minutes of downtown. So, there are plenty of restaurants nearby. Sure thing, here is their address: 2020 s Coast Hwy, Laguna Beach, CA 92651.","Please give me a moment while I check that for you. This hotel is located within 10 minutes of downtown, so there are many restaurants in the area. Certainly, here is the address: 2020 s Coast Hwy, Laguna Beach, CA 92651.",test
dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_17_21__g2,dlg-0032fc41-9845-4be6-b9f5-0e6d898fda57_17_21,"Let me check that for you. Hold on a second. This hotel is within 10 minutes of downtown. So, there are plenty of restaurants nearby. Sure thing, here is their address: 2020 s Coast Hwy, Laguna Beach, CA 92651.","I'll look into that for you; please hold on a second. Since this hotel is within 10 minutes of downtown, you'll find plenty of restaurants nearby. Of course, here is their address: 2020 s Coast Hwy, Laguna Beach, CA 92651.",test
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_1_18__g1,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_1_18,Courtyard by Marriott San Francisco Downtown and the cost is $179.,The price for the Courtyard by Marriott San Francisco Downtown is $179.,validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_1_18__g2,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_1_18,Courtyard by Marriott San Francisco Downtown and the cost is $179.,"It is the Courtyard by Marriott San Francisco Downtown, and the cost is $179.",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_19_23__g1,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_19_23,"Modern hotel with an indoor pool, a restaurant & a coffee shop, plus free WiFi. Contemporary rooms offer free WiFi and flat-screen TVs, plus desks, mini fridges and coffeemakers. Suites and upgraded rooms add pull-out sofas, and some feature whirlpool tubs. Social spaces include a living room-style lobby with fire pits, plus an outdoor courtyard. The American restaurant serves breakfast, a grill restaurant serves dinner, and there's an on-site Starbucks. Other amenities include an indoor pool and an exercise room, plus a business center and 20 meeting rooms.","This modern hotel features an indoor pool, a restaurant, a coffee shop, and free WiFi. The contemporary rooms are equipped with free WiFi, flat-screen TVs, desks, mini fridges, and coffeemakers. Suites and upgraded rooms include pull-out sofas, with some offering whirlpool tubs. For social areas, there is a living room-style lobby with fire pits and an outdoor courtyard. Dining options include an American restaurant for breakfast, a grill restaurant for dinner, and an on-site Starbucks. Additional amenities consist of an indoor pool, an exercise room, a business center, and 20 meeting rooms.",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_19_23__g2,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_19_23,"Modern hotel with an indoor pool, a restaurant & a coffee shop, plus free WiFi. Contemporary rooms offer free WiFi and flat-screen TVs, plus desks, mini fridges and coffeemakers. Suites and upgraded rooms add pull-out sofas, and some feature whirlpool tubs. Social spaces include a living room-style lobby with fire pits, plus an outdoor courtyard. The American restaurant serves breakfast, a grill restaurant serves dinner, and there's an on-site Starbucks. Other amenities include an indoor pool and an exercise room, plus a business center and 20 meeting rooms.","Featuring an indoor pool, a restaurant, a coffee shop, and free WiFi, this modern hotel offers contemporary rooms with free WiFi, flat-screen TVs, desks, mini fridges, and coffeemakers. Pull-out sofas are available in suites and upgraded rooms, and some of these rooms feature whirlpool tubs. The property includes social spaces like an outdoor courtyard and a living room-style lobby with fire pits. Guests can dine at the American restaurant for breakfast, the grill restaurant for dinner, or the on-site Starbucks. Other facilities include an exercise room, a business center, 20 meeting rooms, and an indoor pool.",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_24_30__g1,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_24_30,179$. We have Hotel Triton for $139. 3.9.,It is 179$. We have Hotel Triton available for $139 with a 3.9 rating.,validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_24_30__g2,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_24_30,179$. We have Hotel Triton for $139. 3.9.,"The price is 179$. We offer Hotel Triton for $139, which has a 3.9 rating.",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_31_34__g1,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_31_34,It's just a 15 min from there. Driving 1.7 miles in distance.,"It is only a 15-minute drive from that location, covering a distance of 1.7 miles.",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_31_34__g2,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_31_34,It's just a 15 min from there. Driving 1.7 miles in distance.,"It's just 15 minutes away from there, which is a driving distance of 1.7 miles.",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_39_40__g1,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_39_40,"Yes, it is confirmed from march 7th to 10th.","Yes, your booking is confirmed for the period from March 7th to 10th.",validation
dlg-003fa5f0-3457-464b-b22b-e74194fe172a,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_39_40__g2,dlg-003fa5f0-3457-464b-b22b-e74194fe172a_39_40,"Yes, it is confirmed from march 7th to 10th.","That is correct, it is confirmed from March 7th to 10th.",validation
dlg-0051755b-26c0-43ca-97c8-ba3200da927b,dlg-0051755b-26c0-43ca-97c8-ba3200da927b_1_20__g1,dlg-0051755b-26c0-43ca-97c8-ba3200da927b_1_20,"I have found the Park 55 San Francisco Hilton. It is a class and 4 star rated hotel. Do you want to know more? This contemporary, high-rise hotel is a 2-minute walk from West field San Francisco Center mall and 9 minutes walk from Yerba Buena Center for the Arts. Sophisticated rooms and suites feature bay windows with San Francisco views. All come with 37-inch flat-screen TVs, sofas and minibars, plus coffeemakers and desks with ergonomic chairs. WiFi and 24-hour room service are available for a fee. Dining options include a chic American restaurant/bar, a hip Thai restaurant and a coffee shop. There’s a gym, plus a business center with free WiFi. It goes for $359 a night. How does this sound?","I've located the Park 55 San Francisco Hilton, which is a 4-star rated hotel. Would you like more details? This contemporary high-rise is situated just a 2-minute walk from the West field San Francisco Center mall and 9 minutes from the Yerba Buena Center for the Arts. The sophisticated rooms and suites offer bay windows with views of San Francisco, and each includes a 37-inch flat-screen TV, sofa, minibar, coffeemaker, and a desk with an ergonomic chair. You can access WiFi and 24-hour room service for an additional fee. For dining, there is a chic American restaurant/bar, a hip Thai restaurant, and a coffee shop. The hotel also features a gym and a business center with free WiFi. The rate is $359 per night. What do you think?",train
dlg-0051755b-26c0-43ca-97c8-ba3200da927b,dlg-0051755b-26c0-43ca-97c8-ba3200da927b_1_20__g2,dlg-0051755b-26c0-43ca-97c8-ba3200da927b_1_20,"I have found the Park 55 San Francisco Hilton. It is a class and 4 star rated hotel. Do you want to know more? This contemporary, high-rise hotel is a 2-minute walk from West field San Francisco Center mall and 9 minutes walk from Yerba Buena Center for the Arts. Sophisticated rooms and suites feature bay windows with San Francisco views. All come with 37-inch flat-screen TVs, sofas and minibars, plus coffeemakers and desks with ergonomic chairs. WiFi and 24-hour room service are available for a fee. Dining options include a chic American restaurant/bar, a hip Thai restaurant and a coffee shop. There’s a gym, plus a business center with free WiFi. It goes for $359 a night. How does this sound?","I found the Park 55 San Francisco Hilton for you, a 4-star rated hotel. Shall I provide more information? This high-rise, contemporary hotel is a 2-minute walk from the West field San Francisco Center mall and 9 minutes from the Yerba Buena Center for the Arts. Its sophisticated rooms and suites are equipped with bay windows overlooking San Francisco, along with 37-inch flat-screen TVs, sofas, minibars, coffeemakers, and desks with ergonomic chairs. WiFi and 24-hour room service are available for a fee. On-site dining includes a coffee shop, a hip Thai restaurant, and a chic American restaurant/bar. There is also a gym and a business center offering free WiFi. It costs $359 a night. How does this sound?",train
dlg-007575c1-956d-4d70-bb73-fd6741982c4c,dlg-007575c1-956d-4d70-bb73-fd6741982c4c_1_13__g1,dlg-007575c1-956d-4d70-bb73-fd6741982c4c_1_13,"InterContinental San Francisco. Plush, contemporary rooms feature luxe bathrooms, flat-screen TVs and WiFi access (free) as well as iPod docks and mini fridges. Upgraded rooms add access to a club lounge and free WiFi while suites offer living rooms, terraces and panoramic city views.","At the InterContinental San Francisco, the plush, contemporary rooms are equipped with luxe bathrooms, flat-screen TVs, free WiFi, iPod docks, and mini fridges. Upgraded rooms provide access to a club lounge and free WiFi, while suites include living rooms, terraces, and panoramic city views.",train
dlg-007575c1-956d-4d70-bb73-fd6741982c4c,dlg-007575c1-956d-4d70-bb73-fd6741982c4c_1_13__g2,dlg-007575c1-956d-4d70-bb73-fd6741982c4c_1_13,"InterContinental San Francisco. Plush, contemporary rooms feature luxe bathrooms, flat-screen TVs and WiFi access (free) as well as iPod docks and mini fridges. Upgraded rooms add access to a club lounge and free WiFi while suites offer living rooms, terraces and panoramic city views.","The InterContinental San Francisco offers plush, contemporary rooms featuring mini fridges, iPod docks, free WiFi, flat-screen TVs, and luxe bathrooms. You can also choose upgraded rooms with club lounge access and free WiFi, or suites that come with terraces, living rooms, and panoramic city views.",train
dlg-007575c1-956d-4d70-bb73-fd6741982c4c,dlg-007575c1-956d-4d70-bb73-fd6741982c4c_14_18__g1,dlg-007575c1-956d-4d70-bb73-fd6741982c4c_14_18,"Yes, it does have Olympic size pool. $389 per night.","Yes, it features an Olympic size pool and the rate is $389 per night.",train
dlg-007575c1-956d-4d70-bb73-fd6741982c4c,dlg-007575c1-956d-4d70-bb73-fd6741982c4c_14_18__g2,dlg-007575c1-956d-4d70-bb73-fd6741982c4c_14_18,"Yes, it does have Olympic size pool. $389 per night.","That's correct, it has an Olympic size pool, and the price is $389 per night.",train
dlg-007b5799-8ef8-4cc0-9ae3-605bf6d9e790,dlg-007b5799-8ef8-4cc0-9ae3-605bf6d9e790_1_21__g1,dlg-007b5799-8ef8-4cc0-9ae3-605bf6d9e790_1_21,"There won't be any with free breakfast. The first is called Hyatt regency. It's a 4-star hotel. $299 per night. Luxury hotel with a 17-story atrium lobby & modern rooms offers cable cars & waterfront at its door. The second is called Hilton. It's a 4-star hotel. $256 per night. Upscale hotel with bay or city views, featuring a stylish bar, a wine bar & a fitness center. Hilton?","None of these options include free breakfast. The first one is the Hyatt regency, a 4-star luxury hotel priced at $299 per night. It features a 17-story atrium lobby, modern rooms, cable cars, and waterfront access right at its door. The second is the Hilton, a 4-star upscale hotel for $256 per night, which offers bay or city views along with a stylish bar, a wine bar, and a fitness center. Would you like the Hilton?",test
dlg-007b5799-8ef8-4cc0-9ae3-605bf6d9e790,dlg-007b5799-8ef8-4cc0-9ae3-605bf6d9e790_1_21__g2,dlg-007b5799-8ef8-4cc0-9ae3-605bf6d9e790_1_21,"There won't be any with free breakfast. The first is called Hyatt regency. It's a 4-star hotel. $299 per night. Luxury hotel with a 17-story atrium lobby & modern rooms offers cable cars & waterfront at its door. The second is called Hilton. It's a 4-star hotel. $256 per night. Upscale hotel with bay or city views, featuring a stylish bar, a wine bar & a fitness center. Hilton?","There are no hotels with free breakfast available. The first is the Hyatt regency, which is a 4-star luxury hotel costing $299 per night; it has a 17-story atrium lobby, modern rooms, cable cars, and a waterfront at its door. The second is the Hilton, a 4-star upscale hotel at $256 per night that provides bay or city views, a stylish bar, a wine bar, and a fitness center. Hilton?",test
dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_1_15__g1,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_1_15,"Unfortunately, a majority of the hotels are full for those days, but I was able to find one Hotel Park City but it is $1399/night.","I'm sorry, but most of the hotels are fully booked for those dates; however, I did manage to find one room at Hotel Park City for $1399/night.",train
dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_1_15__g2,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_1_15,"Unfortunately, a majority of the hotels are full for those days, but I was able to find one Hotel Park City but it is $1399/night.","Most hotels are unfortunately at capacity for those days, but I was able to locate one opening at Hotel Park City at a rate of $1399/night.",train
dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_16_17__g1,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_16_17,It's about 5-7 miles away from the slopes.,The location is approximately 5-7 miles from the slopes.,train
dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_16_17__g2,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_16_17,It's about 5-7 miles away from the slopes.,It is situated about 5-7 miles away from the slopes.,train
dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_18_19__g1,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_18_19,It has an outdoor pool.,There is an outdoor pool available.,train
dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_18_19__g2,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31_18_19,It has an outdoor pool.,It features an outdoor pool.,train
dlg-00ce819d-6592-4c8d-942e-83bb448e79d7,dlg-00ce819d-6592-4c8d-942e-83bb448e79d7_0_26__g1,dlg-00ce819d-6592-4c8d-942e-83bb448e79d7_0_26,"2 guests? The first is called Stanford Court hotel. It's a 4-star hotel and $202 per night. Elegant hotel featuring modern rooms, some with city views, plus a fitness center & a cafe. The second is called Handlery. The second is called Handlery. It's a 3-star hotel and $172 per night. Refined hotel dating from 1908, offering classic rooms with free WI-FI, plus a gym & eatery. Those are the two options. Which one do you want? Refined hotel dating from 1908, offering classic rooms with free Wi-Fi, plus a gym & eatery.","I have two options for 2 guests. The first is the Stanford Court hotel, a 4-star hotel at $202 per night. It is an elegant hotel with modern rooms, some of which have city views, along with a fitness center and a cafe. The second is Handlery, a 3-star hotel priced at $172 per night. It is a refined hotel dating from 1908 that offers classic rooms with free WI-FI, a gym, and an eatery. Those are the two options. Which one do you want? Refined hotel dating from 1908, offering classic rooms with free Wi-Fi, plus a gym & eatery.",train
dlg-00ce819d-6592-4c8d-942e-83bb448e79d7,dlg-00ce819d-6592-4c8d-942e-83bb448e79d7_0_26__g2,dlg-00ce819d-6592-4c8d-942e-83bb448e79d7_0_26,"2 guests? The first is called Stanford Court hotel. It's a 4-star hotel and $202 per night. Elegant hotel featuring modern rooms, some with city views, plus a fitness center & a cafe. The second is called Handlery. The second is called Handlery. It's a 3-star hotel and $172 per night. Refined hotel dating from 1908, offering classic rooms with free WI-FI, plus a gym & eatery. Those are the two options. Which one do you want? Refined hotel dating from 1908, offering classic rooms with free Wi-Fi, plus a gym & eatery.","There are 2 guests for these two options. The first is the Stanford Court hotel, which is a 4-star hotel costing $202 per night. It's an elegant hotel featuring modern rooms, some with city views, plus a fitness center and a cafe. The second is Handlery. The second is called Handlery. It's a 3-star hotel and $172 per night. Refined hotel dating from 1908, offering classic rooms with free WI-FI, plus a gym & eatery. Those are the two options. Which one do you want? Refined hotel dating from 1908, offering classic rooms with free Wi-Fi, plus a gym & eatery.",train
dlg-00ce819d-6592-4c8d-942e-83bb448e79d7,dlg-00ce819d-6592-4c8d-942e-83bb448e79d7_28_30__g1,dlg-00ce819d-6592-4c8d-942e-83bb448e79d7_28_30,Alright. The Handlery. Enjoy your stay.,Very well. The Handlery. Have a pleasant stay.,train
dlg-00ce819d-6592-4c8d-942e-83bb448e79d7,dlg-00ce819d-6592-4c8d-942e-83bb448e79d7_28_30__g2,dlg-00ce819d-6592-4c8d-942e-83bb448e79d7_28_30,Alright. The Handlery. Enjoy your stay.,Understood. The Handlery. Enjoy your time there.,train
dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059,dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059_1_15__g1,dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059_1_15,"I have found 2 hotels with your requirements, Sheraton Music City Hotel and Hampton Inn & Sites Nashville-Green Hills.",I have located 2 hotels that match your requirements: Sheraton Music City Hotel and Hampton Inn & Sites Nashville-Green Hills.,train
dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059,dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059_1_15__g2,dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059_1_15,"I have found 2 hotels with your requirements, Sheraton Music City Hotel and Hampton Inn & Sites Nashville-Green Hills.","Based on your requirements, I found 2 hotels: Sheraton Music City Hotel and Hampton Inn & Sites Nashville-Green Hills.",train
dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059,dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059_16_22__g1,dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059_16_22,"Hampton Inn & Sites Nashville-Green Hills. Here is the address 2324 Crestmoor Rd, Nashville, TN 37215. (615) 777-0001.","The Hampton Inn & Sites Nashville-Green Hills is located at 2324 Crestmoor Rd, Nashville, TN 37215. You can reach them at (615) 777-0001.",train
dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059,dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059_16_22__g2,dlg-00dc5988-4e55-4a82-bb31-8ca5d2d53059_16_22,"Hampton Inn & Sites Nashville-Green Hills. Here is the address 2324 Crestmoor Rd, Nashville, TN 37215. (615) 777-0001.","Here is the information for Hampton Inn & Sites Nashville-Green Hills: the address is 2324 Crestmoor Rd, Nashville, TN 37215, and the phone number is (615) 777-0001.",train
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_2_3__g1,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_2_3,Okay I can help you with your search for a hotel in Nashville Tennessee.,"I can certainly assist you in finding a hotel in Nashville, Tennessee.",validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_2_3__g2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_2_3,Okay I can help you with your search for a hotel in Nashville Tennessee.,"I'm happy to help you search for a hotel located in Nashville, Tennessee.",validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_4_5__g1,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_4_5,Okay check and dates from February 14th check out February 17.,"Alright, I will check the dates from February 14th to February 17th.",validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_4_5__g2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_4_5,Okay check and dates from February 14th check out February 17.,"Okay, let me check the stay from February 14th until the check-out on February 17th.",validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_6_7__g1,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_6_7,Okay hotels for less than $200 per night.,I need hotels that are less than $200 per night.,validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_6_7__g2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_6_7,Okay hotels for less than $200 per night.,Please show me hotels for less than $200 per night.,validation
dlg-00eb627a-c567-409c-b333-648f1e7a2aa2,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_9_11__g1,dlg-00eb627a-c567-409c-b333-648f1e7a2aa2_9_11,I found the Hutton Hotel this hotel is $189 per night.,"I've located the Hutton Hotel, which costs $189 per night.",validation
