conversation_id,example_id,source_id,input_text,target_text,split
dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_9_10__g1,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_9_10,Matt Lampson.,Matt Lampson.,train
dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_9_10__g2,dlg-0032fb90-18ce-45cd-a360-ab4b139a5d29_9_10,Matt Lampson.,The name is Matt Lampson.,train
dlg-004ef8ca-ef77-4564-980c-3705c3c681fe,dlg-004ef8ca-ef77-4564-980c-3705c3c681fe_0_10__g1,dlg-004ef8ca-ef77-4564-980c-3705c3c681fe_0_10,Seattle Sounders won their last game 1-0. They're currently in 8th Place of the Western Conference. 4 wins and 5 losses. Their next game is today at 4:30 p.m. They're playing Columbus.,The Seattle Sounders won their previous match 1-0 and are currently ranked 8th in the Western Conference with 4 wins and 5 losses. Their next game against Columbus is scheduled for today at 4:30 p.m.,train
dlg-004ef8ca-ef77-4564-980c-3705c3c681fe,dlg-004ef8ca-ef77-4564-980c-3705c3c681fe_0_10__g2,dlg-004ef8ca-ef77-4564-980c-3705c3c681fe_0_10,Seattle Sounders won their last game 1-0. They're currently in 8th Place of the Western Conference. 4 wins and 5 losses. Their next game is today at 4:30 p.m. They're playing Columbus.,"The Seattle Sounders' last game ended in a 1-0 victory, placing them in 8th Place of the Western Conference with a record of 4 wins and 5 losses. They face Columbus today at 4:30 p.m.",train
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_1_2__g1,dlg-00670402-e32d-49e5-9431-f47d52e583b2_1_2,Chelsea is in the fourth place with five wins 3 losses and one draw.,"Chelsea currently holds fourth place, having recorded five wins, 3 losses, and one draw.",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_1_2__g2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_1_2,Chelsea is in the fourth place with five wins 3 losses and one draw.,"With five wins, 3 losses, and one draw, Chelsea is positioned in fourth place.",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_3_8__g1,dlg-00670402-e32d-49e5-9431-f47d52e583b2_3_8,"No, They will play next against Bournemouth on October 28th. Their last game played was yesterday against Everton and Chelsea won the game with the score 2-1. Antonio Conte is their manager.","No, their next match is against Bournemouth on October 28th. They played yesterday against Everton, and Chelsea won that game 2-1. Antonio Conte is their manager.",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_3_8__g2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_3_8,"No, They will play next against Bournemouth on October 28th. Their last game played was yesterday against Everton and Chelsea won the game with the score 2-1. Antonio Conte is their manager.","Actually, they are scheduled to play Bournemouth next on October 28th. Their most recent game was yesterday against Everton, which Chelsea won with a score of 2-1. They are managed by Antonio Conte.",validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_9_10__g1,dlg-00670402-e32d-49e5-9431-f47d52e583b2_9_10,Alvaro Morata is one of their striker.,Alvaro Morata is one of their strikers.,validation
dlg-00670402-e32d-49e5-9431-f47d52e583b2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_9_10__g2,dlg-00670402-e32d-49e5-9431-f47d52e583b2_9_10,Alvaro Morata is one of their striker.,One of their strikers is Alvaro Morata.,validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_1_8__g1,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_1_8,Brooklyn Nets are in the 13th Place with 18 wins and 29 losses. Their last game played was on January 21st against the Pistons and Nets won the game with the score 101-100.,"The Brooklyn Nets currently hold 13th Place with a record of 18 wins and 29 losses. Their most recent game was on January 21st against the Pistons, which the Nets won with a score of 101-100.",validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_1_8__g2,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_1_8,Brooklyn Nets are in the 13th Place with 18 wins and 29 losses. Their last game played was on January 21st against the Pistons and Nets won the game with the score 101-100.,"Currently in 13th Place, the Brooklyn Nets have 18 wins and 29 losses. They won their last game on January 21st against the Pistons, finishing with a score of 101-100.",validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_9_12__g1,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_9_12,Jahlil Okafor is the starting center. Kenny Atkinson is their head coach.,"Jahlil Okafor serves as the starting center, and Kenny Atkinson is the head coach.",validation
dlg-00990236-42b9-45a3-b28e-e0d668c0b64f,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_9_12__g2,dlg-00990236-42b9-45a3-b28e-e0d668c0b64f_9_12,Jahlil Okafor is the starting center. Kenny Atkinson is their head coach.,"The team's head coach is Kenny Atkinson, and Jahlil Okafor is the starting center.",validation
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_0_9__g1,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_0_9,What would you like to know about Manchester United? They're currently in second place in the English Premier League. Six matches so far. They will play next on September 30th against Crystal Palace. Their last game was 4-1 win against Cska Moscow in Champions League group stage.,"What information can I provide regarding Manchester United? They are currently ranked second in the English Premier League after six matches. Their next fixture is against Crystal Palace on September 30th. Most recently, they secured a 4-1 victory over Cska Moscow in the Champions League group stage.",train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_0_9__g2,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_0_9,What would you like to know about Manchester United? They're currently in second place in the English Premier League. Six matches so far. They will play next on September 30th against Crystal Palace. Their last game was 4-1 win against Cska Moscow in Champions League group stage.,Please let me know what you would like to know about Manchester United. They currently hold second place in the English Premier League with six matches played. They are scheduled to face Crystal Palace on September 30th. Their previous match was a 4-1 win against Cska Moscow during the Champions League group stage.,train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_10_11__g1,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_10_11,Their backup Striker is Marcus Rashford.,Marcus Rashford serves as their backup Striker.,train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_10_11__g2,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_10_11,Their backup Striker is Marcus Rashford.,Their secondary Striker is Marcus Rashford.,train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_12_14__g1,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_12_14,The starting Striker is Romelu Lukaku. Okay. Bye.,Romelu Lukaku is the starting Striker. Alright. Goodbye.,train
dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_12_14__g2,dlg-00c1c52c-f21a-4e08-9319-9b5e3b1186fa_12_14,The starting Striker is Romelu Lukaku. Okay. Bye.,The Striker starting is Romelu Lukaku. Okay. Bye.,train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_1_2__g1,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_1_2,The Giants are currently in last place in the National League West with 52 wins and 77 losses.,"With 52 wins and 77 losses, the Giants are currently sitting in last place in the National League West.",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_1_2__g2,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_1_2,The Giants are currently in last place in the National League West with 52 wins and 77 losses.,"The Giants currently hold the last place position in the National League West, having recorded 52 wins and 77 losses.",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_3_4__g1,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_3_4,They will play today at 6:40 PM versus the Diamondbacks.,They are scheduled to play against the Diamondbacks today at 6:40 PM.,train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_3_4__g2,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_3_4,They will play today at 6:40 PM versus the Diamondbacks.,The game against the Diamondbacks will take place today at 6:40 PM.,train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_5_8__g1,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_5_8,On Saturday they will be playing against the Diamondbacks at 5:10 PM. The last game they won by 4-2 versus the Brewers.,They are scheduled to play against the Diamondbacks this Saturday at 5:10 PM. Their previous victory was a 4-2 win over the Brewers.,train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_5_8__g2,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_5_8,On Saturday they will be playing against the Diamondbacks at 5:10 PM. The last game they won by 4-2 versus the Brewers.,"The game against the Diamondbacks takes place on Saturday at 5:10 PM. In their last match, they defeated the Brewers with a score of 4-2.",train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_9_10__g1,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_9_10,The Blue Jays are in last place in the American League East.,The Blue Jays currently occupy the last position in the American League East.,train
dlg-00c58228-bf0b-4912-952b-2e31fb7d186a,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_9_10__g2,dlg-00c58228-bf0b-4912-952b-2e31fb7d186a_9_10,The Blue Jays are in last place in the American League East.,"In the American League East, the Blue Jays are ranked in last place.",train
dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac,dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac_0_9__g1,dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac_0_9,I see that currently in 16th Place in the English premier league. They're not scheduled to play today. Their next game is going to be on August 19th against the Arsenal FC. They lost their last game. The score was 1 and 0.,"I can see they are currently in 16th Place in the English Premier League. They don't have a match scheduled for today, but their next game is against Arsenal FC on August 19th. They lost their previous match with a score of 1 to 0.",train
dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac,dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac_0_9__g2,dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac_0_9,I see that currently in 16th Place in the English premier league. They're not scheduled to play today. Their next game is going to be on August 19th against the Arsenal FC. They lost their last game. The score was 1 and 0.,They are currently ranked 16th in the English Premier League and have no games today. Their upcoming fixture is against Arsenal FC on August 19th. Their last game resulted in a 1-0 loss.,train
dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac,dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac_10_11__g1,dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac_10_11,Their goalkeeper is Jack Butland.,Jack Butland is their goalkeeper.,train
dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac,dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac_10_11__g2,dlg-00c5c1b2-fe32-4fb9-a9a9-976ff500d7ac_10_11,Their goalkeeper is Jack Butland.,The goalkeeper for their team is Jack Butland.,train
dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_1_2__g1,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_1_2,The Warriors are favored to win. But in how many games it varies.,"The Warriors are the favorites to win, though the number of games it takes may vary.",test
dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_1_2__g2,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_1_2,The Warriors are favored to win. But in how many games it varies.,"While the Warriors are expected to win, the specific number of games is uncertain.",test
dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_5_8__g1,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_5_8,Are you a Cavalier fan? If so your pick is Love.,"Do you support the Cavaliers? If you do, your selection is Love.",test
dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_5_8__g2,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_5_8,Are you a Cavalier fan? If so your pick is Love.,"Are you a fan of the Cavaliers? In that case, your choice is Love.",test
dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_9_12__g1,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_9_12,So far it's Cleveland's big three making an impact.,"Up to this point, Cleveland's big three have been making an impact.",test
dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_9_12__g2,dlg-00dd67e4-2c38-4469-8142-f02275ad1b1e_9_12,So far it's Cleveland's big three making an impact.,It is Cleveland's big three that have been making an impact so far.,test
dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107,dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107_1_6__g1,dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107_1_6,Southampton is in the 12th Place with two wins 3 losses and 2 draws. So far they have played Seven matches. Their last match was played against Stoke City on September 30th and Southampton lost the game when the score to 2-1.,"Southampton currently sits in 12th Place with a record of two wins, 3 losses, and 2 draws after playing Seven matches so far. Their most recent game was against Stoke City on September 30th, which Southampton lost with a score of 2-1.",train
dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107,dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107_1_6__g2,dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107_1_6,Southampton is in the 12th Place with two wins 3 losses and 2 draws. So far they have played Seven matches. Their last match was played against Stoke City on September 30th and Southampton lost the game when the score to 2-1.,"Currently in 12th Place, Southampton has played Seven matches, resulting in two wins, 3 losses, and 2 draws. They last played Stoke City on September 30th and suffered a 2-1 loss in that match.",train
dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107,dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107_7_10__g1,dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107_7_10,Shane Long is their striker.,The striker for the team is Shane Long.,train
dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107,dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107_7_10__g2,dlg-00e29d9d-9b31-44c8-bcc1-46bca21f9107_7_10,Shane Long is their striker.,Shane Long serves as their striker.,train
dlg-012cb12f-21c8-4fa3-9a26-cf2ad58826c9,dlg-012cb12f-21c8-4fa3-9a26-cf2ad58826c9_0_12__g1,dlg-012cb12f-21c8-4fa3-9a26-cf2ad58826c9_0_12,"There were two players acquired by Burnley. They are Aaron Lennon and Georges-Kevin Nkoudou. Turf Moor is a football stadium in Burnley, Lancashire, England. Burnley consider their biggest rivalry to be with Blackburn. Burnley is in the 7th place with 36 points, they stood in chance of making it to the play offs. Sean Dyche is the manager for the team Burnley since from October 2012.","Burnley acquired two players, Aaron Lennon and Georges-Kevin Nkoudou. Turf Moor is a football stadium located in Burnley, Lancashire, England. The club considers Blackburn to be their biggest rival. Currently, Burnley is in 7th place with 36 points, putting them in a position to potentially reach the play-offs. Sean Dyche has been the manager of Burnley since October 2012.",train
dlg-012cb12f-21c8-4fa3-9a26-cf2ad58826c9,dlg-012cb12f-21c8-4fa3-9a26-cf2ad58826c9_0_12__g2,dlg-012cb12f-21c8-4fa3-9a26-cf2ad58826c9_0_12,"There were two players acquired by Burnley. They are Aaron Lennon and Georges-Kevin Nkoudou. Turf Moor is a football stadium in Burnley, Lancashire, England. Burnley consider their biggest rivalry to be with Blackburn. Burnley is in the 7th place with 36 points, they stood in chance of making it to the play offs. Sean Dyche is the manager for the team Burnley since from October 2012.","Two players, Aaron Lennon and Georges-Kevin Nkoudou, were signed by Burnley. The football stadium in Burnley, Lancashire, England, is known as Turf Moor. Burnley's primary rivalry is with Blackburn. With 36 points, Burnley sits in 7th place and has a chance to make the play-offs. Sean Dyche has served as the team's manager since October 2012.",train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_1_4__g1,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_1_4,"You said, you would like to know about Seattle Sounders. Seattle Sounders are in the fourth place with 11 wins, seven losses and 11 draws under Western Conference.","You mentioned that you're interested in the Seattle Sounders. They are currently in fourth place in the Western Conference, with a record of 11 wins, seven losses, and 11 draws.",train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_1_4__g2,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_1_4,"You said, you would like to know about Seattle Sounders. Seattle Sounders are in the fourth place with 11 wins, seven losses and 11 draws under Western Conference.","You expressed an interest in learning about the Seattle Sounders. In the Western Conference, they hold the fourth position with 11 wins, seven losses, and 11 draws.",train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_5_6__g1,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_5_6,"No, they will play next on September 23rd against Real Salt Lake at 6:30 p.m.","No, their next game is scheduled for September 23rd against Real Salt Lake at 6:30 p.m.",train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_5_6__g2,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_5_6,"No, they will play next on September 23rd against Real Salt Lake at 6:30 p.m.","Actually, they are playing Real Salt Lake next on September 23rd at 6:30 p.m.",train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_7_8__g1,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_7_8,Last Saturday they played against FC Dallas and it was a draw with the score 0 to 0.,"They played against FC Dallas last Saturday, and the match ended in a 0-0 draw.",train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_7_8__g2,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_7_8,Last Saturday they played against FC Dallas and it was a draw with the score 0 to 0.,The game against FC Dallas last Saturday resulted in a draw with a final score of 0 to 0.,train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_11_12__g1,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_11_12,Stefan Frei is their goalkeeper.,The goalkeeper for them is Stefan Frei.,train
dlg-013079bb-b57c-4a78-a4f5-71258022ebd9,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_11_12__g2,dlg-013079bb-b57c-4a78-a4f5-71258022ebd9_11_12,Stefan Frei is their goalkeeper.,Stefan Frei serves as their goalkeeper.,train
dlg-01451999-9d83-4943-a55c-eaaafb56fbe4,dlg-01451999-9d83-4943-a55c-eaaafb56fbe4_1_10__g1,dlg-01451999-9d83-4943-a55c-eaaafb56fbe4_1_10,Currently in 12th Place in the English Premier League. I see that so far they played a total of 7 games. Their next game is going to play with Newcastle FC. They lost their last game against Stoke City FC. The score was two and one.,"They are currently in 12th Place in the English Premier League, having played a total of 7 games so far. Their upcoming match is against Newcastle FC. They lost their previous game to Stoke City FC with a score of two and one.",train
